Date,DXY Curncy,EURUSD Curncy,XAU Curncy,SPA Index,MXWO Index,USGG10YR Index,USDCNH Curncy,INTC US Equity,AMD US Equity,NVDA US Equity,QCOM US Equity,TSM US Equity,XBTUSD Curncy,SPX Index,LG30TRUU Index,LGTRTRUU Index,LUATTRUU Index
22.05.2012,81.493,1.2684,1568.5,NA,1199.88,1.7688,6.3235,26.03,6.16,12.14,57.93,14.4,5.1,1316.63,879.03,215.03,2042.15
23.05.2012,82.094,1.2582,1561.53,NA,1187.36,1.7346,6.333,25.44,6.08,12.44,58.14,14.08,5.14,1318.86,875.1,214.88,2049.58
24.05.2012,82.347,1.2532,1559.3,NA,1191.46,1.7774,6.3405,25.65,6.02,12.11,57.15,13.96,5.12,1320.68,874.23,214.91,2045.41
25.05.2012,82.402,1.2517,1573,NA,1188.56,1.738,6.3455,25.74,6.22,12.4,57.32,13.98,5.15,1317.82,873.42,214.27,2046.11
26.05.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27.05.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.05.2012,82.402,1.2541,1573.33,NA,1190.12,1.738,6.3415,NA,NA,NA,NA,NA,5.14,NA,874,214.5,NA
29.05.2012,82.48,1.2503,1555.34,NA,1201.51,1.7448,6.3455,26.09,6.46,12.72,58.39,14.15,5.15,1332.42,875.37,214.66,2047.08
30.05.2012,83.018,1.2367,1562.93,NA,1181.37,1.622,6.3595,26.13,6.15,12.57,57.45,13.93,5.14,1313.32,872.06,214.64,2057.94
31.05.2012,83.043,1.2365,1560.51,NA,1177.64,1.5578,6.3665,25.84,6.08,12.43,57.31,13.73,5.18,1310.33,870.74,215.39,2061.85
01.06.2012,82.89,1.2434,1624,NA,1152.97,1.452,6.3715,25.14,5.73,11.98,55.12,13.06,5.27,1278.04,866.92,216.34,2072.35
02.06.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03.06.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04.06.2012,82.557,1.2499,1619,NA,1151.21,1.5239,6.369,25.04,5.63,11.73,55.85,13.02,5.27,1278.18,865.93,216.74,2067.44
05.06.2012,82.825,1.2452,1617.05,NA,1158.3,1.5744,6.3675,25.43,5.825,12.065,57.18,13.21,5.44,1285.5,865.53,215.97,2064.41
06.06.2012,82.321,1.2582,1619.55,NA,1183.6,1.6592,6.3575,26.07,6.02,12.39,58.405,13.5,5.46,1315.13,870.87,215.49,2055.78
07.06.2012,82.051,1.2561,1589.32,NA,1190.74,1.6388,6.361,25.94,5.76,11.89,58,13.54,5.59,1314.99,875.75,215.12,2054.5
08.06.2012,82.511,1.2517,1593.4,NA,1188.86,1.6353,6.372,26.41,5.91,12.12,58.76,13.46,5.63,1325.66,875.38,214.6,2054.62
09.06.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.06.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.06.2012,82.515,1.2482,1596.8,NA,1184.1,1.586,6.3695,25.985,5.69,12.26,57.79,13.41,5.57,1308.93,877.29,214.9,2058.55
12.06.2012,82.423,1.2503,1609.71,NA,1191.92,1.6642,6.3705,26.52,5.91,12.51,59.4,13.7,5.7,1324.18,876.21,213.92,2052.68
13.06.2012,82.058,1.2557,1617.16,NA,1190.17,1.5927,6.3685,26.54,5.76,12.18,58.94,13.55,5.93,1314.88,878.5,214.4,2058.2
14.06.2012,81.99,1.2633,1623.6,NA,1196,1.642,6.3705,26.98,5.76,12.03,56.79,13.47,5.95,1329.1,879.23,214.65,2057.44
15.06.2012,81.628,1.2638,1627.1,NA,1208.53,1.5773,6.375,27.34,5.87,12.29,56.5,13.67,6.5,1342.84,881.31,215.98,2060.21
16.06.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.06.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.06.2012,81.946,1.2576,1628.09,NA,1211.71,1.5738,6.3665,27.42,5.93,12.4,56.77,13.96,6.31,1344.78,882.71,215.62,2060.88
19.06.2012,81.378,1.2685,1618.39,NA,1226.94,1.6197,6.3585,27.51,5.81,13.235,57.02,14.11,6.5,1357.98,886.96,215.96,2057.2
20.06.2012,81.583,1.2707,1607.5,NA,1229.5,1.6572,6.358,27.64,6.06,13.45,57,14.13,6.67,1355.69,889.74,215.8,2055.47
21.06.2012,82.29,1.254,1566.37,NA,1206.86,1.6162,6.3655,26.71,5.72,12.835,55.13,13.575,6.68,1325.51,889.12,214.81,2058.45
22.06.2012,82.256,1.257,1572.43,NA,1205.67,1.6742,6.3735,26.935,5.73,12.995,55.64,13.83,6.55,1335.02,888.1,214.02,2053.02
23.06.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.06.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.06.2012,82.497,1.2504,1584.38,NA,1188.27,1.6024,6.372,26.05,5.41,12.59,53.555,13.38,6.3,1313.72,887.08,214.61,2059.76
26.06.2012,82.372,1.2491,1572.86,NA,1190.43,1.6262,6.367,26.005,5.44,12.73,53.92,13.31,6.42,1319.99,887.07,214.42,2057.95
27.06.2012,82.618,1.2468,1574.19,NA,1201.71,1.6177,6.3635,26.22,5.5,13.14,54.91,13.54,6.65,1331.85,887.8,214.11,2058.7
28.06.2012,82.807,1.2444,1552.68,NA,1199.93,1.5768,6.3642,25.83,5.41,13.24,54.3,13.44,6.61,1329.04,887.97,214.45,2062.44
29.06.2012,81.627,1.2667,1597.45,NA,1235.72,1.6449,6.36,26.65,5.73,13.82,55.68,13.96,6.65,1362.16,894.87,215.66,2054.68
30.06.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.07.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02.07.2012,81.87,1.2576,1597.01,NA,1240.5,1.5885,6.3525,26.665,5.75,13.445,55.665,14.27,6.76,1365.51,896.68,216.17,2062.85
03.07.2012,81.782,1.2608,1617.45,NA,1251.4,1.6294,6.352,26.86,6.03,13.8,56.26,14.44,6.45,1374.02,899.44,215.81,2057.9
04.07.2012,81.782,1.2527,1615.65,NA,1250.17,1.6294,6.347,NA,NA,NA,NA,NA,6.51,NA,898.51,215.33,NA
05.07.2012,82.813,1.2392,1604.58,NA,1242.39,1.5969,6.3575,26.55,5.88,13.66,56.25,13.65,6.67,1367.58,898.54,214.63,2060.84
06.07.2012,83.377,1.2291,1583.85,NA,1229.36,1.5491,6.3725,26.155,5.75,13.4,55.31,13.5,6.65,1354.68,897.82,215.01,2065.85
07.07.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08.07.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09.07.2012,83.161,1.2313,1587.65,NA,1224.14,1.5117,6.3706,26.17,5.62,13.22,55.32,13.5,7.02,1352.46,897.94,214.99,2069.51
10.07.2012,83.4,1.225,1567.15,NA,1218.81,1.5015,6.3646,25.56,4.99,12.82,55.17,13.28,7.2,1341.47,898.47,215.2,2071.11
11.07.2012,83.568,1.2239,1576.38,NA,1218.81,1.5167,6.3651,25.39,4.89,12.61,54.37,13.15,7.15,1341.45,899.41,215.44,2071.18
12.07.2012,83.659,1.2203,1571.73,NA,1207.47,1.4743,6.3721,24.74,4.88,12.4,53.73,12.8,7.76,1334.76,898.31,215.46,2073.04
13.07.2012,83.349,1.2249,1589.6,NA,1225.55,1.4876,6.3725,25.25,4.9,12.555,54.98,12.89,7.67,1356.78,899.96,216.01,2071.58
14.07.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.07.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.07.2012,83.098,1.2273,1589.4,NA,1225.35,1.4724,6.3786,25.13,4.83,12.595,54.36,12.67,8.5,1353.64,901.2,216.76,2075.96
17.07.2012,83.032,1.2294,1583.41,NA,1229.12,1.5078,6.3725,25.38,4.87,12.37,54.46,12.69,8.8,1363.67,901.81,216.44,2072.13
18.07.2012,83.068,1.2284,1573.45,NA,1239.07,1.4942,6.3715,26.21,4.89,13.06,56.05,13.14,9.11,1372.78,903.91,217.04,2074.48
19.07.2012,82.883,1.2281,1581.54,NA,1247.82,1.5077,6.3705,26.06,4.86,13.185,58.435,12.86,8.87,1376.51,905.69,217.38,2071.55
20.07.2012,83.478,1.2157,1584.53,NA,1231.35,1.4567,6.3735,25.52,4.22,12.805,57.68,12.65,8.52,1362.66,904.97,216.9,2077.05
21.07.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.07.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.07.2012,83.706,1.2117,1576.75,NA,1212.05,1.4263,6.3855,25.26,4.15,12.98,57.32,12.78,8.45,1350.52,900.99,216.42,2079.99
24.07.2012,84.005,1.2061,1581.18,NA,1202.88,1.3875,6.387,25.005,4.06,12.84,56.785,12.91,8.6,1338.31,899.49,216.08,2083.16
25.07.2012,83.524,1.2158,1603.85,NA,1201.74,1.3975,6.389,25.13,4.01,13.09,57.28,13.01,8.8,1337.89,899.19,216.27,2083.02
26.07.2012,82.808,1.2283,1615.85,NA,1227.82,1.4378,6.3865,25.5,4.04,13.15,58.21,13.36,8.9,1360.02,903.4,217.78,2080.87
27.07.2012,82.709,1.2322,1623.2,NA,1250.02,1.5463,6.382,26.02,4.09,13.475,59.34,13.68,8.9,1385.97,906.48,217.37,2067.88
28.07.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29.07.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30.07.2012,82.794,1.226,1621.96,NA,1253.9,1.5019,6.3825,25.76,4.1,13.33,59.15,13.49,9.1,1385.3,907.9,217.36,2074.12
31.07.2012,82.635,1.2304,1614.58,NA,1250.57,1.4679,6.3755,25.7,4.06,13.54,59.68,13.97,9.35,1379.32,910.96,218.03,2075.36
01.08.2012,83.058,1.2225,1599.58,NA,1248.1,1.524,6.378,25.93,4.05,13.39,59.52,13.88,9.55,1375.14,912.53,217.63,2070.73
02.08.2012,83.361,1.218,1588.05,NA,1234.97,1.4779,6.3765,25.91,3.97,13.44,58.88,13.87,10.53,1365,911.5,217.09,2076.53
03.08.2012,82.375,1.2387,1603.55,NA,1259.65,1.5631,6.3815,26.23,4.09,13.72,60.24,14.18,10.97,1390.99,915.89,217.59,2066.75
04.08.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05.08.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.08.2012,82.266,1.2401,1610.68,NA,1267.85,1.5664,6.378,26.31,4.01,14.01,60.13,14.24,10.86,1394.23,919.36,218.62,2069.22
07.08.2012,82.21,1.2399,1612.35,NA,1276.4,1.6283,6.3735,26.5,4.02,14.15,61.34,14.17,11.1,1401.35,921,217.62,2062.14
08.08.2012,82.394,1.2365,1612.55,NA,1276.09,1.6491,6.3705,26.6,4.4,14.23,61.45,14.09,11.06,1402.22,920.8,217.6,2060.11
09.08.2012,82.638,1.2306,1617.18,NA,1277.79,1.6881,6.3655,26.7,4.37,14.71,62,14.33,11.06,1402.8,920.13,217.05,2059.52
10.08.2012,82.553,1.2289,1620.15,NA,1278.36,1.6573,6.368,26.88,4.34,14.621,61.982,14.49,11.39,1405.87,919.44,217.84,2062.83
11.08.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.08.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.08.2012,82.435,1.2332,1609.75,NA,1276.26,1.6642,6.3655,26.69,4.26,14.81,62.1,14.31,12.04,1404.11,920.31,217.76,2062.66
14.08.2012,82.483,1.2322,1599.05,NA,1277.51,1.7378,6.3638,26.48,4.12,14.59,62.39,14.4,12.19,1403.93,919.87,216.88,2055.68
15.08.2012,82.645,1.229,1603.1,NA,1276.82,1.8155,6.371,26.27,4.19,14.48,62.52,14.42,13.25,1405.53,918.92,216.11,2048.52
16.08.2012,82.357,1.2356,1615.13,NA,1287.62,1.8346,6.3705,26.59,4.17,14.78,62.57,14.45,13.5,1415.51,920.21,215.91,2045.3
17.08.2012,82.596,1.2334,1616.4,NA,1290.23,1.8105,6.3665,26.33,4.1,14.65,63.29,14.4,11.58,1418.16,920.01,215.6,2047.15
18.08.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.08.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.08.2012,82.456,1.2346,1620.5,NA,1289.75,1.8053,6.3618,26.23,4.09,14.65,62.8,14.5,10.1,1418.13,921.68,216.04,2048.08
21.08.2012,81.907,1.2473,1637.8,NA,1293.43,1.7984,6.3565,26.11,4.07,14.61,62.08,14.65,9.92,1413.17,924.91,216.8,2049.09
22.08.2012,81.486,1.2529,1654.5,NA,1287.84,1.6916,6.3575,25.73,4.01,14.64,62.17,14.4,9.81,1413.49,925.62,217.29,2057.56
23.08.2012,81.359,1.2564,1670.53,NA,1285.28,1.6779,6.3575,25.04,3.9,14.305,62.045,14.33,10.1,1402.08,927.58,219.01,2061.73
24.08.2012,81.593,1.2512,1670.5,NA,1285.84,1.6865,6.3585,24.91,3.94,14.6,62.43,14.37,10.6,1411.13,926.78,218.46,2060.28
25.08.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26.08.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27.08.2012,81.658,1.2499,1663.97,NA,1286.55,1.6506,6.3615,24.84,3.85,14.35,62.37,14.38,10.95,1410.44,927.65,218.54,2063.47
28.08.2012,81.37,1.2565,1666.75,NA,1284.25,1.6335,6.3595,25,3.79,14.29,62.01,14.31,10.94,1409.3,928.8,219.03,2064.75
29.08.2012,81.549,1.253,1656.5,NA,1283.23,1.6506,6.3565,24.668,3.77,14.32,62.11,14.35,10.92,1410.49,928.85,218.51,2063.11
30.08.2012,81.691,1.2506,1655.6,NA,1272.02,1.6233,6.355,24.27,3.7,14.05,61.2,14.25,10.78,1399.48,928.39,218.64,2066.78
31.08.2012,81.208,1.2579,1691.85,NA,1279.21,1.5484,6.3515,24.83,3.72,14.03,61.46,14.7,10.16,1406.58,930.28,219.56,2072.69
01.09.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02.09.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03.09.2012,81.208,1.2593,1692.33,NA,1280.76,1.5484,6.3477,NA,NA,NA,NA,NA,10.53,NA,930.25,219.54,NA
04.09.2012,81.312,1.2566,1695.88,NA,1274.65,1.5722,6.3478,24.415,3.64,13.275,60.81,14.38,10.38,1404.94,931.41,219.48,2071.53
05.09.2012,81.235,1.2601,1692.93,NA,1273.21,1.596,6.351,24.39,3.51,13.32,60.68,14.18,11,1403.44,933.04,219.76,2070.49
06.09.2012,81.04,1.2631,1700.33,NA,1297.6,1.6781,6.348,25.095,3.66,13.73,62.62,14.41,11.18,1432.12,935.9,219.05,2062.37
07.09.2012,80.252,1.2816,1735.85,NA,1312.08,1.6678,6.341,24.19,3.45,13.4,61.93,14.51,11,1437.92,941.73,221.15,2062.95
08.09.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09.09.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.09.2012,80.357,1.2758,1726.06,NA,1306.31,1.6541,6.3425,23.26,3.47,13.28,61.29,14.7,11.17,1429.08,943.58,220.64,2061.48
11.09.2012,79.857,1.2855,1731.88,NA,1311.71,1.7005,6.3382,23.34,3.75,13.44,61.846,14.92,11.33,1433.56,946.09,221.6,2061
12.09.2012,79.737,1.29,1730.75,NA,1316.7,1.7576,6.331,23.19,3.89,13.59,62.44,14.97,11.36,1436.56,949.39,221.38,2055.26
13.09.2012,79.262,1.2991,1767.12,NA,1329.48,1.723,6.335,23.355,3.92,13.675,63.845,15.03,11.4,1459.99,950.57,221.93,2055.8
14.09.2012,78.847,1.313,1770.5,NA,1347.61,1.866,6.321,23.37,3.9,13.84,64.88,15.36,11.67,1465.77,957.44,221.83,2045.76
15.09.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.09.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.09.2012,79.01,1.3117,1761.25,NA,1342.31,1.8415,6.324,23.31,4.01,13.46,64.81,14.99,11.89,1461.19,958.64,221.36,2048.85
18.09.2012,79.249,1.3048,1771.31,NA,1337.16,1.8083,6.329,23.37,3.62,13.55,65.08,15.09,12.25,1459.32,957.35,221.29,2050.96
19.09.2012,79.055,1.3049,1770.3,NA,1341.5,1.7718,6.321,23.15,3.66,13.71,65.08,15.04,12.57,1461.05,957.92,221.83,2053.34
20.09.2012,79.411,1.2968,1768.53,NA,1334.48,1.764,6.315,23.1788,3.59,13.61,64.35,14.8,12.28,1460.26,955.41,221.51,2054.15
21.09.2012,79.328,1.298,1773.1,NA,1338.05,1.7528,6.3135,23.125,3.6,13.665,64.265,14.8,12.37,1460.15,955.8,221.83,2055.31
22.09.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.09.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.09.2012,79.518,1.2931,1764.4,NA,1331.81,1.7094,6.3165,22.795,3.46,13.66,63.665,14.83,12.1,1456.89,954.06,221.93,2059.06
25.09.2012,79.552,1.2899,1760.64,NA,1327.25,1.6662,6.312,22.535,3.28,13.41,62.73,14.8,12.2,1441.59,953.51,222.29,2062.12
26.09.2012,79.885,1.2873,1752.75,NA,1309.4,1.6095,6.3055,22.645,3.32,13.18,62.32,14.99,12.27,1433.32,947.56,222.1,2067.87
27.09.2012,79.548,1.2913,1777.38,NA,1320.17,1.6542,6.3115,23.085,3.43,13.275,63.49,15.6,12.31,1447.15,949.44,222.34,2065.76
28.09.2012,79.935,1.286,1772.25,NA,1311.5,1.6335,6.3015,22.655,3.37,13.34,62.47,15.82,12.39,1440.67,950.35,222.38,2066.35
29.09.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30.09.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.10.2012,79.824,1.2888,1775.43,NA,1318.81,1.6249,6.3035,22.755,3.28,13.115,61.91,15.9,12.4,1444.49,952.14,222.34,2067.43
02.10.2012,79.744,1.292,1774.57,NA,1319.52,1.6198,6.3009,22.84,3.27,13.17,61.79,16,12.84,1445.75,953.17,222.61,2068.42
03.10.2012,79.965,1.2905,1777.88,NA,1318.91,1.6146,6.306,22.55,3.12,13.035,62.07,16.05,12.89,1450.99,953.69,221.87,2067.99
04.10.2012,79.353,1.3018,1790.15,NA,1329,1.6732,6.3015,22.465,3.22,13.62,62.65,16.16,12.85,1461.4,956.76,222.39,2063.9
05.10.2012,79.337,1.3045,1780.7,NA,1334.63,1.7428,6.2955,22.68,3.22,13.3,62.64,16.07,12.69,1460.93,958.71,222.18,2057.07
06.10.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07.10.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08.10.2012,79.54,1.2968,1774.55,NA,1326.37,1.7428,6.2935,22.51,3.19,13.17,61.4,15.53,11.78,1455.88,957.5,222.12,NA
09.10.2012,79.951,1.2885,1764.2,NA,1313.46,1.7132,6.2935,21.9,3.25,12.89,60.39,15.36,11.9,1441.48,955.63,221.83,2059.27
10.10.2012,79.917,1.2875,1762.29,NA,1305.14,1.6742,6.2895,21.76,3.15,12.67,59.78,15.12,12.12,1432.56,955.15,221.79,2061.7
11.10.2012,79.775,1.2928,1767.18,NA,1308.83,1.6699,6.281,21.68,3.2,12.74,59.21,15.03,12.03,1432.84,957.51,222.02,2063.66
12.10.2012,79.667,1.2951,1754.03,NA,1306.02,1.656,6.2735,21.4803,2.74,12.63,58.89,15.12,12,1428.59,958.95,222.59,2064.72
13.10.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.10.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.10.2012,79.742,1.2949,1737.4,NA,1312.78,1.663,6.267,21.73,2.75,12.79,59.29,15.29,11.84,1440.13,961.06,222,2064.71
16.10.2012,79.405,1.3054,1747.47,NA,1329.43,1.7186,6.2625,22.35,2.68,13.1598,60.3607,15.45,11.85,1454.92,964.28,221.97,2059.33
17.10.2012,79.016,1.3119,1750.15,NA,1339.65,1.8185,6.2525,21.79,2.77,13.06,60.98,15.6,11.81,1460.91,968.02,222.32,2051.15
18.10.2012,79.367,1.3067,1741.4,NA,1339.55,1.8344,6.256,21.67,2.62,12.86,59.96,15.55,11.94,1457.34,968.64,221.62,2049.87
19.10.2012,79.621,1.3024,1721.75,NA,1322.28,1.7633,6.257,21.265,2.18,12.105,58.75,15.22,11.74,1433.19,967.52,221.33,2054.78
20.10.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.10.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.10.2012,79.652,1.306,1728.6,NA,1320.86,1.8134,6.2495,21.46,2.1,11.97,58.68,15.33,11.71,1433.82,968.18,220.99,2052.87
23.10.2012,79.976,1.2987,1707.63,NA,1299.99,1.7572,6.254,21.59,2.14,12.33,58.31,15.22,11.65,1413.11,964.7,220.42,2055.94
24.10.2012,79.914,1.2974,1702.04,NA,1298.76,1.7889,6.2455,21.46,2.08,12.17,57.63,15.15,11.65,1408.75,964.83,220.52,2055.5
25.10.2012,80.044,1.2934,1712.1,NA,1302.77,1.8233,6.238,21.69,2.12,12.18,57.43,15.38,10.86,1412.97,965.18,220.06,2050.09
26.10.2012,80.068,1.2938,1711.2,NA,1300.23,1.7451,6.243,21.95,2.07,12.05,59.04,15.5,10.17,1411.94,962.76,220.82,2056.49
27.10.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.10.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29.10.2012,80.232,1.2904,1709.25,NA,1296.96,1.7189,6.2475,NA,NA,NA,NA,NA,10.6,NA,961.8,220.55,2059.5
30.10.2012,79.931,1.2959,1709.6,NA,1302.18,1.7189,6.2428,NA,NA,NA,NA,NA,10.89,NA,962.72,221.24,NA
31.10.2012,79.919,1.296,1720.65,NA,1301.52,1.6901,6.242,21.63,2.05,11.975,58.61,15.9,11.2,1412.16,962.21,220.96,2062.85
01.11.2012,80.047,1.2943,1714.2,NA,1313.19,1.7242,6.242,22.26,2.14,12.55,59.73,16.11,10.57,1427.59,962.63,220.69,2059.79
02.11.2012,80.593,1.2835,1678,NA,1305.77,1.7147,6.2425,22.06,2.1,12.49,59.3,15.77,10.47,1414.2,961.92,219.77,2058.64
03.11.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04.11.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05.11.2012,80.749,1.2796,1684.97,NA,1303.37,1.6841,6.2415,21.8391,2.11,13.02,60.43,15.88,10.75,1417.26,962.07,219.9,2063.04
06.11.2012,80.613,1.2814,1716,NA,1311.42,1.7507,6.2415,21.73,2.07,13.01,60.37,16.2,10.9,1428.39,963.7,219.94,2058.04
07.11.2012,80.759,1.2771,1717.55,NA,1289.11,1.6466,6.2365,20.91,2.01,12.6098,58.1213,16.17,10.92,1394.53,963.14,220.52,2067.79
08.11.2012,80.793,1.2747,1731.4,NA,1276.72,1.6148,6.2339,20.83,1.98,12.68,60.67,16.13,10.93,1377.51,962.26,220.56,2071.63
09.11.2012,81.026,1.2714,1731.07,NA,1276.02,1.6063,6.2365,20.8,2.03,12.19,61.62,16.36,10.82,1379.85,959.99,220.92,2072.77
10.11.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.11.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.11.2012,81.035,1.271,1728.2,NA,1274.32,1.6063,6.222,20.765,1.99,11.915,61.62,16.445,11.01,1380.03,959.96,220.94,NA
13.11.2012,81.084,1.2704,1724.95,NA,1271.85,1.5945,6.219,20.28,2.09,11.83,62.13,16.18,10.95,1374.53,958.93,221.08,2075.58
14.11.2012,81.056,1.2736,1726.5,NA,1257.12,1.5911,6.21,19.96,1.93,11.54,61.7268,15.915,10.95,1355.49,958.48,220.23,2075.41
15.11.2012,81.078,1.2781,1715.75,NA,1253.86,1.5928,6.231,20.03,1.87,11.59,61.2808,16.05,11.2,1353.33,956.48,219.81,2075.61
16.11.2012,81.257,1.2743,1713.72,NA,1253.31,1.58,6.2438,20.19,1.86,11.38,61.93,16.19,11.75,1359.88,954.69,219.3,2076.45
17.11.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.11.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.11.2012,80.874,1.2814,1731.72,NA,1280.86,1.6131,6.2335,20.25,1.92,11.6983,62.09,16.34,11.8,1386.89,958.81,219.93,2073.34
20.11.2012,80.957,1.2817,1727.05,NA,1281.29,1.6659,6.2355,19.5132,1.88,11.49,62.14,16.25,11.73,1387.81,960.03,219.06,2069.45
21.11.2012,80.932,1.2829,1728.69,NA,1284.32,1.6796,6.23,19.36,1.87,11.82,62.14,16.26,11.77,1391.03,961.41,218.47,2066.92
22.11.2012,80.699,1.2884,1729.55,NA,1290.5,1.6796,6.23,NA,NA,NA,NA,NA,12.42,NA,962.55,218.72,NA
23.11.2012,80.192,1.2976,1753,NA,1304.85,1.6899,6.231,19.72,1.95,11.9,63.13,16.84,12.35,1409.15,964.44,219.36,2066.32
24.11.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.11.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
