Date,DXY Curncy,EURUSD Curncy,XAU Curncy,SPA Index,MXWO Index,USGG10YR Index,USDCNH Curncy,INTC US Equity,AMD US Equity,NVDA US Equity,QCOM US Equity,TSM US Equity,XBTUSD Curncy,SPX Index,LG30TRUU Index,LGTRTRUU Index,LUATTRUU Index
28.08.2014,82.477,1.3182,1289.65,1954.6,1744.37,2.3361,6.1503,34.65,4.14,19.39,76.34,20.91,508.1549,1996.74,1123.0193,218.6455,2080.85
29.08.2014,82.748,1.3132,1287.32,1959.4,1748.69,2.3431,6.1494,34.92,4.17,19.45,76.1,20.94,509.3525,2003.37,1123.0352,218.6058,2080.7
30.08.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31.08.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.09.2014,82.748,1.3128,1286,NA,1748.33,2.3431,6.1459,NA,NA,NA,NA,NA,481.8725,NA,1122.2391,218.1317,NA
02.09.2014,82.992,1.3133,1265.4,1957.8,1747.22,2.4211,6.1522,34.57,4.16,19.495,75.06,21.08,478.21,2002.28,1120.7339,216.8216,2073.42
03.09.2014,82.865,1.315,1269.4,1956.7,1752,2.3962,6.145,34.57,4.19,19.685,74.89,21.35,476.6301,2000.72,1120.4125,216.855,2074.32
04.09.2014,83.82,1.2944,1261.67,1955.7,1748.62,2.4497,6.1468,34.905,4.15,20.03,75.11,21.19,487.0951,1997.65,1116.9757,215.837,2070.82
05.09.2014,83.739,1.2951,1268.81,1964,1750.63,2.4587,6.1412,35,4.15,19.97,75.81,21.18,478.42,2007.71,1115.1436,216.0181,2070.52
06.09.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07.09.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08.09.2014,84.232,1.2895,1255.45,1958.6,1744.28,2.4712,6.14,35.33,4.13,19.79,75.9,21.07,469.7651,2001.54,1113.7935,215.4458,2070.06
09.09.2014,84.278,1.2937,1255.47,1947.6,1733.21,2.5036,6.1385,34.91,4.08,19.54,75.84,21.05,473.0101,1988.44,1111.9708,214.2084,2067.15
10.09.2014,84.283,1.2917,1249.77,1952.9,1735.79,2.5414,6.1333,35.02,4.08,19.61,75.93,21.03,483.2425,1995.69,1109.5673,213.6946,2064.43
11.09.2014,84.298,1.2925,1240.92,1954.9,1736.99,2.5496,6.1366,35.02,4.08,19.41,76.11,20.9,475.5175,1997.45,1109.8136,213.6142,2065.34
12.09.2014,84.24,1.2963,1229.65,1942.6,1729.5,2.6105,6.1406,34.62,3.96,19.12,75.33,20.34,471.475,1985.54,1109.5856,212.8815,2058.62
13.09.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.09.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.09.2014,84.264,1.294,1233.22,1942,1726.86,2.5887,6.1707,34.54,3.91,18.86,75.08,20.24,475.6225,1984.13,1108.8105,213.053,2060.87
16.09.2014,84.074,1.296,1235.55,1957.3,1732.55,2.5924,6.1561,34.93,3.81,19.135,75.71,20.48,463.8875,1998.98,1107.4999,213.0552,2061.41
17.09.2014,84.345,1.2865,1223.51,1959.3,1735.35,2.6198,6.158,34.98,3.82,19.15,75.83,20.62,444.8075,2001.57,1107.9562,213.3302,2059.42
18.09.2014,84.323,1.2923,1225.15,1970.2,1742.74,2.6144,6.1458,35.17,3.88,19.44,76.44,20.92,417.4426,2011.36,1108.1986,212.1905,2057.44
19.09.2014,84.735,1.2829,1215.7,1969.3,1740.32,2.5745,6.1443,34.82,3.81,19.08,75.53,20.52,396.465,2010.4,1108.1554,211.9597,2061.05
20.09.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.09.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.09.2014,84.752,1.2849,1215.08,1951.8,1726.47,2.5636,6.1534,34.71,3.76,18.89,76.29,20.36,402.47,1994.29,1107.8505,212.1551,2063.74
23.09.2014,84.658,1.2847,1223.42,1937.7,1716.23,2.5275,6.1422,34.42,3.69,18.81,75.83,20.34,448.34,1982.77,1106.6066,212.6439,2066.93
24.09.2014,85.037,1.278,1217.09,1956.3,1723.67,2.5637,6.1395,34.75,3.7,18.92,76.24,20.59,428.4025,1998.3,1104.436,212.3661,2063.88
25.09.2014,85.195,1.2751,1221.58,1926.7,1703.09,2.5022,6.1474,34.14,3.63,18.51,74.81,20.11,407.425,1965.99,1101.1974,212.3472,2069.57
26.09.2014,85.64,1.2684,1218.38,1941,1707.87,2.5276,6.1445,34.26,3.6,18.545,75.06,20.14,407.285,1982.85,1096.5482,211.6418,2067.34
27.09.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.09.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29.09.2014,85.591,1.2685,1215.81,1934.8,1702.18,2.4771,6.1787,34.9,3.55,18.515,74.82,19.95,375.2175,1977.8,1093.5878,211.5323,2071.06
30.09.2014,85.936,1.2631,1208.15,1930.9,1698.41,2.4888,6.1792,34.82,3.41,18.45,74.77,20.18,389.675,1972.29,1094.4261,211.154,2069.31
01.10.2014,85.972,1.2623,1213.82,1906.5,1679.18,2.3856,6.1703,33.99,3.35,18.27,73.88,20.1,383.4525,1946.16,1094.6823,211.5038,2079.56
02.10.2014,85.601,1.2669,1214.57,1904.3,1667.98,2.425,6.1606,33.52,3.39,18.19,73.655,20.29,376.855,1946.17,1095.3315,212.2541,2076.7
03.10.2014,86.694,1.2516,1191.42,1926.3,1675.29,2.434,6.1674,34.03,3.4,18.23,74.86,20.83,358.65,1967.9,1094.9196,210.4489,2075.42
04.10.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05.10.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.10.2014,85.928,1.2655,1207.3,1922,1679.82,2.4196,6.1529,34.11,3.36,18.12,74.725,20.82,333.3425,1964.82,1097.8346,211.3235,2078.37
07.10.2014,85.672,1.2669,1209.01,1893.9,1661.36,2.3391,6.147,33.47,3.28,17.925,73.51,20.38,330.6801,1935.1,1097.6432,212.4599,2085.1
08.10.2014,85.297,1.2734,1221.14,1927.8,1673.48,2.3213,6.1392,34.27,3.28,18.26,75.19,20.6,350.5975,1968.89,1096.6243,212.939,2088.49
09.10.2014,85.522,1.2691,1224.33,1890.7,1652.93,2.3133,6.139,33.62,2.95,17.91,74.08,20.47,366.305,1928.21,1096.0509,213.5881,2088.89
10.10.2014,85.912,1.2628,1223.16,1860,1626.68,2.2804,6.1413,31.91,2.72,16.845,71.22,19.44,358.0475,1906.13,1089.7905,212.9591,2090.89
11.10.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.10.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.10.2014,85.532,1.2752,1235.87,1831.4,1613.61,2.2804,6.136,31.47,2.74,16.785,70.71,19.67,388.7675,1874.74,1090.1831,213.6697,NA
14.10.2014,85.822,1.2658,1232.83,1840.6,1610.74,2.1973,6.1411,32.14,2.62,17.175,71.86,20.14,407.2275,1877.7,1086.6772,214.1298,2101.07
15.10.2014,85.147,1.2838,1242.02,1812.1,1595.21,2.1358,6.135,31.275,2.61,17.44,71.2,20.07,391.87,1862.49,1082.066,215.7892,2112.5
16.10.2014,84.955,1.2809,1238.81,1815.7,1592.6,2.1559,6.1425,30.85,2.64,17.45,71.14,20.72,383.19,1862.76,1081.2589,215.295,2106.25
17.10.2014,85.11,1.2761,1238.32,1846.1,1613.56,2.1936,6.1413,31.38,2.72,17.42,72.43,20.72,381.5976,1886.76,1090.7717,214.753,2101.85
18.10.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.10.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.10.2014,84.953,1.28,1246.91,1865,1626.05,2.1909,6.1332,31.58,2.67,17.57,73.27,20.87,385.215,1904.01,1092.6271,214.6892,2104.03
21.10.2014,85.303,1.2716,1248.7,1903,1651.14,2.2217,6.1276,32.61,2.77,18.32,74.995,21.39,386.6874,1941.28,1096.4583,214.625,2102.22
22.10.2014,85.741,1.2649,1241.27,1890,1647.21,2.2164,6.1246,32.27,2.64,17.89,74.3,21.24,384.1925,1927.11,1097.3564,213.87,2099.88
23.10.2014,85.843,1.2646,1231.84,1911,1659.97,2.2712,6.1252,32.69,2.69,18.285,75.14,21.3,359.6525,1950.82,1098.4209,212.9924,2095.24
24.10.2014,85.732,1.2671,1231.01,1924.6,1667.88,2.2685,6.124,33.18,2.68,18.48,76,21.18,358.0875,1964.58,1099.3763,213.1951,2095.32
25.10.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26.10.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27.10.2014,85.495,1.2698,1226.62,1922,1666.82,2.2605,6.1199,33.2,2.66,18.49,75.84,21.36,351.8775,1961.63,1100.724,213.8479,2097.02
28.10.2014,85.408,1.2734,1228.52,1944.9,1684.54,2.296,6.1143,33.74,2.72,18.93,76.57,21.59,355.8776,1985.05,1102.7161,213.9134,2094.81
29.10.2014,85.952,1.2632,1212.15,1937.2,1686.35,2.3174,6.117,33.92,2.77,18.805,76.89,21.59,341.215,1982.3,1104.1387,213.8191,2090.45
30.10.2014,86.147,1.2613,1198.85,1953.6,1689.22,2.3058,6.1176,32.58,2.75,18.69,77.37,21.11,347.6175,1994.65,1101.2672,212.5818,2092.28
31.10.2014,86.917,1.2525,1172.94,1976.5,1708.09,2.3353,6.128,34.01,2.8,19.54,78.51,22.02,342.3826,2018.05,1101.094,210.487,2089.47
01.11.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02.11.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03.11.2014,87.309,1.2482,1165.63,1976.2,1699.09,2.3425,6.13,34.31,2.87,19.87,78.24,21.9,327.505,2017.81,1100.7585,208.9868,2088.4
04.11.2014,86.984,1.2546,1168.39,1970.6,1698.22,2.3335,6.1181,34.54,2.83,20.13,77.11,21.95,327.5525,2012.1,1099.9023,210.3451,2089.15
05.11.2014,87.444,1.2486,1140.54,1983.8,1706.51,2.3424,6.1217,33.76,2.8,20.13,77.2,22.03,339.7601,2023.57,1098.8217,208.9019,2088.62
06.11.2014,88.012,1.2375,1141.92,1993.1,1707.53,2.3856,6.122,33.82,2.76,20.22,70.58,21.8,349.625,2031.21,1097.5148,208.3657,2085.94
07.11.2014,87.642,1.2455,1177.97,1991,1707.01,2.2976,6.1359,33.58,2.78,19.79,69.26,21.82,342.6675,2031.92,1096.787,208.2291,2092.09
08.11.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09.11.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.11.2014,87.81,1.2421,1151.47,1999.3,1714.6,2.3604,6.1242,33.26,2.76,20.02,69.36,22.26,365.915,2038.26,1097.384,208.744,2087.61
11.11.2014,87.531,1.2475,1164.33,2001.9,1716.83,2.3604,6.1286,33.31,2.73,19.78,69.64,22.2,367.905,2039.68,1097.459,207.9509,NA
12.11.2014,87.822,1.2438,1162.6,2001.5,1715.03,2.3712,6.1325,33.38,2.71,19.645,70.29,22.05,426.295,2038.25,1097.7532,208.4398,2088.46
13.11.2014,87.674,1.2477,1162.55,1999.5,1716.24,2.3399,6.1296,33.68,2.66,19.55,70.65,22.34,404.73,2039.33,1096.3806,208.1705,2089.99
14.11.2014,87.525,1.2525,1188.75,2003.7,1717.2,2.3204,6.1303,33.95,2.61,19.785,70.85,22.4,396.445,2039.82,1094.3751,208.047,2092.45
15.11.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.11.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.11.2014,87.926,1.245,1186.57,2005.4,1714.97,2.3399,6.126,34.24,2.67,19.695,70.4,21.91,385.8575,2041.32,1092.4933,208.0847,2090.91
18.11.2014,87.575,1.2536,1197.08,2014.5,1728.23,2.3151,6.118,34.71,2.65,20.17,72.01,22.05,378.725,2051.8,1091.9379,208.2411,2092.6
19.11.2014,87.647,1.2554,1182.68,2013.1,1724.73,2.3594,6.1252,34.35,2.63,20.01,70.47,22.53,376.6901,2048.72,1090.6373,207.6658,2090.04
20.11.2014,87.591,1.2539,1193.79,2018.3,1725.47,2.3373,6.126,35.95,2.69,20.34,70.71,22.76,357.965,2052.75,1089.4838,207.7987,2091.98
21.11.2014,88.31,1.2391,1201.55,2028.1,1737.24,2.3099,6.1341,35.59,2.77,20.455,71.47,23.06,353.7975,2063.5,1090.7178,207.726,2094.02
22.11.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.11.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.11.2014,88.151,1.2442,1197.14,2033.8,1740.09,2.3064,6.1591,36.25,2.83,20.58,71.695,22.94,378.4401,2069.41,1092.3555,207.5794,2095.04
25.11.2014,87.92,1.2474,1200.98,2033.9,1742.82,2.257,6.1464,36.32,2.83,20.57,72.27,22.91,376.9175,2067.03,1094.0419,208.5221,2099.64
26.11.2014,87.607,1.2506,1197.87,2038.6,1748,2.2447,6.1492,36.9,2.84,20.915,72.26,23.18,366.5975,2072.83,1095.239,209.2076,2102.06
27.11.2014,87.607,1.2467,1192.67,NA,1744.71,2.2447,6.1471,NA,NA,NA,NA,NA,369.285,NA,1094.618,209.0956,NA
28.11.2014,88.356,1.2452,1167.38,2032.7,1739.5,2.164,6.1604,37.25,2.79,20.97,72.9,23.47,377.7725,2067.56,1093.0186,208.6842,2106.32
29.11.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30.11.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.12.2014,87.946,1.247,1212.1,2016.9,1729.89,2.235,6.1581,37.17,2.67,20.58,71.79,22.94,378.205,2053.44,1086.7428,208.9253,2103.93
02.12.2014,88.647,1.2383,1198.28,2032.1,1735.99,2.2923,6.1565,37.6,2.68,20.61,73.32,22.57,379.3651,2066.55,1083.0282,207.6441,2097.4
03.12.2014,88.956,1.2311,1209.43,2038.7,1739.73,2.2799,6.1474,37.43,2.74,21.14,74.37,22.93,378.4199,2074.33,1082.0619,207.0485,2097.22
04.12.2014,88.704,1.2379,1205.27,2037.9,1736.63,2.2341,6.152,37.46,2.69,20.95,73.34,22.82,372.935,2071.92,1083.8997,207.5347,2100.3
05.12.2014,89.334,1.2283,1192.35,2042.5,1738.52,2.3065,6.1597,37.67,2.66,21.07,73.37,22.74,378.6124,2075.37,1080.2637,205.758,2094.06
06.12.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07.12.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08.12.2014,89.041,1.2317,1203.51,2025.9,1726.47,2.257,6.1731,37.2,2.58,20.8,72.61,22.5,367.7242,2060.31,1077.3212,206.1483,2098.78
09.12.2014,88.69,1.2374,1231.06,2024.1,1721.97,2.2129,6.1892,36.89,2.59,20.73,73.005,22.58,352.545,2059.82,1073.4401,208.1856,2102.29
10.12.2014,88.271,1.2448,1226.31,1993,1698.43,2.1638,6.1798,36.42,2.48,20.27,71.5,22.19,350.42,2026.14,1067.9399,208.369,2107.72
11.12.2014,88.663,1.2411,1227.72,1997.6,1699.05,2.162,6.1964,36.7,2.49,20.26,71.99,22.14,350.33,2035.33,1064.5721,207.8491,2106.35
12.12.2014,88.363,1.2462,1222.59,1964.2,1675.04,2.0817,6.1954,36.225,2.52,19.63,70.585,21.97,356.4274,2002.33,1059.3102,209.1027,2114.28
13.12.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.12.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.12.2014,88.46,1.2437,1193.23,1957,1654.56,2.1182,6.1993,35.92,2.47,19.57,70.37,21.94,348.1475,1989.63,1053.1368,208.8676,2112.53
16.12.2014,88.125,1.2511,1197.01,1938.7,1655.52,2.0591,6.1927,35.56,2.5,19.345,70.31,21.44,333.3624,1972.74,1046.7426,210.3365,2117.33
17.12.2014,89.133,1.2342,1189.71,1981.9,1672.48,2.1356,6.2018,36.24,2.55,20.14,72.21,21.64,321.0549,2012.89,1050.1632,209.4502,2109.72
18.12.2014,89.235,1.2286,1198.57,2033.7,1706.33,2.2075,6.2209,37.02,2.55,20.22,73.36,21.79,311.3949,2061.23,1060.6046,207.8942,2104.2
19.12.2014,89.598,1.2229,1195.74,2041.1,1717,2.1618,6.2238,36.37,2.57,20.42,73.43,22.2,314.2625,2070.65,1064.0123,207.6608,2106.36
20.12.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.12.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.12.2014,89.77,1.223,1176.44,2046.2,1723.26,2.1583,6.2193,37.21,2.66,20.78,74.56,22.37,329.5449,2078.54,1066.8073,207.6482,2107.56
23.12.2014,90.064,1.2172,1176.57,2053,1724.1,2.2614,6.2313,37.43,2.67,20.65,74.6,22.21,334.9875,2082.17,1066.5461,206.4267,2098.51
24.12.2014,89.967,1.2196,1173.8,2053.1,1726.23,2.2632,6.2253,37.44,2.65,20.57,74.66,22.35,321.8699,2081.88,1067.3188,206.614,2099.02
25.12.2014,89.835,1.2225,1173.8,NA,1725.79,2.2632,6.207,NA,NA,NA,NA,NA,319.4,NA,1067.3188,206.7077,NA
26.12.2014,90.03,1.2183,1196,2058.4,1729.42,2.2499,6.2179,37.55,2.65,20.59,75.62,22.31,329.4924,2088.77,1067.665,206.6332,2100.16
27.12.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.12.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29.12.2014,90.19,1.2152,1183.29,2060.1,1731.71,2.2021,6.2336,37.18,2.66,20.56,74.985,22.38,314.2549,2090.57,1068.0643,207.0189,2104.8
30.12.2014,89.991,1.2156,1200.55,2050.9,1721.01,2.1871,6.2167,36.76,2.63,20.37,75.02,22.44,310.1725,2080.35,1067.8979,207.8049,2107.22
31.12.2014,90.269,1.2098,1184.37,2026.7,1709.67,2.1712,6.2165,36.29,2.67,20.05,74.33,22.38,317.3625,2058.9,1066.9474,207.3789,2109.32
01.01.2015,90.276,1.2104,1181.98,NA,1709.68,2.1712,6.219,NA,NA,NA,NA,NA,314.49,NA,NA,NA,NA
02.01.2015,91.08,1.2002,1188.39,2020.6,1704.71,2.1105,6.2285,36.36,2.69,20.13,74.28,22.28,314.7299,2058.2,1065.5909,207.0093,2114.32
03.01.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04.01.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05.01.2015,91.378,1.1933,1204.86,1990,1671.25,2.032,6.2279,35.95,2.66,19.79,73.93,21.74,270.9298,2020.58,1060.5157,206.8375,2122.26
06.01.2015,91.499,1.189,1218.58,1968.6,1654.38,1.9402,6.2122,35.28,2.63,19.19,72.88,21.36,286.4099,2002.61,1055.0083,207.9708,2130.68
07.01.2015,91.89,1.1839,1211.41,1993.9,1662.22,1.9677,6.2158,36.02,2.58,19.135,73.73,21.67,296.1349,2025.9,1054.9185,206.7145,2132.46
08.01.2015,92.368,1.1793,1208.79,2029,1694.17,2.0179,6.2183,36.69,2.61,19.86,74.505,21.81,293.8298,2062.14,1058.9592,206.5453,2126.67
09.01.2015,91.935,1.1842,1223.25,2009.2,1683.8,1.9449,6.2054,36.76,2.63,19.94,74.42,21.2,289.8149,2044.81,1061.1578,207.4289,2131.89
10.01.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.01.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.01.2015,91.983,1.1834,1233.31,1996.2,1676.71,1.907,6.1973,36.6,2.63,19.69,73.57,20.79,270.6475,2028.26,1060.1953,207.8251,2138.64
13.01.2015,92.31,1.1773,1230.64,1989.9,1678.19,1.9,6.1964,36.5,2.66,19.655,72.97,21.05,236.0475,2023.03,1058.975,207.9585,2141.1
14.01.2015,92.161,1.1789,1228.72,1981.3,1665.38,1.8553,6.1942,36.35,2.63,19.74,72.22,21.06,183.0672,2011.27,1056.7023,209.3875,2146.57
15.01.2015,92.352,1.1633,1262.75,1961.7,1662.44,1.7149,6.2107,36.19,2.52,19.6,71.38,22.89,206.68,1992.67,1054.7535,208.5898,2153.25
16.01.2015,92.52,1.1567,1280.45,1985.1,1675.15,1.8368,6.2359,36.45,2.39,19.96,71.29,22.6,208.34,2019.42,1052.4496,207.8208,2148.18
17.01.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.01.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.01.2015,92.52,1.1606,1275.65,NA,1681.9,1.8368,6.2239,NA,NA,NA,NA,NA,216.2125,NA,1054.7905,208.8025,NA
20.01.2015,93.046,1.155,1295.32,1988.8,1685.27,1.788,6.2215,36.09,2.24,20.02,72.48,23.09,211.1825,2022.55,1055.0212,208.0914,2149.98
21.01.2015,92.904,1.161,1293.09,1998.5,1694.34,1.8717,6.2167,36.48,2.45,20.3,71.59,23.21,225.1,2032.12,1054.8981,208.0176,2145.3
22.01.2015,94.077,1.1366,1302.25,2028.4,1710.47,1.8631,6.2212,36.91,2.47,20.65,71.905,23.71,231.9175,2063.15,1053.8275,206.6722,2141.24
23.01.2015,94.762,1.1204,1294.08,2015.6,1707.74,1.7968,6.2519,36.445,2.45,20.71,72.175,23.99,237.013,2051.82,1054.1234,206.4707,2148.54
24.01.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.01.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26.01.2015,94.802,1.1238,1281.4,2025.5,1712.55,1.8241,6.2541,35.805,2.61,20.615,72.61,24.16,271.6099,2057.09,1055.0826,206.2207,2147.17
27.01.2015,94.022,1.1381,1292.34,2001.9,1705.6,1.8231,6.2434,34.185,2.7,19.63,71.77,24.19,261.7642,2029.55,1057.7216,207.5526,2147.96
28.01.2015,94.467,1.1287,1284.49,1963.5,1689.2,1.7207,6.2588,33.775,2.63,19.31,70.99,23.93,235.9425,2002.16,1058.1681,207.2827,2158.54
29.01.2015,94.782,1.132,1257.27,1990.2,1693.81,1.7512,6.2618,34.21,2.61,19.78,63.69,23.29,234.12,2021.25,1057.6702,206.7834,2155.49
30.01.2015,94.804,1.1291,1283.79,1960.1,1677.54,1.6407,6.2835,33.04,2.57,19.205,62.46,22.71,229.6675,1994.99,1056.8248,207.2904,2163.88
31.01.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.02.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02.02.2015,94.504,1.1341,1274.41,1988.7,1694.35,1.6642,6.2694,33.65,2.67,19.62,65.53,22.94,227.295,2020.85,1058.1559,207.7867,2164.11
03.02.2015,93.6,1.1481,1260.52,2013.7,1715.22,1.7915,6.2577,33.7,2.76,20.11,66.96,23.15,227.86,2050.03,1063.7299,207.5923,2152.37
04.02.2015,93.986,1.1345,1269.35,2001.7,1715.13,1.7513,6.2561,33.6,2.85,20.16,66.96,23.58,224.9775,2041.51,1064.9659,207.2783,2151.22
05.02.2015,93.569,1.1477,1264.82,2026.8,1727.49,1.8204,6.2426,33.94,3.31,20.485,67.95,23.66,218.76,2062.52,1066.9633,207.4687,2148.71
06.02.2015,94.698,1.1316,1234.04,2024.9,1720.55,1.9567,6.2484,33.295,3.03,20.4,66.35,23.1,223.365,2055.47,1069.0155,205.6601,2133.98
07.02.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08.02.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09.02.2015,94.449,1.1325,1239.03,2014.6,1714.23,1.9775,6.2539,32.93,3.04,20.38,67.11,22.67,220.9975,2046.74,1069.3596,205.5304,2133.14
10.02.2015,94.758,1.1321,1233.55,2034.5,1725.83,1.9967,6.2566,33.7,3.04,20.95,70.26,23.86,219.6975,2068.59,1068.9177,204.6423,2128.89
11.02.2015,94.985,1.1336,1218.83,2038.7,1721.58,2.0176,6.2468,33.55,3.07,20.81,70.21,24.29,219.3925,2068.53,1068.2207,203.932,2129.34
12.02.2015,94.094,1.1403,1221.98,2056.5,1741.22,1.9844,6.2407,34.125,3.12,22.3,70.39,24.47,222.1975,2088.48,1071.1826,205.1932,2129.98
13.02.2015,94.201,1.1394,1229.76,2066,1752.18,2.0504,6.2419,34.36,3.15,22.31,70.88,24.84,234.2475,2096.99,1074.0931,205.4488,2126.21
14.02.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.02.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.02.2015,94.201,1.1355,1232.55,NA,1752.91,2.0504,6.2657,NA,NA,NA,NA,NA,237.005,NA,1074.2206,205.2344,NA
17.02.2015,94.061,1.1411,1209.89,2068.2,1754.8,2.1379,6.2761,34.735,3.11,22.375,70.8,24.77,241.5275,2100.34,1075.3965,204.6905,2114.68
18.02.2015,94.198,1.1397,1212.42,2067.8,1759.04,2.08,6.2739,34.265,3.08,22.12,70.54,24.71,233.48,2099.68,1076.7991,204.5113,2122.79
19.02.2015,94.404,1.1368,1206.84,2067.7,1760.8,2.1142,6.2776,34.21,3.055,22.175,70.98,24.52,240.9125,2097.45,1076.7712,204.7678,2118.34
20.02.2015,94.253,1.1381,1201.94,2079.6,1768.09,2.1117,6.2787,34.41,3.06,22.335,71.52,24.44,244.835,2110.3,1077.0472,204.7525,2116.24
21.02.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22.02.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
