tstamp,wikipedia
2010-07-01,148.0
2010-07-02,71.0
2010-07-03,80.0
2010-07-04,57.0
2010-07-05,35.0
2010-07-06,56.0
2010-07-07,47.0
2010-07-08,
2010-07-09,
2010-07-10,33.0
2010-07-11,2430.0
2010-07-12,8605.0
2010-07-13,1084.0
2010-07-14,732.0
2010-07-15,420.0
2010-07-16,385.0
2010-07-17,241.0
2010-07-18,215.0
2010-07-19,241.0
2010-07-20,195.0
2010-07-21,293.0
2010-07-22,223.0
2010-07-23,251.0
2010-07-24,164.0
2010-07-25,232.0
2010-07-26,245.0
2010-07-27,304.0
2010-07-28,157.0
2010-07-29,187.0
2010-07-30,135.0
2010-07-31,158.0
2010-08-01,92.0
2010-08-02,70.0
2010-08-03,76.0
2010-08-04,61.0
2010-08-05,75.0
2010-08-06,52.0
2010-08-07,38.0
2010-08-08,31.0
2010-08-09,38.0
2010-08-10,54.0
2010-08-11,46.0
2010-08-12,44.0
2010-08-13,41.0
2010-08-14,20.0
2010-08-15,32.0
2010-08-16,47.0
2010-08-17,37.0
2010-08-18,37.0
2010-08-19,25.0
2010-08-20,27.0
2010-08-21,38.0
2010-08-22,50.0
2010-08-23,27.0
2010-08-24,33.0
2010-08-25,39.0
2010-08-26,27.0
2010-08-27,35.0
2010-08-28,12.0
2010-08-29,21.0
2010-08-30,30.0
2010-08-31,23.0
2010-09-01,25.0
2010-09-02,20.0
2010-09-03,24.0
2010-09-04,14.0
2010-09-05,19.0
2010-09-06,23.0
2010-09-07,16.0
2010-09-08,24.0
2010-09-09,17.0
2010-09-10,28.0
2010-09-11,26.0
2010-09-12,15.0
2010-09-13,25.0
2010-09-14,33.0
2010-09-15,13.0
2010-09-16,22.0
2010-09-17,16.0
2010-09-18,20.0
2010-09-19,21.0
2010-09-20,30.0
2010-09-21,41.0
2010-09-22,25.0
2010-09-23,26.0
2010-09-24,32.0
2010-09-25,15.0
2010-09-26,51.0
2010-09-27,78.0
2010-09-28,85.0
2010-09-29,97.0
2010-09-30,304.0
2010-10-01,82.0
2010-10-02,61.0
2010-10-03,38.0
2010-10-04,106.0
2010-10-05,43.0
2010-10-06,78.0
2010-10-07,84.0
2010-10-08,67.0
2010-10-09,64.0
2010-10-10,71.0
2010-10-11,43.0
2010-10-12,22.0
2010-10-13,25.0
2010-10-14,15.0
2010-10-15,14.0
2010-10-16,19.0
2010-10-17,29.0
2010-10-18,17.0
2010-10-19,33.0
2010-10-20,19.0
2010-10-21,21.0
2010-10-22,11.0
2010-10-23,19.0
2010-10-24,15.0
2010-10-25,16.0
2010-10-26,20.0
2010-10-27,17.0
2010-10-28,16.0
2010-10-29,9.0
2010-10-30,12.0
2010-10-31,19.0
2010-11-01,15.0
2010-11-02,20.0
2010-11-03,20.0
2010-11-04,18.0
2010-11-05,18.0
2010-11-06,15.0
2010-11-07,24.0
2010-11-08,37.0
2010-11-09,32.0
2010-11-10,37.0
2010-11-11,41.0
2010-11-12,14.0
2010-11-13,19.0
2010-11-14,39.0
2010-11-15,122.0
2010-11-16,67.0
2010-11-17,15.0
2010-11-18,32.0
2010-11-19,23.0
2010-11-20,22.0
2010-11-21,37.0
2010-11-22,42.0
2010-11-23,18.0
2010-11-24,32.0
2010-11-25,22.0
2010-11-26,36.0
2010-11-27,45.0
2010-11-28,17.0
2010-11-29,14.0
2010-11-30,24.0
2010-12-01,87.0
2010-12-02,31.0
2010-12-03,43.0
2010-12-04,32.0
2010-12-05,29.0
2010-12-06,78.0
2010-12-07,76.0
2010-12-08,55.0
2010-12-09,32.0
2010-12-10,50.0
2010-12-11,74.0
2010-12-12,346.0
2010-12-13,375.0
2010-12-14,1035.0
2010-12-15,570.0
2010-12-16,518.0
2010-12-17,418.0
2010-12-18,383.0
2010-12-19,538.0
2010-12-20,604.0
2010-12-21,493.0
2010-12-22,405.0
2010-12-23,322.0
2010-12-24,286.0
2010-12-25,228.0
2010-12-26,220.0
2010-12-27,281.0
2010-12-28,230.0
2010-12-29,216.0
2010-12-30,545.0
2010-12-31,308.0
2011-01-01,198.0
2011-01-02,255.0
2011-01-03,296.0
2011-01-04,215.0
2011-01-05,367.0
2011-01-06,278.0
2011-01-07,248.0
2011-01-08,193.0
2011-01-09,193.0
2011-01-10,258.0
2011-01-11,278.0
2011-01-12,242.0
2011-01-13,282.0
2011-01-14,206.0
2011-01-15,191.0
2011-01-16,215.0
2011-01-17,291.0
2011-01-18,290.0
2011-01-19,171.0
2011-01-20,188.0
2011-01-21,240.0
2011-01-22,227.0
2011-01-23,182.0
2011-01-24,234.0
2011-01-25,246.0
2011-01-26,197.0
2011-01-27,193.0
2011-01-28,279.0
2011-01-29,193.0
2011-01-30,171.0
2011-01-31,243.0
2011-02-01,266.0
2011-02-02,331.0
2011-02-03,252.0
2011-02-04,310.0
2011-02-05,261.0
2011-02-06,277.0
2011-02-07,266.0
2011-02-08,299.0
2011-02-09,424.0
2011-02-10,2933.0
2011-02-11,2454.0
2011-02-12,988.0
2011-02-13,943.0
2011-02-14,895.0
2011-02-15,765.0
2011-02-16,747.0
2011-02-17,824.0
2011-02-18,804.0
2011-02-19,533.0
2011-02-20,547.0
2011-02-21,920.0
2011-02-22,1180.0
2011-02-23,739.0
2011-02-24,875.0
2011-02-25,704.0
2011-02-26,791.0
2011-02-27,802.0
2011-02-28,843.0
2011-03-01,1262.0
2011-03-02,855.0
2011-03-03,745.0
2011-03-04,627.0
2011-03-05,472.0
2011-03-06,636.0
2011-03-07,1026.0
2011-03-08,1180.0
2011-03-09,697.0
2011-03-10,612.0
2011-03-11,556.0
2011-03-12,450.0
2011-03-13,368.0
2011-03-14,662.0
2011-03-15,563.0
2011-03-16,493.0
2011-03-17,501.0
2011-03-18,452.0
2011-03-19,377.0
2011-03-20,552.0
2011-03-21,3830.0
2011-03-22,1719.0
2011-03-23,4481.0
2011-03-24,1812.0
2011-03-25,1002.0
2011-03-26,736.0
2011-03-27,1066.0
2011-03-28,1216.0
2011-03-29,913.0
2011-03-30,884.0
2011-03-31,700.0
2011-04-01,577.0
2011-04-02,553.0
2011-04-03,728.0
2011-04-04,1353.0
2011-04-05,1272.0
2011-04-06,961.0
2011-04-07,793.0
2011-04-08,798.0
2011-04-09,652.0
2011-04-10,614.0
2011-04-11,1023.0
2011-04-12,920.0
2011-04-13,724.0
2011-04-14,809.0
2011-04-15,695.0
2011-04-16,1141.0
2011-04-17,1400.0
2011-04-18,1503.0
2011-04-19,1815.0
2011-04-20,1315.0
2011-04-21,953.0
2011-04-22,967.0
2011-04-23,885.0
2011-04-24,1034.0
2011-04-25,1312.0
2011-04-26,1364.0
2011-04-27,1444.0
2011-04-28,1832.0
2011-04-29,1329.0
2011-04-30,1523.0
2011-05-01,1545.0
2011-05-02,1189.0
2011-05-03,1125.0
2011-05-04,1264.0
2011-05-05,1473.0
2011-05-06,1204.0
2011-05-07,1085.0
2011-05-08,1728.0
2011-05-09,3059.0
2011-05-10,2140.0
2011-05-11,2601.0
2011-05-12,2390.0
2011-05-13,2709.0
2011-05-14,2200.0
2011-05-15,2442.0
2011-05-16,22026.0
2011-05-17,12040.0
2011-05-18,7475.0
2011-05-19,15855.0
2011-05-20,10608.0
2011-05-21,7119.0
2011-05-22,6278.0
2011-05-23,6769.0
2011-05-24,7958.0
2011-05-25,17282.0
2011-05-26,8291.0
2011-05-27,5877.0
2011-05-28,4445.0
2011-05-29,4878.0
2011-05-30,6004.0
2011-05-31,13397.0
2011-06-01,14454.0
2011-06-02,20124.0
2011-06-03,20902.0
2011-06-04,10947.0
2011-06-05,11874.0
2011-06-06,14972.0
2011-06-07,11814.0
2011-06-08,16840.0
2011-06-09,17285.0
2011-06-10,15034.0
2011-06-11,21987.0
2011-06-12,23012.0
2011-06-13,21889.0
2011-06-14,16513.0
2011-06-15,22679.0
2011-06-16,21008.0
2011-06-17,18538.0
2011-06-18,14101.0
2011-06-19,12741.0
2011-06-20,28971.0
2011-06-21,18281.0
2011-06-22,21437.0
2011-06-23,15272.0
2011-06-24,9758.0
2011-06-25,6355.0
2011-06-26,7009.0
2011-06-27,8986.0
2011-06-28,7611.0
2011-06-29,8243.0
2011-06-30,7323.0
2011-07-01,6555.0
2011-07-02,4826.0
2011-07-03,4520.0
2011-07-04,5412.0
2011-07-05,5591.0
2011-07-06,5787.0
2011-07-07,6640.0
2011-07-08,5068.0
2011-07-09,3893.0
2011-07-10,3763.0
2011-07-11,4640.0
2011-07-12,4449.0
2011-07-13,6537.0
2011-07-14,11915.0
2011-07-15,5285.0
2011-07-16,4045.0
2011-07-17,3884.0
2011-07-18,5445.0
2011-07-19,6553.0
2011-07-20,6869.0
2011-07-21,4946.0
2011-07-22,3831.0
2011-07-23,3331.0
2011-07-24,3616.0
2011-07-25,5556.0
2011-07-26,4517.0
2011-07-27,4659.0
2011-07-28,4176.0
2011-07-29,3606.0
2011-07-30,2858.0
2011-07-31,3093.0
2011-08-01,3934.0
2011-08-02,4582.0
2011-08-03,5689.0
2011-08-04,4385.0
2011-08-05,6477.0
2011-08-06,4968.0
2011-08-07,4341.0
2011-08-08,5357.0
2011-08-09,4399.0
2011-08-10,3656.0
2011-08-11,3346.0
2011-08-12,2906.0
2011-08-13,2280.0
2011-08-14,2546.0
2011-08-15,3039.0
2011-08-16,3202.0
2011-08-17,4380.0
2011-08-18,4303.0
2011-08-19,3647.0
2011-08-20,2617.0
2011-08-21,7211.0
2011-08-22,3640.0
2011-08-23,3479.0
2011-08-24,8147.0
2011-08-25,5010.0
2011-08-26,3509.0
2011-08-27,2744.0
2011-08-28,2371.0
2011-08-29,2851.0
2011-08-30,2765.0
2011-08-31,3206.0
2011-09-01,3204.0
2011-09-02,3009.0
2011-09-03,2079.0
2011-09-04,2061.0
2011-09-05,2584.0
2011-09-06,2891.0
2011-09-07,3109.0
2011-09-08,3480.0
2011-09-09,3572.0
2011-09-10,2426.0
2011-09-11,2120.0
2011-09-12,2257.0
2011-09-13,2308.0
2011-09-14,2318.0
2011-09-15,2379.0
2011-09-16,2131.0
2011-09-17,1833.0
2011-09-18,1728.0
2011-09-19,1970.0
2011-09-20,2326.0
2011-09-21,2137.0
2011-09-22,1943.0
2011-09-23,2010.0
2011-09-24,1581.0
2011-09-25,1522.0
2011-09-26,1985.0
2011-09-27,1871.0
2011-09-28,1950.0
2011-09-29,2276.0
2011-09-30,2629.0
2011-10-01,1808.0
2011-10-02,2050.0
2011-10-03,2832.0
2011-10-04,2804.0
2011-10-05,3275.0
2011-10-06,2260.0
2011-10-07,2364.0
2011-10-08,1724.0
2011-10-09,2235.0
2011-10-10,2563.0
2011-10-11,3187.0
2011-10-12,3110.0
2011-10-13,2758.0
2011-10-14,2368.0
2011-10-15,1727.0
2011-10-16,1690.0
2011-10-17,2634.0
2011-10-18,4780.0
2011-10-19,4524.0
2011-10-20,3111.0
2011-10-21,2794.0
2011-10-22,2236.0
2011-10-23,2729.0
2011-10-24,3591.0
2011-10-25,3408.0
2011-10-26,3368.0
2011-10-27,2632.0
2011-10-28,2270.0
2011-10-29,1606.0
2011-10-30,1692.0
2011-10-31,2447.0
2011-11-01,8499.0
2011-11-02,3706.0
2011-11-03,2909.0
2011-11-04,2304.0
2011-11-05,1746.0
2011-11-06,1828.0
2011-11-07,2222.0
2011-11-08,2072.0
2011-11-09,2016.0
2011-11-10,2098.0
2011-11-11,1766.0
2011-11-12,1624.0
2011-11-13,1818.0
2011-11-14,2305.0
2011-11-15,3647.0
2011-11-16,2499.0
2011-11-17,2158.0
2011-11-18,2069.0
2011-11-19,1596.0
2011-11-20,1915.0
2011-11-21,2859.0
2011-11-22,3245.0
2011-11-23,2870.0
2011-11-24,2314.0
2011-11-25,2145.0
2011-11-26,2762.0
2011-11-27,2849.0
2011-11-28,3322.0
2011-11-29,3722.0
2011-11-30,2857.0
2011-12-01,2603.0
2011-12-02,2131.0
2011-12-03,1949.0
2011-12-04,1868.0
2011-12-05,2447.0
2011-12-06,2652.0
2011-12-07,2246.0
2011-12-08,1991.0
2011-12-09,1776.0
2011-12-10,1523.0
2011-12-11,1658.0
2011-12-12,2046.0
2011-12-13,2013.0
2011-12-14,1935.0
2011-12-15,1969.0
2011-12-16,1756.0
2011-12-17,1378.0
2011-12-18,1407.0
2011-12-19,1788.0
2011-12-20,1769.0
2011-12-21,2236.0
2011-12-22,2865.0
2011-12-23,149.0
2011-12-24,
2011-12-25,
2011-12-26,782.0
2011-12-27,2409.0
2011-12-28,2060.0
2011-12-29,2268.0
2011-12-30,2212.0
2011-12-31,2235.0
2012-01-01,1918.0
2012-01-02,2448.0
2012-01-03,2592.0
2012-01-04,2549.0
2012-01-05,2484.0
2012-01-06,2614.0
2012-01-07,2119.0
2012-01-08,2039.0
2012-01-09,2669.0
2012-01-10,3186.0
2012-01-11,7084.0
2012-01-12,3024.0
2012-01-13,2283.0
2012-01-14,2034.0
2012-01-15,2280.0
2012-01-16,21795.0
2012-01-17,9859.0
2012-01-18,6443.0
2012-01-19,4891.0
2012-01-20,4141.0
2012-01-21,3318.0
2012-01-22,3208.0
2012-01-23,3560.0
2012-01-24,3354.0
2012-01-25,3143.0
2012-01-26,2765.0
2012-01-27,2822.0
2012-01-28,2444.0
2012-01-29,2553.0
2012-01-30,3027.0
2012-01-31,2784.0
2012-02-01,2718.0
2012-02-02,2684.0
2012-02-03,4622.0
2012-02-04,3214.0
2012-02-05,2891.0
2012-02-06,3074.0
2012-02-07,2782.0
2012-02-08,2637.0
2012-02-09,2648.0
2012-02-10,2438.0
2012-02-11,2069.0
2012-02-12,2223.0
2012-02-13,2508.0
2012-02-14,2628.0
2012-02-15,3204.0
2012-02-16,3218.0
2012-02-17,2313.0
2012-02-18,1868.0
