date,price_usd,price_usd_fd,price_usd_MAVG30,wikipedia,google_tr_btc,segment,DXY,XAU,SPX,MXWO,QCOM,TSM,AMD,NVDA,High.Yield,Global.Govt,US.Govt,log.DXY,log.XAU,log.SPX,log.MXWO,log.QCOM,log.TSM,log.AMD,log.NVDA,log.High.Yield,log.Global.Govt,log.US.Govt,DXY.fd,XAU.fd,SPX.fd,MXWO.fd,QCOM.fd,TSM.fd,AMD.fd,NVDA.fd,High.Yield.fd,Global.Govt.fd,US.Govt.fd,DXY.pct,XAU.pct,SPX.pct,MXWO.pct,QCOM.pct,TSM.pct,AMD.pct,NVDA.pct,High.Yield.pct,Global.Govt.pct,US.Govt.pct,DXY.vol,XAU.vol,SPX.vol,MXWO.vol,QCOM.vol,TSM.vol,AMD.vol,NVDA.vol,High.Yield.vol,Global.Govt.vol,US.Govt.vol,new_topics,new_posts,new_members,new_posts_fd,new_posts_MAVG30,log_rtn_new_posts,block,supply,fees,new_supply,new_fees,no_users,no_miners,no_transactions,no_auto_transactions,curr_transacted,curr_auto_transacted,new_users,new_miners,new_transactions,new_auto_transactions,new_curr_transacted,new_curr_auto_transacted,no_users_sunk,no_miners_sunk,curr_sunk,new_users_sunk,new_miners_sunk,new_curr_sunk,miner_wealth,user_wealth,ns_alltime_user_wealth,ns_alltime_miner_wealth,alltime_miner_wealth,alltime_user_wealth,ns_miner_wealth,ns_user_wealth,ns_pureuser_wealth,pureuser_wealth,transformed_user_to_miner,lost_track
2010-10-27,0.16,0.01999999999999999,0.0,17.0,0.009309933445137385,0,78.149,1325.3,1182.45,1213.89,44.48,10.65,7.35,12.04,809.7,205.69,1880.09,0.005659049,-0.01143367,-0.0026941559999999996,-0.008130693,0.01232838,0.0028208763,0.0206192872,0.01422023,-0.0008147847000000001,-0.008086231999999999,-0.00277792,0.441,-15.24,-3.19,-9.91,0.545,0.03,0.0206192872,0.01422023,-0.0008147847000000001,-1.67,-0.00277792,0.005675091,-0.01136855,-0.00269053,-0.008097728,0.01240469,0.0028248588000000002,0.0208333333,0.01432182,-0.0008144528,-0.008053626999999999,-0.002774065,0.0854614965269016,0.14720299241981302,0.0961172246112622,0.100183261645425,0.13583917331072098,0.14747747933653602,0.283225233522227,0.295719993583704,0.0260431195935168,0.0612935005056447,0.0278631272113819,21,185,21,-18.0,153.0,-0.09285015396346252,88020,4401000.0,39.04290952000018,10650.0,0.0,41751,36363,43505.0,3897.0,11836051.223476702,-1.000182575650044e-12,81,38,346.0,9.0,178495.80000000008,0.0,34535,31601,1596814.1681631303,55,40,2016.010000000009,3271316.2491673827,1129683.7508116113,1032102.640415032,1772083.1914008318,3352127.659167382,1048872.340811612,1691271.7814008326,1112914.0504150316,1112914.0504150316,1129683.7508116115,42976,2.577013809650344e-10
2010-10-28,0.19,0.03,0.0,16.0,0.006649952460812417,0,77.308,1343.91,1183.78,1221.35,44.42,10.76,7.63,12.05,811.88,207.27,1884.72,-0.01081982,0.01394443,0.001124151,0.006126725,-0.0013498310000000001,0.0102756626,0.0373875321,0.0008302200999999999,0.002688737,0.00765211,0.002459621,-0.841,18.61,1.33,7.46,-0.06,0.11,0.0373875321,0.0008302200999999999,0.002688737,1.58,0.002459621,-0.01076149,0.0140421,0.001124783,0.0061455319999999996,-0.001348921,0.010328638499999999,0.0380952381,0.0008305648,0.002692355,0.007681461999999999,0.002462648,0.0899840495405482,0.149137298926109,0.0954862259345588,0.101145455523111,0.131353664056776,0.13997071230757702,0.299171326026018,0.295657356823919,0.0263466110925429,0.063862934621853,0.0275940820324318,9,147,8,-38.0,155.0,-0.22992323829958852,88239,4411950.0,39.04290952000018,10950.0,0.0,41816,36397,43851.0,3906.0,12014547.023476705,-1.000182575650044e-12,65,34,270.0,4.0,162914.01999999993,2.7755575615628914e-17,34577,31628,1598171.1781631303,42,27,1357.0100000000093,3263391.9591673827,1148558.0408116118,1059571.810415032,1754207.0114008319,3335601.4791673827,1076348.5208116118,1681997.4914008325,1131781.330415032,1131781.3304150316,1148558.0408116118,43126,2.5849509154840325e-10
2010-10-29,0.18,-0.010000000000000009,0.0,9.0,0.009309933445137385,0,77.266,1359.4,1183.26,1222.23,45.16,10.91,7.335,12.0205,812.89,207.87,1890.3,-0.0005434291,0.01146015,-0.0004393673,0.0007202547000000001,0.01652192,0.0138442451,-0.0394304337,-0.0024511339999999998,0.001243253,0.002890593,0.0029562779999999997,-0.042,15.49,-0.52,0.88,0.74,0.15,-0.0394304337,-0.0024511339999999998,0.001243253,0.6,0.0029562779999999997,-0.0005432814,0.01152607,-0.0004392708,0.0007205142,0.01665916,0.0139405204,-0.0386631717,-0.002448133,0.001244026,0.002894775,0.0029606520000000002,0.0894201714270483,0.15222728552735698,0.0949831353495584,0.101089656574622,0.13878715497964902,0.135701765379645,0.29469105654508004,0.294848790309138,0.0262170001086507,0.0639389060374015,0.028535472629505,13,174,12,27.0,154.0,0.16862271243579272,88462,4423100.0,39.04290952000018,11150.0,0.0,41866,36429,44121.0,3910.0,12177461.043476705,-1.0001548200744281e-12,50,32,226.0,11.0,82026.7900000001,2.7755575615628914e-17,34618,31661,1599824.72816313,41,33,1653.5499999998135,3264727.8791673826,1158372.1208116114,1066604.530415032,1756670.7414008318,3339715.2091673817,1083384.7908116123,1681683.4114008322,1141591.8604150317,1141591.8604150317,1158372.1208116116,43283,2.593545221306595e-10
2010-10-30,0.19,0.010000000000000009,0.0,12.0,0.006649952460812417,0,77.266,1359.4,1183.26,1222.23,45.16,10.91,7.335,12.0205,812.89,207.87,1890.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893917658319727,0.152132625699083,0.0942234894698934,0.10000066821548499,0.128255078258591,0.127558961562644,0.28594955028958,0.29035479121549496,0.0260663446601898,0.0639191610693606,0.0285332949053048,4,107,11,-67.0,153.0,-0.4862264647526229,88714,4435700.0,39.04290952000018,12600.0,0.0,41910,36466,44347.0,3921.0,12259487.833476705,-1.0001270644988125e-12,44,37,160.0,14.0,50904.91000000002,1.3877787807814454e-16,34656,31691,1601328.8881631303,38,30,1504.160000000149,3270331.989167382,1165368.010811612,1067930.1004150317,1766441.0114008319,3350985.4791673827,1084714.5208116118,1685787.5214008326,1148583.5904150312,1148583.5904150316,1165368.0108116115,43462,2.591296638042564e-10
2010-10-31,0.2,0.010000000000000009,0.0,19.0,0.013299904921624833,0,77.266,1359.4,1183.26,1222.23,45.16,10.91,7.335,12.0205,812.89,207.87,1890.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08659349902834,0.15083564679959902,0.0937909571205582,0.0996384773195609,0.11422719973028,0.125252124444012,0.28456218157674,0.27645571821554804,0.0254922489139982,0.06336218882975901,0.0285004378854759,6,69,2,-38.0,150.0,-0.4387223298646469,88893,4444650.0,39.04290952000018,8950.0,0.0,41963,36498,44507.0,3935.0,12310392.743476706,-9.999882866207344e-13,53,32,127.0,0.0,60590.4,0.0,34693,31723,1602988.5381631304,37,32,1659.6499999999066,3271484.2491673827,1173165.7508116118,1065731.7404150318,1775929.7214008318,3362074.1891673827,1082575.8108116118,1685339.7814008326,1156321.6804150315,1156321.6804150315,1173165.7508116115,43576,2.588767272436712e-10
2010-11-01,0.19,-0.010000000000000009,0.0,15.0,0.011969914429462351,0,77.296,1353.83,1184.38,1223.31,45.33,10.89,7.36,12.04,813.34,207.93,1889.98,0.0003881937,-0.004105813,0.0009460898,0.0008832406,0.0037573259999999996,-0.0018348629000000001,0.0034025211,0.001620914,0.0005534273,0.00028860029999999996,-0.0001692996,0.03,-5.57,1.12,1.08,0.17,-0.02,0.0034025211,0.001620914,0.0005534273,0.06,-0.0001692996,0.00038826910000000004,-0.004097396,0.0009465375,0.0008836307000000001,0.003764393,-0.0018331806,0.0034083163,0.001622229,0.0005535804,0.0002886419,-0.0001692853,0.08661437979443301,0.15153550569895902,0.0937385700549177,0.0995905491548863,0.114551428342519,0.125626250766288,0.284595531380866,0.276398609306199,0.0253849465234358,0.063353548425438,0.0285028050091748,11,183,9,114.0,152.0,0.9753796482441615,89070,4453500.0,39.04290952000018,8850.0,0.0,42001,36524,44634.0,3935.0,12370983.143476704,-9.999882866207344e-13,38,26,164.0,14.0,39228.06000000001,1.1102230246251563e-16,34727,31751,1604534.3481631302,34,28,1545.810000000056,3276853.4591673827,1176646.5408116118,1074827.6304150322,1774138.0214008319,3361682.489167382,1091817.510811612,1689308.9914008325,1159656.660415032,1159656.6604150315,1176646.5408116116,43695,2.5910438194431753e-10
2010-11-02,0.2,0.010000000000000009,0.0,20.0,0.006649952460812417,0,76.722,1357.5,1193.57,1233.98,45.38,10.84,7.535,12.285,815.08,208.55,1893.87,-0.007453709,0.00270716,0.007729385,0.008684418000000001,0.001102414,-0.0046019409,0.0234988993,0.02014457,0.002137042,0.0029773359999999997,0.002056108,-0.574,3.67,9.19,10.67,0.05,-0.05,0.0234988993,0.02014457,0.002137042,0.62,0.002056108,-0.007425999,0.0027108279999999998,0.0077593340000000005,0.008722236999999999,0.001103022,-0.0045913682,0.0237771739,0.02034884,0.0021393270000000003,0.002981773,0.002058223,0.0890020394211924,0.151603319591561,0.0956000941325908,0.101904635042211,0.11452957170620899,0.126959146483752,0.291573511074009,0.281237679800246,0.0255115109508306,0.0637855281745645,0.0291393524504952,9,152,11,-31.0,153.0,-0.18560563199514452,89246,4462300.0,39.04290952000018,8800.0,0.0,42041,36555,44798.0,3949.0,12410211.203476705,-9.998772643182718e-13,40,31,105.0,1.0,47647.04,0.0,34761,31779,1605934.6481631303,34,28,1400.3000000000463,3276905.7091673827,1185394.2908116118,1091586.530415032,1764778.821400832,3353723.2891673823,1108576.7108116115,1687961.2414008325,1168404.1104150317,1168404.1104150317,1185394.2908116118,43810,2.587760543014664e-10
2010-11-03,0.19,-0.010000000000000009,0.0,20.0,0.00398997147648745,0,76.48100000000001,1348.54,1197.96,1233.94,45.69,10.93,7.64,12.38,815.77,208.21,1890.59,-0.003146155,-0.0066222469999999995,0.0036712940000000003,-3.241595999999999e-05,0.0068079759999999994,0.0082683062,0.013838771100000001,0.0077032609999999994,0.0008461846,-0.001631635,-0.001733405,-0.24100000000000002,-8.96,4.39,-0.04,0.31,0.09,0.013838771100000001,0.0077032609999999994,0.0008461846,-0.34,-0.001733405,-0.0031412109999999997,-0.0066003680000000006,0.0036780420000000003,-3.2415440000000004e-05,0.006831203,0.008302583,0.0139349701,0.007733008,0.0008465427000000001,-0.001630304,-0.001731903,0.0879187467648316,0.15281810150525899,0.0915529375238982,0.0985222191340856,0.112357871696217,0.12705059963221602,0.28836183638009494,0.27911931901320003,0.0254714872562322,0.0640687693277412,0.028984929170895,5,201,10,49.0,152.0,0.2794243872127994,89436,4471800.0,39.04290952000018,9500.0,0.0,42083,36580,44903.0,3950.0,12457858.243476706,-9.998772643182718e-13,42,25,149.0,8.0,52601.47,5.551115123125783e-17,34802,31813,1607654.8781631303,41,34,1720.2299999999814,3284172.5391673823,1187627.4608116115,1092449.140415032,1771695.9814008318,3362340.449167382,1109459.550811612,1693528.0714008324,1170617.0504150316,1170617.0504150316,1187627.4608116115,43937,2.5836614261354e-10
2010-11-04,0.19,0.0,0.0,18.0,0.00398997147648745,0,75.882,1392.53,1221.06,1263.41,48.34,11.26,8.0,12.4,820.88,210.29,1899.35,-0.007862842,0.03209971,0.01909922,0.02360211,0.05637992,0.0297453205,0.0460439385,0.001614205,0.006244483,0.009940345,0.004622773,-0.599,43.99,23.1,29.47,2.65,0.33,0.0460439385,0.001614205,0.006244483,2.08,0.004622773,-0.007832011,0.03262046,0.01928278,0.02388285,0.05799956,0.0301921317,0.0471204188,0.001615509,0.00626402,0.009989914,0.004633474,0.0871171618209351,0.16998915542295098,0.0888675220450044,0.104775953596,0.19403408446741297,0.141736126204975,0.31377052911990805,0.27891208473019397,0.0284681560514352,0.0685264421645822,0.0320222238676374,7,130,10,-71.0,150.0,-0.43577045760349326,89637,4481850.0,39.04290952000018,10050.0,0.0,42135,36611,45052.0,3958.0,12510459.713476704,-9.998217531670408e-13,52,31,141.0,2.0,152222.22,1.7347234759768067e-18,34837,31839,1609016.9081631303,35,26,1362.0300000000282,3242026.039167382,1239823.9608116131,1143091.4104150322,1729741.6814008318,3321686.1491673826,1160163.8508116128,1650081.5714008322,1222751.520415032,1222751.5204150316,1239823.9608116115,44071,2.651557080511882e-10
2010-11-05,0.22,0.03,0.0,18.0,0.00398997147648745,0,76.548,1393.63,1225.85,1264.73,48.33,11.18,8.04,12.605,820.85,208.45,1893.58,0.008738493,0.0007896172999999999,0.003915147,0.001044246,-0.00020688939999999998,-0.007130155,0.0049875415000000005,0.01639709,-3.6546809999999994e-05,-0.008788325999999999,-0.003042505,0.6659999999999999,1.1,4.79,1.32,-0.01,-0.08,0.0049875415000000005,0.01639709,-3.6546809999999994e-05,-1.84,-0.003042505,0.008776785,0.0007899291,0.003922821,0.001044791,-0.000206868,-0.0071047956999999995,0.005,0.01653226,-3.6546149999999996e-05,-0.008749821999999999,-0.0030378809999999997,0.0905239807000531,0.16932644181014198,0.0888036780509941,0.104260306328381,0.19343733880890998,0.139260573113418,0.306888173468148,0.23424569004604398,0.0269485651536972,0.0723744992123736,0.0319547254997757,7,182,3,52.0,151.0,0.3364722366212129,89856,4492800.0,39.04290952000018,10950.0,0.0,42180,36644,45193.0,3960.0,12662681.933476705,-9.998200184435646e-13,45,33,210.0,23.0,43285.390000000014,-4.891920202254597e-16,34873,31866,1610367.7881631304,36,27,1350.8799999998882,3245614.1591673824,1247185.8408116116,1149492.9704150322,1732939.2414008318,3326233.7091673817,1166566.2908116123,1652319.6914008325,1230112.5204150318,1230112.5204150316,1247185.8408116116,44215,2.650440057371231e-10
2010-11-06,0.25,0.03,0.0,15.0,0.006649952460812417,0,76.548,1393.63,1225.85,1264.73,48.33,11.18,8.04,12.605,820.85,208.45,1893.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0905235258656375,0.165143483858799,0.0883718464722694,0.10434235540863199,0.193057418404409,0.138810222987362,0.307073810755459,0.231748221859182,0.0264480959290427,0.0721838422250697,0.0319577520895466,13,131,16,-51.0,149.0,-0.3288093638756438,90074,4503700.0,39.04290952000018,10900.0,0.0,42224,36669,45403.0,3983.0,12705967.323476706,-1.00030921046379e-12,44,25,159.0,5.0,118724.66000000006,-6.938893903907227e-18,34894,31880,1611068.1381631303,21,14,700.3500000000931,3251916.1891673827,1251783.8108116118,1156326.4104150322,1736305.4514008318,3330299.9191673826,1173400.0808116118,1657921.7214008325,1234710.1404150315,1234710.1404150315,1251783.8108116116,44369,2.647276719723848e-10
2010-11-07,0.34,0.09000000000000002,0.0,24.0,0.010639923937299867,0,76.548,1393.63,1225.85,1264.73,48.33,11.18,8.04,12.605,820.85,208.45,1893.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0905196527629111,0.163237232480823,0.087620054105449,0.104369554000772,0.19311724334517397,0.13822760259705,0.30111981809600297,0.230526468776312,0.0265010084582406,0.0719457386159556,0.0319313373274397,7,142,8,11.0,147.0,0.08062973440010922,90315,4515750.0,39.04290952000018,12050.0,0.0,42268,36677,45562.0,3988.0,12824691.983476706,-1.0003161493576942e-12,44,8,207.0,5.0,49237.34000000006,5.204170427930421e-18,34931,31900,1612074.8381631302,37,20,1006.6999999999533,3255486.4191673826,1260263.5808116123,1165609.3504150321,1738065.811400832,3333060.2791673825,1182689.7208116124,1660491.9514008325,1243183.2104150318,1243183.2104150315,1260263.5808116116,44544,2.645098843788698e-10
2010-11-08,0.35,0.009999999999999953,0.0,37.0,0.011969914429462351,0,77.027,1409.43,1223.25,1261.37,47.8,11.0,8.14,12.6575,820.11,207.61,1891.7,0.006238015,0.01127351,-0.00212323,-0.002660229,-0.01102685,-0.0162311949,0.012361096799999999,0.004156364,-0.0009019111,-0.004037885,-0.0009933216000000001,0.479,15.8,-2.6,-3.36,-0.53,-0.18,0.012361096799999999,0.004156364,-0.0009019111,-0.84,-0.0009933216000000001,0.006257512,0.0113373,-0.002120977,-0.0026566940000000002,-0.01096627,-0.016100178899999998,0.0124378109,0.004165014,-0.0009015045,-0.004029743,-0.0009928284,0.0924893932486184,0.165783831342599,0.0881862304720202,0.104975722968511,0.19696151506042398,0.148367364565874,0.30168355018597803,0.230066247666475,0.0268361947200552,0.0728777731183011,0.0320176329429221,16,225,13,83.0,148.0,0.4602733446031595,90590,4529500.0,39.87290952000018,13750.0,0.83,42355,36715,45769.0,3993.0,12873929.323476706,-1.000310945187266e-12,87,38,240.0,1.0,475374.41999999975,0.0,34996,31933,1613820.8281631302,65,33,1745.989999999991,3129897.1691673826,1399602.8308116118,1306787.6504150315,1608891.5214008319,3205535.989167382,1323964.010811612,1533252.7014008325,1382426.4704150313,1382426.4704150315,1399602.8308116114,44722,2.654113525151194e-10
2010-11-09,0.28,-0.06999999999999995,0.0,32.0,0.0079799429529749,0,77.443,1393.14,1213.4,1258.77,47.92,11.14,7.91,12.59,820.18,207.59,1881.66,0.005386172,-0.01162518,-0.008084915,-0.002063378,0.002507314,0.012646961699999999,-0.028662398199999998,-0.0053470769999999996,8.535075999999999e-05,-9.633911e-05,-0.00532153,0.41600000000000004,-16.29,-9.85,-2.6,0.12,0.14,-0.028662398199999998,-0.0053470769999999996,8.535075999999999e-05,-0.02,-0.00532153,0.005400704,-0.01155786,-0.00805232,-0.002061251,0.00251046,0.0127272727,-0.0282555283,-0.005332806999999999,8.535440000000001e-05,-9.633447e-05,-0.005307395,0.0938509329470627,0.17004094096388597,0.092453404849908,0.10537984902237499,0.19685410520416,0.151360718521486,0.316586832801697,0.23160184667067302,0.0268185745481249,0.0728766241418563,0.0352646334718951,18,315,16,90.0,154.0,0.3364722366212129,90807,4540350.0,39.87290952000018,10850.0,0.0,42404,36730,46009.0,3994.0,13349303.743476706,-1.000310945187266e-12,49,15,180.0,11.0,47211.28000000002,-1.0928757898653883e-16,35039,31957,1615053.95816313,43,24,1233.1299999998882,3134351.3791673826,1405998.6208116114,1312352.890415032,1612943.1514008318,3210787.619167382,1329562.3808116121,1536506.9114008322,1388789.1304150315,1388789.1304150315,1405998.6208116114,44871,2.6484468947918035e-10
2010-11-10,0.24,-0.040000000000000036,0.0,37.0,0.00398997147648745,0,77.634,1403.98,1218.71,1250.41,47.68,11.25,7.75,12.74,815.85,204.76,1884.95,0.002463294,0.007750868,0.0043665859999999996,-0.006663556,-0.005020931,0.009825894200000001,-0.0204349384,0.011843799999999998,-0.005293314,-0.01372642,0.001746929,0.191,10.84,5.31,-8.36,-0.24,0.11,-0.0204349384,0.011843799999999998,-0.005293314,-2.83,0.001746929,0.00246633,0.007780984,0.004376133,-0.006641404,-0.005008347,0.009874326800000001,-0.0202275601,0.01191422,-0.005279329,-0.01363264,0.001748456,0.0940186456674258,0.170683341664189,0.0927807902450438,0.10786461451057801,0.19279365422567302,0.152249546499698,0.316552943681989,0.230627592656676,0.031868472644748,0.0826861854225343,0.0357787780935072,15,321,11,6.0,159.0,0.018868484304382736,91010,4550500.0,39.87290952000018,10150.0,0.0,42478,36772,46189.0,4005.0,13396515.023476705,-1.0004202327662526e-12,74,42,181.0,14.0,48299.48000000002,3.122502256758253e-17,35073,31981,1616262.5181631304,34,24,1208.560000000056,3145515.8491673823,1404984.1508116117,1313637.0804150323,1620600.4014008318,3219644.8691673824,1330855.1308116117,1546471.3814008324,1387766.1004150321,1387766.1004150317,1404984.1508116117,44996,2.646002218386048e-10
2010-11-11,0.22,-0.01999999999999999,0.0,41.0,0.006649952460812417,0,78.217,1408.8,1213.54,1248.13,47.92,11.06,7.63,12.610999999999999,814.86,204.68,1884.95,0.00748154,0.0034272179999999997,-0.0042512140000000006,-0.001825066,0.005020931,-0.0170331326,-0.0156049981,-0.0101772,-0.001214195,-0.00039077769999999994,0.0,0.583,4.82,-5.17,-2.28,0.24,-0.19,-0.0156049981,-0.0101772,-0.001214195,-0.08,0.0,0.0075095959999999995,0.003433097,-0.004242191,-0.001823402,0.005033557,-0.0168888889,-0.015483871000000001,-0.01012559,-0.001213458,-0.00039070129999999997,0.0,0.0963337091853963,0.170399093737836,0.0939560526132018,0.107780324353109,0.19006532998977801,0.160466561278289,0.32013692703411306,0.23137182267694398,0.0321889795519297,0.0826871345494657,0.0355381418426081,15,197,12,-124.0,161.0,-0.4882373943920274,91229,4561450.0,39.87290952000018,10950.0,0.0,42549,36803,46370.0,4019.0,13444814.503476705,-1.000389007743685e-12,71,31,159.0,16.0,37523.87,5.551115123125783e-17,35123,32010,1617723.50816313,50,29,1460.989999999991,3151201.1091673826,1410248.8908116112,1318766.590415032,1624959.9014008318,3225454.3691673824,1335995.6308116117,1550706.6414008322,1393019.8504150321,1393019.8504150314,1410248.8908116117,45146,2.6429306823050144e-10
2010-11-12,0.22,0.0,0.0,14.0,0.009309933445137385,0,78.082,1368.75,1199.21,1236.35,47.47,11.05,7.63,13.26,812.08,204.49,1875.92,-0.001727459,-0.02884036,-0.0118787,-0.009482941,-0.009435021,-0.0009045680999999999,0.0,0.05018254,-0.003417462,-0.0009287094,-0.00480209,-0.135,-40.05,-14.33,-11.78,-0.45,-0.01,0.0,0.05018254,-0.003417462,-0.19,-0.00480209,-0.0017259679999999998,-0.02842845,-0.01180843,-0.009438119,-0.009390651,-0.0009041591,0.0,0.05146301,-0.0034116290000000002,-0.0009282783,-0.004790578,0.0957520695807516,0.185796620082286,0.0995350220650643,0.10713723821991801,0.19076979096965302,0.155936937721977,0.31800309853263203,0.257262359649797,0.0317255018241681,0.0823103760265117,0.0378879913396489,14,144,8,-53.0,162.0,-0.31339042916198795,91398,4569900.0,39.87290952000018,8450.0,0.0,42579,36815,46529.0,4035.0,13482338.373476705,-1.0003334965924535e-12,30,12,116.0,1.0,27461.51999999999,0.0,35154,32031,1618773.96816313,31,21,1050.4599999999627,3154198.569167382,1415701.4308116129,1323573.5104150323,1627552.5214008316,3229096.989167382,1340803.0108116127,1552654.1014008322,1398471.930415032,1398471.9304150315,1415701.4308116115,45266,2.640412765874103e-10
2010-11-13,0.27,0.05000000000000002,0.0,19.0,0.010639923937299867,0,78.082,1368.75,1199.21,1236.35,47.47,11.05,7.63,13.26,812.08,204.49,1875.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0941065431149823,0.184750104833481,0.0987493322551945,0.106792670870024,0.18943569822284698,0.15436441085985,0.31564844650329804,0.24993004874464,0.031403701755839,0.0808452699589866,0.0371062279808957,12,144,15,0.0,163.0,0.0,91621,4581050.0,39.87290952000018,11150.0,0.0,42635,36854,46645.0,4036.0,13509799.893476704,-1.0003334965924535e-12,56,39,114.0,4.0,29756.739999999994,0.0,35186,32060,1620229.0681631302,32,29,1455.1000000000934,3158972.1191673824,1422077.8808116117,1332318.3004150328,1628502.6314008315,3231497.099167382,1349552.9008116121,1555977.6514008322,1404843.2804150323,1404843.2804150316,1422077.8808116117,45413,2.637610146626315e-10
2010-11-14,0.28,0.010000000000000009,0.0,39.0,0.0053199619686499335,0,78.082,1368.75,1199.21,1236.35,47.47,11.05,7.63,13.26,812.08,204.49,1875.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0931478207968787,0.182765475257589,0.0986904455005866,0.10655018037294502,0.18824069724968304,0.153778574331258,0.315386748165166,0.249845013833802,0.031234061238985002,0.0804402179427959,0.0363100913480015,5,91,7,-53.0,161.0,-0.4589537930591506,91877,4593850.0,39.87290952000018,12800.0,0.0,42701,36888,46759.0,4040.0,13539556.633476704,-1.0003334965924535e-12,66,34,160.0,0.0,33814.22999999998,0.0,35228,32092,1621829.48816313,42,32,1600.4199999999255,3151666.0791673823,1442183.9208116115,1351473.2904150318,1620547.2214008318,3225141.6891673827,1368708.3108116118,1547071.6114008324,1424948.9004150312,1424948.9004150315,1442183.9208116115,45586,2.637313144619993e-10
2010-11-15,0.28,0.0,0.0,122.0,0.029259790827574635,0,78.518,1360.58,1197.75,1235.37,46.865,11.06,7.565,13.1005,809.7,202.76,1864.31,0.005568341,-0.005986835,-0.00121821,-0.0007929701,-0.0128268,0.0009045680999999999,-0.008555498100000001,-0.01210159,-0.0029350490000000003,-0.008496061,-0.006208194,0.436,-8.17,-1.46,-0.98,-0.605,0.01,-0.008555498100000001,-0.01210159,-0.0029350490000000003,-1.73,-0.006208194,0.0055838730000000005,-0.00596895,-0.001217468,-0.0007926558,-0.01274489,0.0009049774000000001,-0.0085190039,-0.01202866,-0.0029307459999999997,-0.008460071,-0.0061889630000000005,0.0942971417401932,0.183583179551173,0.0988217646000645,0.106597225281059,0.19296222800390803,0.153688464040066,0.316889456344286,0.254483471965511,0.0324761835500079,0.0835037896105135,0.040215979276498004,13,184,14,93.0,164.0,0.7040762510921356,92077,4603850.0,40.352909520000175,10000.0,0.48,42835,36920,46919.0,4040.0,13573370.863476705,-1.0003334965924535e-12,134,32,4819.0,6.0,69750.44999999659,0.0,35303,32113,1622899.71816313,75,21,1070.2299999999814,3151964.529167384,1451885.470811611,1360855.200415032,1620095.081400833,3225739.549167384,1378110.4508116115,1546320.0614008338,1434630.2204150315,1434630.2204150315,1451885.4708116115,45717,2.634968561758801e-10
2010-11-16,0.27,-0.010000000000000009,0.0,67.0,0.011969914429462351,0,79.21,1339.63,1178.34,1212.56,46.38,10.86,7.43,12.7125,805.43,202.12,1870.23,0.008774656,-0.01551762,-0.01633813,-0.01863669,-0.010402799999999999,-0.0182486816,-0.0180064885,-0.03006464,-0.005287511999999999,-0.003161433,0.003170407,0.6920000000000001,-20.95,-19.41,-22.81,-0.485,-0.2,-0.0180064885,-0.03006464,-0.005287511999999999,-0.64,0.003170407,0.008813266,-0.01539785,-0.01620539,-0.0184641,-0.01034887,-0.0180831826,-0.0178453404,-0.02961719,-0.005273558,-0.003156441,0.003175438,0.0971483760091206,0.18883408237323102,0.110275808827655,0.11983896539935698,0.19597786369936604,0.164624566533028,0.322099754381448,0.27361440990175,0.0359444437032461,0.0836886831396245,0.0415183843744873,14,177,17,-7.0,164.0,-0.03878602503515642,92274,4613700.0,40.352909520000175,9850.0,0.0,42909,36931,51738.0,4046.0,13643121.313476702,-1.0003334965924535e-12,74,11,3255.0,5500.0,67035.16000000025,-2.5838706174674548e-14,35358,32127,1623602.6581631303,55,14,702.940000000177,3154956.929167384,1458743.0708116111,1367307.7904150323,1622789.551400833,3229134.019167383,1384565.9808116115,1548612.4614008337,1441484.880415032,1441484.8804150315,1458743.0708116116,45850,2.630495768095578e-10
