date,price,wikipedia,google,new_topics,new_posts,new_members,new_users,tweets
2014-07-02,646.47,10131.0,1.9466834494008407,531,18625,623,2111,21375.0
2014-07-03,649.16,8579.0,1.7453024029110986,539,17874,413,1706,22046.0
2014-07-04,638.62,6681.0,1.5774848641696468,422,15684,319,1807,22659.0
2014-07-05,632.62,5164.0,1.3761038176799045,361,13720,322,3423,16997.0
2014-07-06,629.67,4942.0,1.510357848673066,393,14420,291,6418,17331.0
2014-07-07,633.77,8027.0,1.678175387414518,450,16939,352,1859,22248.0
2014-07-08,623.46,7800.0,1.510357848673066,481,17908,429,976,24425.0
2014-07-09,622.52,6846.0,1.4767943409247757,486,16117,377,2139,24542.0
2014-07-10,623.51,7663.0,1.678175387414518,466,17932,378,2063,23242.0
2014-07-11,617.73,6705.0,1.6446118796662272,485,18718,351,2127,20939.0
2014-07-12,628.09,6839.0,1.4767943409247757,415,15337,272,2069,16719.0
2014-07-13,632.6,5647.0,1.4432308331764854,420,16246,300,6559,16133.0
2014-07-14,625.94,6535.0,1.4767943409247757,510,19181,369,2732,20287.0
2014-07-15,620.97,7524.0,1.5774848641696468,494,18404,368,2208,25031.0
2014-07-16,621.6,8125.0,1.8459929261559698,480,18060,373,2804,21984.0
2014-07-17,617.79,8094.0,1.7453024029110986,479,16808,362,1762,23305.0
2014-07-18,621.45,7810.0,1.7117388951628083,445,15493,353,2420,25897.0
2014-07-19,624.57,6228.0,1.6446118796662272,388,13447,287,2737,20261.0
2014-07-20,627.44,5981.0,1.5774848641696468,392,14135,306,6604,16827.0
2014-07-21,623.25,7531.0,1.5439213564213563,520,16600,329,2400,18501.0
2014-07-22,620.22,7662.0,1.678175387414518,503,17081,363,1628,18386.0
2014-07-23,620.65,7948.0,1.4767943409247757,469,16489,326,1450,20612.0
2014-07-24,612.94,7299.0,1.5439213564213563,478,16770,363,3031,20448.0
2014-07-25,602.84,6662.0,1.4767943409247757,507,16608,430,2568,19971.0
2014-07-26,600.16,5614.0,1.3761038176799045,378,14670,285,1596,16000.0
2014-07-27,595.1,5092.0,1.4767943409247757,390,15114,272,5135,15621.0
2014-07-28,592.2,7276.0,1.5774848641696468,528,18810,344,1969,23384.0
2014-07-29,583.73,7082.0,1.5439213564213563,477,16547,338,2658,21797.0
2014-07-30,582.82,8687.0,1.6110483719179371,493,17569,361,2296,22092.0
2014-07-31,571.0,8389.0,1.5774848641696468,519,17162,322,2174,22160.0
2014-08-01,578.48,6958.0,1.4432308331764854,498,16273,385,2492,21585.0
2014-08-02,594.19,4795.0,1.409667325428195,432,14302,381,1631,18531.0
2014-08-03,587.64,4926.0,1.409667325428195,434,14381,321,5328,17187.0
2014-08-04,585.39,6379.0,1.409667325428195,495,16306,458,2802,20609.0
2014-08-05,587.23,7069.0,1.5774848641696468,510,16406,401,3779,21073.0
2014-08-06,584.01,8259.0,1.7117388951628083,524,17507,400,2647,22471.0
2014-08-07,583.18,7214.0,1.678175387414518,494,17398,386,2047,24516.0
2014-08-08,586.43,6095.0,1.510357848673066,502,16729,346,2700,23126.0
2014-08-09,590.94,5088.0,1.409667325428195,437,14121,328,2048,21820.0
2014-08-10,588.25,4948.0,1.4432308331764854,410,15719,367,5244,20814.0
2014-08-11,589.48,7535.0,1.510357848673066,492,16882,443,2705,21388.0
2014-08-12,578.94,8595.0,1.6110483719179371,524,17950,409,2423,22551.0
2014-08-13,555.19,9652.0,2.349445542380325,536,18588,407,2575,23725.0
2014-08-14,548.18,8916.0,2.047373972645712,590,17222,377,3050,24887.0
2014-08-15,515.44,6824.0,1.9466834494008407,482,15988,329,550,22725.0
2014-08-16,499.4,7344.0,1.87955643390426,470,15759,307,6341,23487.0
2014-08-17,510.15,5660.0,1.6110483719179371,445,17503,357,7820,22608.0
2014-08-18,496.57,7390.0,2.047373972645712,597,19458,401,2581,21867.0
2014-08-19,465.59,7144.0,1.812429418407679,562,18155,397,743,24106.0
2014-08-20,481.54,8406.0,1.87955643390426,589,17398,376,2144,26924.0
2014-08-21,504.05,7258.0,1.6446118796662272,537,15554,356,3156,22176.0
2014-08-22,519.8,7221.0,1.678175387414518,507,15787,374,2659,21222.0
2014-08-23,512.16,4755.0,1.5439213564213563,391,12756,303,1102,17389.0
2014-08-24,500.74,5137.0,1.4432308331764854,401,12907,358,6296,16318.0
2014-08-25,507.97,6206.0,1.409667325428195,511,14504,389,1687,19062.0
2014-08-26,503.12,7841.0,1.5774848641696468,535,14676,345,2722,19596.0
2014-08-27,510.97,5556.0,1.409667325428195,501,14670,451,2335,19625.0
2014-08-28,508.96,5556.0,1.4432308331764854,515,14540,380,2884,22229.0
2014-08-29,509.12,6778.0,1.4432308331764854,483,13707,329,131,19838.0
2014-08-30,508.91,5503.0,1.409667325428195,469,12311,287,2111,18905.0
2014-08-31,502.63,6395.0,1.5439213564213563,425,13680,295,5432,17226.0
2014-09-01,482.43,9522.0,1.778865910659389,483,14372,378,3384,18661.0
2014-09-02,478.48,11936.0,1.678175387414518,530,15266,342,2281,22901.0
2014-09-03,477.75,10171.0,1.678175387414518,496,15467,345,2048,22113.0
2014-09-04,476.97,10445.0,1.678175387414518,524,16788,397,1066,24968.0
2014-09-05,487.62,10107.0,1.6446118796662272,438,14685,360,2965,22368.0
2014-09-06,483.33,5947.0,1.5774848641696468,408,13545,392,2194,21053.0
2014-09-07,482.07,5350.0,1.3761038176799045,424,14002,314,8117,17730.0
2014-09-08,482.93,6875.0,1.6110483719179371,466,15702,331,2384,22751.0
2014-09-09,472.59,8810.0,1.87955643390426,527,16124,380,2189,16169.0
2014-09-10,470.93,9268.0,2.148064495890583,522,15587,387,2106,16616.0
2014-09-11,480.79,9997.0,2.2823185268837443,505,15160,367,2437,27367.0
2014-09-12,475.53,9024.0,1.678175387414518,463,14043,330,2843,24097.0
2014-09-13,474.44,5268.0,1.4432308331764854,474,12336,289,2637,18209.0
2014-09-14,478.16,5930.0,1.5439213564213563,414,12428,415,7633,18671.0
2014-09-15,477.25,8330.0,1.5774848641696468,518,14435,405,1553,23392.0
2014-09-16,473.9,7930.0,1.6110483719179371,492,15326,351,5258,21176.0
2014-09-17,455.35,7754.0,1.510357848673066,515,15103,338,709,27946.0
2014-09-18,454.89,7549.0,1.6446118796662272,553,14780,357,2780,21135.0
2014-09-19,426.72,6575.0,1.87955643390426,510,13242,316,1943,20775.0
2014-09-20,398.59,5115.0,1.5439213564213563,398,11672,303,1445,17607.0
2014-09-21,408.04,6035.0,1.5439213564213563,413,12008,310,6021,17026.0
2014-09-22,402.66,7362.0,1.5439213564213563,464,13577,335,1310,14984.0
2014-09-23,399.96,8023.0,1.87955643390426,504,14739,345,-358,23489.0
2014-09-24,425.2,9988.0,1.87955643390426,408,13253,315,3161,20675.0
2014-09-25,425.22,8054.0,1.6446118796662272,479,13440,333,2458,20757.0
2014-09-26,410.39,6496.0,1.510357848673066,481,12988,296,1960,19512.0
2014-09-27,399.63,4754.0,1.4432308331764854,380,10874,251,1174,17202.0
2014-09-28,400.86,4968.0,1.5439213564213563,430,12182,261,6784,16636.0
2014-09-29,384.12,7523.0,1.778865910659389,495,12977,317,2659,19660.0
2014-09-30,376.68,7289.0,1.6446118796662272,446,12801,298,4519,21073.0
2014-10-01,384.7,7690.0,1.5774848641696468,412,12297,279,4240,18636.0
2014-10-02,373.14,7319.0,1.4767943409247757,434,11938,290,1756,18380.0
2014-10-03,375.96,6609.0,1.7453024029110986,417,13051,247,3897,20207.0
2014-10-04,362.11,5086.0,1.6446118796662272,360,11652,214,5848,18214.0
2014-10-05,334.94,5626.0,2.0138104648974213,362,12216,205,10200,20031.0
2014-10-06,315.09,8629.0,2.2487550191354537,513,12746,239,4151,25065.0
2014-10-07,333.68,8411.0,1.87955643390426,459,13239,269,3768,22543.0
2014-10-08,331.0,7938.0,1.87955643390426,438,12184,330,3905,24408.0
2014-10-09,345.6,7533.0,1.812429418407679,375,12148,274,3896,24075.0
2014-10-10,366.31,6694.0,1.778865910659389,384,11287,264,5054,19090.0
2014-10-11,359.67,5091.0,1.510357848673066,367,10530,270,2619,17107.0
2014-10-12,366.33,5178.0,1.510357848673066,290,10470,269,8590,17072.0
2014-10-13,369.74,7605.0,1.5774848641696468,416,12020,353,2253,22018.0
2014-10-14,383.29,8261.0,1.812429418407679,441,12657,297,3035,25804.0
2014-10-15,402.46,7663.0,1.7117388951628083,457,12680,310,4285,23992.0
2014-10-16,392.54,6182.0,1.678175387414518,386,11778,304,4240,24445.0
2014-10-17,381.82,5582.0,1.5439213564213563,353,11094,299,3728,21491.0
2014-10-18,380.69,4342.0,1.4432308331764854,298,9899,226,3737,20572.0
2014-10-19,387.64,4415.0,1.409667325428195,303,9390,218,7490,18259.0
2014-10-20,388.46,5532.0,1.4432308331764854,402,12167,268,1434,23312.0
2014-10-21,381.29,5630.0,1.4767943409247757,412,12981,272,2323,22499.0
2014-10-22,378.31,5623.0,1.409667325428195,404,12323,286,2870,20348.0
2014-10-23,381.92,5267.0,1.4767943409247757,427,12306,245,3128,21036.0
2014-10-24,362.39,4682.0,1.3425403099316142,355,11298,250,2305,11147.0
2014-10-25,356.69,3674.0,1.3425403099316142,348,10144,244,5266,22449.0
2014-10-26,348.43,4009.0,1.3761038176799045,321,10180,272,3356,20090.0
2014-10-27,350.32,5343.0,1.3761038176799045,407,10834,277,3406,21632.0
2014-10-28,352.32,5654.0,1.4767943409247757,362,11602,253,3195,20173.0
2014-10-29,353.86,5616.0,1.4767943409247757,363,12719,261,2271,22081.0
2014-10-30,340.2,5294.0,1.4432308331764854,427,12529,277,2551,22855.0
2014-10-31,342.12,4989.0,1.2418497866867433,399,10941,270,3361,22906.0
2014-11-01,336.23,4324.0,1.308976802183324,282,9025,204,2859,30263.0
2014-11-02,326.35,5608.0,1.3425403099316142,365,9733,220,8218,21408.0
2014-11-03,324.45,6431.0,1.4432308331764854,407,11061,307,2023,26060.0
2014-11-04,326.45,6571.0,1.3761038176799045,392,11306,315,2016,20992.0
2014-11-05,327.98,6609.0,1.4767943409247757,361,11061,314,3174,20871.0
2014-11-06,341.03,7431.0,1.678175387414518,368,11122,278,3722,24348.0
2014-11-07,346.86,7378.0,1.6110483719179371,419,11046,266,2628,24244.0
2014-11-08,342.99,4773.0,1.4767943409247757,322,9809,258,951,18964.0
2014-11-09,344.23,4998.0,1.6110483719179371,325,8964,208,7092,18949.0
2014-11-10,357.54,6910.0,1.7453024029110986,394,10250,257,2435,22516.0
2014-11-11,374.76,6843.0,1.5774848641696468,405,11393,308,1709,23156.0
2014-11-12,366.74,7093.0,1.8459929261559698,409,12017,283,3801,25601.0
2014-11-13,413.77,7653.0,2.0138104648974213,422,11457,282,2939,26798.0
2014-11-14,418.8,6892.0,1.7117388951628083,317,9512,248,5032,23449.0
2014-11-15,396.8,4595.0,1.5439213564213563,311,9184,253,3151,21104.0
2014-11-16,379.74,4796.0,1.510357848673066,357,9010,244,6898,21652.0
2014-11-17,386.74,6905.0,1.6110483719179371,409,10758,272,1787,25728.0
2014-11-18,388.9,7433.0,1.5774848641696468,383,10839,326,2274,28238.0
2014-11-19,376.57,6431.0,1.5774848641696468,394,10271,310,2090,25117.0
2014-11-20,376.93,5947.0,1.4432308331764854,379,10543,228,3053,23707.0
2014-11-21,361.7,5389.0,1.4432308331764854,354,9656,254,2480,24577.0
2014-11-22,351.01,3880.0,1.3761038176799045,364,8770,221,2331,22344.0
2014-11-23,355.25,62458.0,1.308976802183324,351,9247,224,6935,20544.0
2014-11-24,363.06,5374.0,1.4432308331764854,393,10366,261,1697,25545.0
2014-11-25,378.3,5349.0,1.409667325428195,403,10906,296,1740,25985.0
2014-11-26,377.93,5578.0,1.409667325428195,401,10371,344,2415,27929.0
2014-11-27,369.61,5310.0,1.409667325428195,362,9834,273,2343,25790.0
2014-11-28,369.79,4505.0,1.308976802183324,367,8778,266,2900,24830.0
2014-11-29,375.03,3761.0,1.2754132944350336,307,8570,245,1621,26555.0
2014-11-30,376.28,4515.0,1.308976802183324,330,8848,231,7597,20117.0
2014-12-01,377.59,6096.0,1.4432308331764854,354,9560,253,2348,26508.0
2014-12-02,379.24,6446.0,1.6110483719179371,396,10092,318,2537,32744.0
2014-12-03,381.39,6386.0,1.5774848641696468,393,10297,239,2602,24990.0
2014-12-04,377.54,7393.0,1.3761038176799045,357,10253,299,2672,26370.0
2014-12-05,372.21,5720.0,1.3425403099316142,375,9937,229,4212,25043.0
2014-12-06,372.56,3885.0,1.308976802183324,326,9250,244,2180,21503.0
2014-12-07,375.12,4386.0,1.4767943409247757,343,8946,240,7053,21983.0
2014-12-08,375.34,6713.0,1.5774848641696468,362,9980,275,1889,24899.0
2014-12-09,365.7,6454.0,1.4767943409247757,415,10347,267,2319,27224.0
2014-12-10,352.35,5883.0,1.4767943409247757,375,10367,289,2810,25421.0
2014-12-11,348.02,9168.0,2.080937480394002,386,10490,303,2529,32162.0
2014-12-12,349.98,7243.0,1.8459929261559698,356,10727,295,4181,25383.0
2014-12-13,352.15,4247.0,1.5774848641696468,342,9420,297,656,26584.0
2014-12-14,347.43,3999.0,1.5439213564213563,331,8947,258,6375,23579.0
2014-12-15,351.11,5927.0,1.5439213564213563,422,9875,285,1988,26094.0
2014-12-16,340.24,7242.0,1.778865910659389,390,10199,286,2154,27622.0
2014-12-17,330.69,6673.0,1.678175387414518,448,11248,307,3970,28350.0
2014-12-18,320.79,5753.0,1.6446118796662272,442,10509,376,3305,26969.0
2014-12-19,312.43,5087.0,1.5439213564213563,403,9884,272,3956,23574.0
2014-12-20,314.99,4034.0,1.3425403099316142,364,8233,277,4540,23524.0
2014-12-21,326.96,3784.0,1.4432308331764854,387,8503,300,4129,21411.0
2014-12-22,322.57,5331.0,1.510357848673066,369,10031,285,2358,23172.0
2014-12-23,330.07,4934.0,1.4767943409247757,381,9903,271,3274,25504.0
2014-12-24,334.74,4058.0,1.409667325428195,364,8451,231,2468,24192.0
2014-12-25,325.19,3380.0,1.3761038176799045,274,6912,192,2309,21216.0
2014-12-26,318.48,4767.0,1.7117388951628083,298,7688,229,3578,21728.0
2014-12-27,326.1,10366.0,3.356350774829036,327,8198,235,2801,21543.0
2014-12-28,316.53,5901.0,1.4767943409247757,339,8350,222,6224,18427.0
2014-12-29,316.67,10143.0,1.510357848673066,382,9538,297,1001,19605.0
2014-12-30,314.42,6531.0,1.4767943409247757,361,9460,301,1831,19477.0
2014-12-31,309.81,5450.0,1.4432308331764854,363,8922,219,1650,20017.0
2015-01-01,316.9,4330.0,1.2754132944350336,297,9080,207,1262,18681.0
2015-01-02,315.23,5519.0,1.4432308331764854,359,10490,286,3779,9385.0
2015-01-03,315.03,4981.0,1.6110483719179371,353,11439,331,3015,9385.0
2015-01-04,293.11,5365.0,1.9131199416525504,421,11733,259,2995,7300.0
2015-01-05,271.68,7109.0,1.87955643390426,419,11827,294,1913,23092.0
2015-01-06,271.39,8907.0,1.9802469571491308,437,11979,279,2355,25041.0
2015-01-07,282.85,7537.0,1.678175387414518,399,11183,273,1668,26987.0
2015-01-08,293.46,8469.0,1.5439213564213563,371,11081,292,1714,22546.0
2015-01-09,287.17,6350.0,1.5774848641696468,398,11608,258,4488,30439.0
2015-01-10,278.13,5236.0,1.5439213564213563,298,10820,292,5313,22162.0
2015-01-11,277.14,4747.0,1.4432308331764854,359,10573,331,3102,20760.0
2015-01-12,268.93,6253.0,1.510357848673066,442,11915,459,1430,24861.0
2015-01-13,268.91,8317.0,1.87955643390426,507,4197,419,2076,30086.0
2015-01-14,234.63,7855.0,2.718644127611519,504,13806,287,3132,35414.0
2015-01-15,192.13,10457.0,2.349445542380325,457,11533,295,3221,26417.0
2015-01-16,208.79,6680.0,2.047373972645712,397,11369,260,4957,26448.0
2015-01-17,208.81,4282.0,1.678175387414518,376,9541,247,5150,19187.0
2015-01-18,200.21,4386.0,1.5774848641696468,334,9925,215,3476,24812.0
2015-01-19,209.06,6279.0,1.510357848673066,380,10634,309,2715,27548.0
2015-01-20,215.72,5654.0,1.5774848641696468,482,11233,292,2512,26982.0
2015-01-21,211.52,6789.0,1.7117388951628083,438,9774,328,2856,24660.0
2015-01-22,220.0,6688.0,1.5774848641696468,0,0,0,2724,25882.0
2015-01-23,232.36,6572.0,1.5439213564213563,635,9703,1781,3499,24058.0
2015-01-24,232.38,4057.0,1.5439213564213563,313,7619,1423,3906,32718.0
2015-01-25,246.29,4073.0,1.5439213564213563,420,10796,1573,7409,21312.0
2015-01-26,250.55,7157.0,2.148064495890583,498,12137,1687,2185,33929.0
2015-01-27,273.97,6899.0,1.8459929261559698,470,10786,1644,2384,26135.0
2015-01-28,261.86,6787.0,1.6446118796662272,382,11005,1645,1132,27422.0
2015-01-29,240.7,5656.0,1.678175387414518,438,10680,1638,2069,25184.0
2015-01-30,232.02,4851.0,1.510357848673066,429,9955,1737,2148,22919.0
2015-01-31,228.99,4192.0,1.3761038176799045,372,8911,1453,1917,18146.0
2015-02-01,223.65,3722.0,1.409667325428195,265,6923,1062,3520,19445.0
2015-02-02,223.54,4526.0,1.3761038176799045,404,10018,1202,663,24761.0
2015-02-03,230.6,5486.0,1.4767943409247757,394,10158,1281,2558,33419.0
2015-02-04,229.09,5926.0,1.4767943409247757,461,10056,1250,2662,22995.0
2015-02-05,226.62,6682.0,1.6446118796662272,470,10399,1275,2092,28935.0
2015-02-06,218.86,6049.0,1.510357848673066,556,10088,1303,4983,23289.0
2015-02-07,222.08,6211.0,1.678175387414518,404,9243,1182,1424,19540.0
2015-02-08,227.2,6281.0,1.678175387414518,401,9188,1066,5142,20792.0
2015-02-09,223.57,7996.0,1.678175387414518,396,10493,1138,1867,24642.0
2015-02-10,220.59,8149.0,1.7453024029110986,422,10887,1097,2029,24331.0
2015-02-11,219.78,8047.0,1.5774848641696468,428,10889,1022,3304,39339.0
2015-02-12,220.27,6754.0,1.4767943409247757,459,10593,1120,6239,25742.0
2015-02-13,221.35,5715.0,1.4767943409247757,470,11084,1172,11161,27697.0
2015-02-14,236.64,7508.0,1.510357848673066,399,9169,1437,3203,19041.0
2015-02-15,251.7,6063.0,1.510357848673066,420,10754,1476,8223,21846.0
2015-02-16,239.64,5730.0,1.4432308331764854,460,10656,1353,2477,24782.0
2015-02-17,234.86,5850.0,1.510357848673066,459,11016,1237,6417,24354.0
2015-02-18,241.45,5819.0,1.5439213564213563,433,10814,1221,2763,22628.0
2015-02-19,237.79,6930.0,1.6446118796662272,401,11462,1164,2323,24979.0
2015-02-20,239.72,9436.0,2.2823185268837443,414,11277,1069,2722,29514.0
2015-02-21,243.0,4711.0,1.5774848641696468,360,10712,1031,3850,20543.0
2015-02-22,244.41,4509.0,1.5439213564213563,376,10543,1223,6083,20579.0
2015-02-23,237.8,6236.0,1.4432308331764854,404,10421,1382,2284,23428.0
2015-02-24,239.13,5798.0,1.3761038176799045,467,11505,1653,1638,24385.0
2015-02-25,238.4,5606.0,1.409667325428195,493,11391,1498,3165,24137.0
2015-02-26,237.49,5717.0,1.3425403099316142,484,10940,1272,3068,26283.0
2015-02-27,236.25,5234.0,1.409667325428195,380,11228,1135,2350,30545.0
2015-02-28,252.63,4153.0,1.3761038176799045,328,10115,1036,4919,20811.0
2015-03-01,257.25,5846.0,1.3425403099316142,359,9688,1202,5245,18895.0
2015-03-02,253.49,5657.0,1.5198569546395633,455,11085,1119,2975,23297.0
2015-03-03,267.96,5530.0,1.5198569546395633,424,12338,1128,946,25764.0
2015-03-04,279.85,6199.0,1.443864106907585,484,13324,1196,2486,25007.0
2015-03-05,275.94,5580.0,1.5198569546395633,511,12374,1457,3485,24174.0
2015-03-06,273.65,6354.0,1.7731664470794903,393,10776,1175,2528,22774.0
2015-03-07,273.22,150000.0,1.8744902440554614,445,10608,999,3002,19322.0
2015-03-08,275.99,150000.0,1.6211807516155343,408,10374,1016,5815,19396.0
2015-03-09,275.01,150000.0,1.6718426501035193,473,12124,1126,1712,23937.0
2015-03-10,286.53,47922.0,1.6465117008595271,532,12923,1097,1868,28378.0
2015-03-11,292.42,115838.0,1.6211807516155343,489,12399,1223,2344,25733.0
2015-03-12,295.09,29582.0,1.5705188531275487,477,12053,1227,3042,24527.0
2015-03-13,294.94,6954.0,1.5451879038835559,412,10426,1228,2413,25574.0
2015-03-14,287.83,7346.0,1.4945260053955707,401,9412,1131,3560,21952.0
2015-03-15,282.82,6148.0,1.4691950561515779,380,9777,1278,5364,24161.0
2015-03-16,282.14,66889.0,1.4945260053955707,472,10596,1260,2575,24071.0
2015-03-17,290.83,19431.0,1.4945260053955707,459,10546,1269,1959,36584.0
2015-03-18,287.38,34533.0,1.5705188531275487,475,11066,1176,2107,24807.0
2015-03-19,265.06,27354.0,1.6211807516155343,453,10011,1356,2488,31393.0
2015-03-20,258.2,12680.0,1.4185331576635924,375,9137,1237,3395,26773.0
2015-03-21,260.33,6479.0,1.2918784114436288,334,8756,1124,4061,23297.0
2015-03-22,259.99,4284.0,1.3425403099316142,356,9295,1940,4988,27846.0
2015-03-23,265.45,5522.0,1.3678712591756068,393,10930,1542,2986,34762.0
2015-03-24,265.95,7500.0,1.5198569546395633,436,10763,1091,2383,31576.0
2015-03-25,250.16,6228.0,1.5451879038835559,467,11235,1146,3979,35297.0
2015-03-26,246.17,6887.0,1.3425403099316142,406,9744,1166,1823,37079.0
2015-03-27,249.6,5370.0,1.3425403099316142,356,9722,1124,2894,36691.0
2015-03-28,247.5,3634.0,1.2158855637116506,352,8640,1240,2367,31697.0
2015-03-29,252.13,3781.0,1.2158855637116506,398,9474,1235,6846,31897.0
2015-03-30,243.86,7217.0,1.5705188531275487,404,10117,1324,2580,38669.0
2015-03-31,247.6,7764.0,1.4945260053955707,437,11036,1466,3152,35388.0
2015-04-01,244.67,6764.0,1.3932022084195996,449,11305,343,2131,34237.0
2015-04-02,245.31,6526.0,1.4185331576635924,311,7876,226,3270,29264.0
2015-04-03,251.39,5815.0,1.3678712591756068,391,10014,436,2539,30317.0
2015-04-04,253.7,5302.0,1.2918784114436288,346,8912,299,3807,27885.0
2015-04-05,253.04,3814.0,1.2918784114436288,361,9350,303,5184,29227.0
2015-04-06,257.89,4870.0,1.3678712591756068,408,10513,467,1941,29046.0
2015-04-07,255.91,5788.0,1.3425403099316142,522,10673,522,3520,29994.0
2015-04-08,254.27,5558.0,1.3932022084195996,465,11019,311,2458,37076.0
2015-04-09,246.78,5987.0,1.4185331576635924,431,11382,287,3800,37353.0
2015-04-10,240.83,4904.0,1.3678712591756068,456,11470,470,3155,28657.0
2015-04-11,236.57,3661.0,1.2412165129556434,390,10180,392,5246,27225.0
2015-04-12,236.38,3599.0,1.2158855637116506,365,10051,252,7129,25877.0
2015-04-13,236.41,5337.0,1.3678712591756068,437,10476,277,1033,29205.0
2015-04-14,227.79,5851.0,1.4185331576635924,377,10402,397,3238,30124.0
2015-04-15,220.4,4953.0,1.2918784114436288,439,10470,344,2916,28598.0
2015-04-16,222.02,5415.0,1.2918784114436288,360,10094,358,2365,34517.0
2015-04-17,228.26,6207.0,1.266547462199636,397,10417,207,3116,28275.0
2015-04-18,223.66,5354.0,1.2158855637116506,350,8668,222,3788,25659.0
2015-04-19,223.03,5267.0,1.2158855637116506,327,8924,214,5454,26993.0
2015-04-20,225.62,7452.0,1.266547462199636,374,9822,232,2427,28470.0
2015-04-21,224.39,7486.0,1.3678712591756068,427,9920,243,2001,32701.0
2015-04-22,229.94,8234.0,1.3678712591756068,400,10414,237,2727,30895.0
2015-04-23,235.37,9338.0,1.3172093606876214,402,9610,249,2764,30202.0
2015-04-24,235.27,7734.0,1.2158855637116506,390,9140,202,2524,35266.0
2015-04-25,229.53,6142.0,1.2412165129556434,336,9232,201,3017,25715.0
2015-04-26,227.86,10234.0,1.2158855637116506,352,9944,189,5188,36471.0
