date,price,wikipedia,google,new_users,new_miners,new_transactions,new_curr_transacted,tweets
2015-01-22,220.0,6688.0,1.123860280263045,2724,-25,86672.0,528510.4624571875,25882.0
2015-01-23,232.36,6572.0,1.1738096260525137,3499,-28,80738.0,436933.77935934655,24058.0
2015-01-24,232.38,4057.0,1.0988856073683109,3906,-25,75861.0,351076.33857019624,32718.0
2015-01-25,246.29,4073.0,1.123860280263045,7409,33,79565.0,371306.30082005146,21312.0
2015-01-26,250.55,7157.0,1.5983790652629972,2185,-27,97524.0,723150.154042993,33929.0
2015-01-27,273.97,6899.0,1.3736070092103883,2384,34,88915.0,539813.789726682,26135.0
2015-01-28,261.86,6787.0,1.273708317631451,1132,-28,78065.0,324138.39805583877,27422.0
2015-01-29,240.7,5656.0,1.2237589718419823,2069,16,80914.0,385762.44453156064,25184.0
2015-01-30,232.02,4851.0,1.1488349531577795,2148,16,73352.0,324402.14283799875,22919.0
2015-01-31,228.99,4192.0,0.9240628971051703,1917,-2,77152.0,275781.7953181507,18146.0
2015-02-01,223.65,3722.0,1.0239615886841076,3520,50,70298.0,293359.29279295716,19445.0
2015-02-02,223.54,4526.0,1.048936261578842,663,-4,77553.0,382331.2627306663,24761.0
2015-02-03,230.6,5486.0,1.048936261578842,2558,40,84725.0,594191.9552882308,33419.0
2015-02-04,229.09,5926.0,1.0739109344735764,2662,40,82457.0,550522.9224361187,22995.0
2015-02-05,226.62,6682.0,1.1488349531577795,2092,3,78818.0,508577.72624611703,28935.0
2015-02-06,218.86,6049.0,1.1488349531577795,4983,-3,76525.0,370814.22896845854,23289.0
2015-02-07,222.08,6211.0,1.2237589718419823,1424,-21,77860.0,280710.8869744297,19540.0
2015-02-08,227.2,6281.0,1.198784298947248,5142,7,74233.0,281614.9503058124,20792.0
2015-02-09,223.57,7996.0,1.198784298947248,1867,-18,92338.0,391352.18840426154,24642.0
2015-02-10,220.59,8149.0,1.1738096260525137,2029,20,91547.0,373079.1811102217,24331.0
2015-02-11,219.78,8047.0,1.198784298947248,3304,-24,88047.0,398661.3368451217,39339.0
2015-02-12,220.27,6754.0,1.0988856073683109,6239,6,81829.0,350588.7890944477,25742.0
2015-02-13,221.35,5715.0,1.0739109344735764,11161,-8,106827.0,517275.4715038568,27697.0
2015-02-14,236.64,7508.0,0.9740122428946391,3203,-20,91105.0,360990.9416333875,19041.0
2015-02-15,251.7,6063.0,1.1488349531577795,8223,48,77427.0,318205.6594338409,21846.0
2015-02-16,239.64,5730.0,1.0988856073683109,2477,-2,96777.0,349542.3284883871,24782.0
2015-02-17,234.86,5850.0,1.048936261578842,6417,-8,95811.0,376144.7197530957,24354.0
2015-02-18,241.45,5819.0,1.1488349531577795,2763,39,96321.0,365531.8437335687,22628.0
2015-02-19,237.79,6930.0,1.2487336447367166,2323,-8,88647.0,332764.80811591534,24979.0
2015-02-20,239.72,9436.0,1.573404392368263,2722,-3,92099.0,426340.40124214214,29514.0
2015-02-21,243.0,4711.0,1.1488349531577795,3850,5,82104.0,282277.45833850635,20543.0
2015-02-22,244.41,4509.0,1.123860280263045,6083,-9,77835.0,212504.6222912297,20579.0
2015-02-23,237.8,6236.0,1.0239615886841076,2284,-3,94617.0,373271.9205047061,23428.0
2015-02-24,239.13,5798.0,1.048936261578842,1638,13,98544.0,379464.13832085463,24385.0
2015-02-25,238.4,5606.0,0.9240628971051703,3165,-21,98187.0,407438.130199316,24137.0
2015-02-26,237.49,5717.0,0.9490375699999047,3068,9,94904.0,586687.1994943159,26283.0
2015-02-27,236.25,5234.0,0.9740122428946391,2350,-20,96191.0,680453.8545511597,30545.0
2015-02-28,252.63,4153.0,0.9490375699999047,4919,14,80569.0,303512.5499087321,20811.0
2015-03-01,257.25,5846.0,1.048936261578842,5245,-10,82556.0,482704.4828398208,18895.0
2015-03-02,253.49,5657.0,1.1929079053249576,2975,-8,99555.0,797277.2163928223,23297.0
2015-03-03,267.96,5530.0,1.2751774160370237,946,-13,102445.0,519512.97342925594,25764.0
2015-03-04,279.85,6199.0,1.2340426606809907,2486,27,92468.0,443053.6195625353,25007.0
2015-03-05,275.94,5580.0,1.2546100383590073,3485,-29,93338.0,487157.213363857,24174.0
2015-03-06,273.65,6354.0,1.398581682105123,2528,-20,86617.0,390087.0614902312,22774.0
2015-03-07,273.22,150000.0,1.5219859481732219,3002,0,80418.0,352072.35678562697,19322.0
2015-03-08,275.99,150000.0,1.2340426606809907,5815,18,76962.0,1526520.2538822656,19396.0
2015-03-09,275.01,150000.0,1.2957447937150404,1712,-8,96078.0,525372.6596637025,23937.0
2015-03-10,286.53,47922.0,1.3163121713930566,1868,-35,96804.0,500445.463548595,28378.0
2015-03-11,292.42,115838.0,1.3163121713930566,2344,-70,95257.0,407331.2009424495,25733.0
2015-03-12,295.09,29582.0,1.2546100383590073,3042,-30,88793.0,398646.96728026966,24527.0
2015-03-13,294.94,6954.0,1.1723405276469412,2413,46,89487.0,392001.8339555054,25574.0
2015-03-14,287.83,7346.0,1.1517731499689245,3560,140,83480.0,350007.41335660033,21952.0
2015-03-15,282.82,6148.0,1.0695036392568584,5364,-37,79313.0,251596.9710270185,24161.0
2015-03-16,282.14,66889.0,1.2546100383590073,2575,6,98918.0,425723.31833220687,24071.0
2015-03-17,290.83,19431.0,1.1106383946128915,1959,8,91582.0,356375.0178092403,36584.0
2015-03-18,287.38,34533.0,1.1723405276469412,2107,-5,91843.0,661030.0497405976,24807.0
2015-03-19,265.06,27354.0,1.2751774160370237,2488,-8,99466.0,475948.6406392136,31393.0
2015-03-20,258.2,12680.0,1.1106383946128915,3395,2,96845.0,377656.05499110156,26773.0
2015-03-21,260.33,6479.0,1.1106383946128915,4061,-7,87718.0,283020.0627077747,23297.0
2015-03-22,259.99,4284.0,1.0078015062228092,4988,66,83514.0,223596.192924109,27846.0
2015-03-23,265.45,5522.0,1.1723405276469412,2986,-30,97398.0,437322.5953166219,34762.0
2015-03-24,265.95,7500.0,1.1106383946128915,2383,-50,86257.0,413263.3645482486,31576.0
2015-03-25,250.16,6228.0,1.2134752830029742,3979,30,89952.0,463825.6754566063,35297.0
2015-03-26,246.17,6887.0,1.1517731499689245,1823,-19,95878.0,483331.92532653955,37079.0
2015-03-27,249.6,5370.0,1.0283688839008256,2894,63,92251.0,479525.8147099715,36691.0
2015-03-28,247.5,3634.0,0.9255319955107428,2367,-26,83008.0,306473.9343269957,31697.0
2015-03-29,252.13,3781.0,0.9666667508667761,6846,-21,82944.0,253820.3385992489,31897.0
2015-03-30,243.86,7217.0,1.1723405276469412,2580,39,97262.0,414113.90410238673,38669.0
2015-03-31,247.6,7764.0,1.1106383946128915,3152,-9,107225.0,385939.3600703351,35388.0
2015-04-01,244.67,6764.0,1.1723405276469412,2131,-31,111933.0,493171.2703058357,34237.0
2015-04-02,245.31,6526.0,1.1517731499689245,3270,18,103806.0,391760.7386517433,29264.0
2015-04-03,251.39,5815.0,1.0695036392568584,2539,12,97496.0,352632.9524141326,30317.0
2015-04-04,253.7,5302.0,1.1106383946128915,3807,8,84111.0,217590.50697423524,27885.0
2015-04-05,253.04,3814.0,1.0283688839008256,5184,-11,84517.0,199723.13696688952,29227.0
2015-04-06,257.89,4870.0,1.0695036392568584,1941,-12,96777.0,339727.19769453554,29046.0
2015-04-07,255.91,5788.0,1.0078015062228092,3520,6,100641.0,390714.856293921,29994.0
2015-04-08,254.27,5558.0,1.1517731499689245,2458,-3,103803.0,446292.5422053591,37076.0
2015-04-09,246.78,5987.0,1.1929079053249576,3800,20,102369.0,416640.31632506725,37353.0
2015-04-10,240.83,4904.0,1.1723405276469412,3155,62,103790.0,445662.5704498358,28657.0
2015-04-11,236.57,3661.0,0.9872341285447925,5246,-18,93246.0,275492.72740775114,27225.0
2015-04-12,236.38,3599.0,0.9460993731887597,7129,-19,80462.0,210522.40986861318,25877.0
2015-04-13,236.41,5337.0,1.0283688839008256,1033,30,108203.0,454071.60128976346,29205.0
2015-04-14,227.79,5851.0,1.1723405276469412,3238,-25,102809.0,458120.6811113107,30124.0
2015-04-15,220.4,4953.0,0.9666667508667761,2916,-19,100495.0,398247.62587793596,28598.0
2015-04-16,222.02,5415.0,1.0078015062228092,2365,23,93694.0,483638.9510919352,34517.0
2015-04-17,228.26,6207.0,1.048936261578842,3116,-24,95249.0,497348.6621527686,28275.0
2015-04-18,223.66,5354.0,0.9049646178327264,3788,42,91665.0,314028.0994949237,25659.0
2015-04-19,223.03,5267.0,0.9872341285447925,5454,7,85300.0,339556.74591950595,26993.0
2015-04-20,225.62,7452.0,0.9666667508667761,2427,6,109871.0,461627.34781648393,28470.0
2015-04-21,224.39,7486.0,1.1312057722909081,2001,14,106279.0,509870.5292751787,32701.0
2015-04-22,229.94,8234.0,1.0078015062228092,2727,-32,103889.0,488219.260552248,30895.0
2015-04-23,235.37,9338.0,1.0283688839008256,2764,-14,105151.0,446057.6095151676,30202.0
2015-04-24,235.27,7734.0,0.9255319955107428,2524,1,101438.0,540756.1887008786,35266.0
2015-04-25,229.53,6142.0,0.9460993731887597,3017,-34,92302.0,400026.397889229,25715.0
2015-04-26,227.86,10234.0,1.0283688839008256,5188,21,88757.0,424569.3693864522,36471.0
2015-04-27,218.85,8073.0,0.9666667508667761,1602,18,107419.0,556604.9859741784,39066.0
2015-04-28,224.7,11112.0,0.9666667508667761,2160,-29,107693.0,574331.6334985207,31957.0
2015-04-29,225.68,5887.0,0.9460993731887597,2951,16,111681.0,611203.2599441382,30639.0
2015-04-30,228.85,7118.0,1.090071016934875,1690,-26,105241.0,545109.7545541148,29720.0
2015-05-01,235.08,6228.0,0.9872341285447925,2418,-12,93878.0,520428.168821209,27237.0
2015-05-02,234.19,4881.0,0.9255319955107428,3859,2,88736.0,331144.94232138904,25012.0
2015-05-03,235.37,4888.0,0.9255319955107428,6922,18,79391.0,335905.99585684354,27042.0
2015-05-04,240.72,5140.0,0.9872341285447925,2839,-4,98298.0,500872.1811585379,29448.0
2015-05-05,238.75,6053.0,0.9460993731887597,-318,29,108405.0,530604.3315366983,27820.0
2015-05-06,236.09,6110.0,0.9460993731887597,2582,-21,105478.0,561828.4076642615,29624.0
2015-05-07,233.32,6227.0,1.0283688839008256,3624,-11,105338.0,571671.3070180261,27526.0
2015-05-08,235.98,5977.0,0.9666667508667761,4385,2,102568.0,513444.7398926335,25655.0
2015-05-09,242.98,5069.0,0.8226951071206604,2276,31,90458.0,390051.2796318092,23791.0
2015-05-10,241.63,7158.0,0.9049646178327264,4895,-9,84246.0,360127.3643974253,31503.0
2015-05-11,240.85,7245.0,1.0078015062228092,2162,-29,104369.0,544907.0849947511,32317.0
2015-05-12,242.35,6967.0,0.9872341285447925,2472,-13,104208.0,540363.3596356822,30635.0
2015-05-13,241.84,6298.0,1.0283688839008256,4028,9,102874.0,549722.6193414094,30934.0
2015-05-14,240.56,8475.0,1.1106383946128915,3513,-3,95396.0,483663.8667673375,31708.0
2015-05-15,238.53,6345.0,1.1312057722909081,3318,-1,98189.0,437594.175728829,42997.0
2015-05-16,237.88,7085.0,0.9049646178327264,3123,6,85352.0,328866.3239328245,32407.0
2015-05-17,236.94,5114.0,1.0283688839008256,4317,-6,81926.0,265981.17266916076,32810.0
2015-05-18,237.05,6494.0,1.048936261578842,6447,-25,91391.0,422856.2186660631,34624.0
2015-05-19,235.09,9019.0,1.1929079053249576,-223,-1,101859.0,580500.1476898702,34750.0
2015-05-20,234.29,9044.0,1.1106383946128915,2370,-6,98588.0,489699.29228975024,30108.0
2015-05-21,234.42,7526.0,0.9872341285447925,2640,9,92662.0,465672.2606164807,27578.0
2015-05-22,235.84,6527.0,0.9872341285447925,3152,-7,98237.0,522363.7017870233,29926.0
2015-05-24,239.79,4959.0,0.9872341285447925,3963,20,88645.0,269207.99302474264,27968.0
2015-05-25,240.56,5748.0,0.9872341285447925,2280,-14,99845.0,376683.86082752096,30637.0
2015-05-26,237.99,6505.0,1.1312057722909081,3839,2,102688.0,440689.3411409557,34578.0
2015-05-27,237.61,7097.0,1.048936261578842,2625,64,101267.0,524577.9618954954,29218.0
2015-05-28,237.62,6625.0,0.9049646178327264,2297,20,101760.0,477552.59510762524,23591.0
2015-05-29,237.88,7126.0,1.048936261578842,2875,-42,114524.0,489219.3532825376,24045.0
2015-05-30,235.22,8361.0,1.2751774160370237,4072,6,117091.0,412532.0394503417,23844.0
2015-05-31,233.87,5410.0,1.1929079053249576,2422,-13,91190.0,399748.3949654314,24048.0
2015-06-01,231.75,6405.0,0.9460993731887597,963,-17,121415.0,597335.5473776658,27087.0
2015-06-02,224.65,7079.0,1.0283688839008256,1911,-4,119492.0,539177.0631864069,28566.0
2015-06-03,225.62,6053.0,0.9460993731887597,-334,-7,118646.0,568830.4162975274,34732.0
2015-06-04,226.09,6658.0,0.9460993731887597,-1917,-3,112102.0,529237.0560530239,76661.0
2015-06-05,225.45,5625.0,1.0078015062228092,2766,14,104600.0,617291.6326921878,28700.0
2015-06-06,225.47,4570.0,0.9460993731887597,5166,10,86678.0,429625.3474428308,27936.0
2015-06-07,226.07,3912.0,0.9460993731887597,4197,30,77390.0,333771.5917713309,26086.0
2015-06-08,224.38,5660.0,0.9255319955107428,9662,-24,101036.0,478476.32709968026,46002.0
2015-06-09,228.58,5939.0,0.9460993731887597,4270,-8,114824.0,573978.1441866694,43106.0
2015-06-10,230.18,5474.0,0.9666667508667761,2612,-9,124843.0,585049.2263761094,26645.0
2015-06-11,229.69,5730.0,0.9255319955107428,56,-31,115316.0,554797.7704710268,52355.0
2015-06-12,230.41,4543.0,0.9666667508667761,-2464,-13,118756.0,566010.0501095309,36988.0
2015-06-13,231.01,3214.0,0.9666667508667761,-452,24,98439.0,424147.5728547789,21875.0
2015-06-14,234.94,3222.0,0.9255319955107428,3485,-11,97081.0,445842.9837384837,46935.0
2015-06-15,234.14,4580.0,0.9049646178327264,3267,0,119280.0,667724.9255620979,28128.0
2015-06-16,236.98,4854.0,1.1312057722909081,1126,-10,114051.0,714497.2907544589,84152.0
2015-06-17,246.68,4712.0,1.1106383946128915,1793,-1,124365.0,744348.2781095869,35914.0
2015-06-18,250.58,9010.0,2.056737767801651,1898,-18,118888.0,590959.502373489,38557.0
2015-06-19,248.16,5298.0,1.1723405276469412,6399,8,116908.0,823347.4213481367,28107.0
2015-06-20,246.24,4123.0,1.1312057722909081,2209,-6,95697.0,455272.57380531344,25438.0
2015-06-21,244.8,3685.0,1.0078015062228092,5337,14,90387.0,380955.0278289696,23500.0
2015-06-22,244.19,4960.0,1.048936261578842,3352,2,105101.0,560896.4297447526,27394.0
2015-06-23,246.66,4899.0,1.0695036392568584,2640,19,119803.0,555712.3876979296,28352.0
2015-06-24,244.9,7226.0,0.9255319955107428,3047,-5,105386.0,527088.1859812743,36725.0
2015-06-25,242.2,5782.0,1.0283688839008256,3084,29,103194.0,432736.65740871,26008.0
2015-06-26,243.07,4377.0,0.88439724015471,5063,12,108834.0,659195.0595152082,23984.0
2015-06-27,242.98,3592.0,1.1106383946128915,3824,-24,98342.0,531287.3080441707,23636.0
2015-06-28,249.0,4077.0,0.9460993731887597,4874,12,93088.0,362214.8006497578,25663.0
2015-06-29,251.31,5551.0,1.1929079053249576,3257,22,116525.0,610101.1767811014,40197.0
2015-06-30,254.95,6390.0,1.5631207035292547,8531,34,148863.0,696136.5957994141,33375.0
2015-07-01,262.37,13645.0,1.3368795490710732,2180,36,132547.0,572673.6388266057,29052.0
2015-07-02,259.0,10097.0,1.1929079053249576,4436,36,134738.0,646588.3136583418,27119.0
2015-07-03,256.05,8900.0,1.2751774160370237,4585,-34,122965.0,623222.1328574276,25771.0
2015-07-04,258.58,7897.0,1.1106383946128915,5693,43,97358.0,408159.5187432804,23847.0
2015-07-05,259.03,8579.0,1.3163121713930566,6602,-22,107685.0,503690.5562793996,24976.0
2015-07-06,268.72,12143.0,1.3780143044271063,4981,-28,166883.0,725549.342702713,36903.0
2015-07-07,271.16,14539.0,1.2340426606809907,7243,22,185654.0,648699.7591608835,29915.0
2015-07-08,266.53,14427.0,1.3163121713930566,8045,32,193784.0,596239.562230808,36474.0
2015-07-09,274.68,12306.0,1.2546100383590073,5027,-26,185060.0,607459.0019375478,30281.0
2015-07-10,269.38,10127.0,1.3780143044271063,1119,31,184670.0,806729.446671789,29616.0
2015-07-11,285.13,7117.0,1.2546100383590073,8455,-8,180787.0,496372.99236487725,24645.0
2015-07-12,292.12,7410.0,1.4808511928171888,6036,18,206058.0,518833.1051538311,26775.0
2015-07-13,307.26,11428.0,1.3780143044271063,2025,-11,148479.0,582167.9916177476,42326.0
2015-07-14,289.22,9570.0,1.1723405276469412,-2304,-7,109033.0,614058.9527546893,50267.0
2015-07-15,289.16,9499.0,1.1106383946128915,2855,8,99205.0,571941.2730011846,38595.0
2015-07-16,288.1,9473.0,1.1723405276469412,4480,-5,101629.0,599127.4392456997,35125.0
2015-07-17,279.14,8641.0,1.090071016934875,3216,4,98758.0,514196.9347215908,29831.0
2015-07-18,278.05,6400.0,1.1106383946128915,3715,31,108585.0,417957.6680843327,25985.0
2015-07-19,275.93,11200.0,1.090071016934875,8396,3,90054.0,333827.4246581429,25071.0
2015-07-20,273.69,11084.0,1.1929079053249576,1444,-27,117070.0,498696.96570473094,36888.0
2015-07-21,277.54,10495.0,1.1312057722909081,3625,-16,128230.0,544677.6482112776,30095.0
2015-07-22,277.66,10451.0,1.1517731499689245,1526,4,124430.0,498101.7401881992,44651.0
2015-07-23,276.76,11412.0,1.048936261578842,1003,13,102890.0,523900.83862976,33408.0
2015-07-24,280.17,9069.0,1.1106383946128915,3241,13,100743.0,571605.4330530779,28664.0
2015-07-25,286.01,6845.0,1.048936261578842,2065,4,90499.0,353507.5017124104,21076.0
2015-07-26,288.34,8079.0,1.1929079053249576,5414,-1,87558.0,268953.8667292262,15592.0
2015-07-27,291.47,10170.0,1.1517731499689245,4058,-18,109163.0,459565.70928041823,30972.0
2015-07-28,292.7,10121.0,1.1312057722909081,3589,31,113834.0,565496.3868598011,33519.0
2015-07-29,291.9,10702.0,1.1106383946128915,2767,-17,136494.0,529915.0134625477,37726.0
2015-07-30,290.83,10162.0,0.9255319955107428,2231,-8,118839.0,495206.86931414384,33018.0
2015-07-31,287.88,8131.0,1.048936261578842,3761,32,140543.0,437209.74044292135,27789.0
2015-08-01,285.02,8749.0,1.7276597249533872,2076,10,142559.0,338832.67611586524,26960.0
2015-08-02,281.18,6041.0,1.4191490597831393,7194,11,89567.0,269192.83115946373,24294.0
2015-08-03,281.43,6153.0,1.1517731499689245,3413,-27,111928.0,466027.0059928536,35036.0
2015-08-04,282.55,5479.0,1.1929079053249576,4148,9,125972.0,494194.73498839256,34486.0
2015-08-05,284.78,5156.0,1.1517731499689245,6147,-26,126047.0,581560.650375073,31470.0
2015-08-06,282.66,4916.0,1.0695036392568584,2208,5,128785.0,518631.22184004344,35658.0
2015-08-07,279.43,4635.0,1.090071016934875,1255,-6,108427.0,474112.3489739092,47467.0
2015-08-08,275.92,3505.0,1.0078015062228092,2427,9,95133.0,518288.7715376038,29031.0
2015-08-09,267.89,3500.0,1.090071016934875,4937,62,85423.0,544784.9596045315,27132.0
2015-08-10,264.02,4426.0,1.1312057722909081,3453,-6,109660.0,551122.648228019,27744.0
2015-08-11,264.33,4800.0,1.0695036392568584,2445,34,110290.0,520472.9053343594,26653.0
2015-08-12,268.01,4987.0,1.048936261578842,4985,-16,111477.0,569820.9102810302,29241.0
2015-08-13,266.05,6524.0,1.0283688839008256,2482,-22,111305.0,616849.9133335028,31087.0
2015-08-14,264.91,4393.0,1.0283688839008256,3972,-3,105522.0,620318.5890114757,30737.0
2015-08-15,265.8,3338.0,1.0078015062228092,2959,-9,90604.0,348265.3259647712,28722.0
2015-08-16,263.84,3518.0,1.1312057722909081,5349,10,84377.0,389371.92317621346,24050.0
2015-08-17,258.76,4773.0,1.0283688839008256,898,-33,109830.0,653979.4500128288,37040.0
2015-08-18,252.11,6739.0,1.2957447937150404,4492,44,112474.0,638222.9130394285,28767.0
2015-08-19,241.71,6935.0,1.4808511928171888,3054,-21,114360.0,687047.8555441706,28539.0
2015-08-20,230.14,6181.0,1.3368795490710732,3573,3,111874.0,639672.5152692376,36462.0
2015-08-21,234.01,5400.0,1.3368795490710732,2792,24,105989.0,560589.4254632521,39012.0
2015-08-22,233.09,3801.0,1.1517731499689245,6429,-23,98596.0,442097.6121716008,34967.0
2015-08-23,227.41,4536.0,1.1929079053249576,7399,-13,87611.0,384085.4249723505,27692.0
2015-08-24,228.45,7339.0,1.3780143044271063,1767,-18,114594.0,784869.7655325654,34342.0
2015-08-25,215.25,5891.0,1.4602838151391722,4885,6,115798.0,803232.3308806105,37941.0
2015-08-26,219.01,5667.0,1.2340426606809907,1310,40,116768.0,648590.1679043808,33987.0
2015-08-27,226.32,4935.0,1.1106383946128915,7195,0,110860.0,578727.6060459922,34558.0
2015-08-28,226.6,4292.0,1.0283688839008256,6415,-20,113434.0,632565.3676753461,39945.0
2015-08-29,230.39,3771.0,1.1517731499689245,1460,18,102722.0,393930.91947251797,14768.0
2015-08-30,230.08,3976.0,1.090071016934875,4362,-16,88921.0,298285.03642064374,32134.0
2015-08-31,228.79,5041.0,1.0283688839008256,481,-1,119675.0,598386.2225156432,35949.0
2015-09-01,230.45,5792.0,1.0695036392568584,910,-22,121546.0,671795.2478988562,37021.0
2015-09-02,229.36,5351.0,1.1106383946128915,4607,4,142073.0,631687.8018321358,39013.0
2015-09-03,229.03,5071.0,1.0283688839008256,2250,43,118926.0,567044.6845161386,42474.0
2015-09-04,228.22,4257.0,1.0078015062228092,2681,-24,95535.0,485601.9523403423,36321.0
2015-09-05,230.52,3189.0,1.048936261578842,936,-10,114936.0,372946.1348447719,29023.0
2015-09-06,234.14,3376.0,1.0078015062228092,4488,-14,98249.0,375463.0910023769,35583.0
2015-09-07,240.17,4324.0,0.9872341285447925,2598,-15,115241.0,453776.26109090436,38792.0
2015-09-08,240.43,5249.0,1.090071016934875,3681,20,118155.0,680348.6857520997,46889.0
2015-09-09,243.59,5276.0,0.9872341285447925,1364,-1,118964.0,586403.4631184024,16909.0
2015-09-10,240.26,5148.0,0.9872341285447925,1162,7,117403.0,624592.0033133358,37882.0
2015-09-11,239.02,4869.0,0.9666667508667761,4210,11,158347.0,536037.0683549353,38518.0
2015-09-12,238.35,3520.0,0.9255319955107428,6039,7,115142.0,330488.61498337873,32205.0
2015-09-13,236.7,3705.0,0.9460993731887597,5485,-9,129805.0,343319.0444644748,40350.0
2015-09-14,231.66,5384.0,0.9872341285447925,1630,-20,149076.0,551953.2738322789,16262.0
2015-09-15,230.23,5273.0,1.048936261578842,5548,-7,149413.0,596786.3774428739,20470.0
2015-09-16,230.4,5422.0,1.048936261578842,3823,23,159879.0,635053.5011755456,45085.0
2015-09-17,229.78,5342.0,1.1106383946128915,8205,-12,250884.0,524689.4930282248,33180.0
2015-09-18,233.01,5995.0,1.1929079053249576,2507,6,142453.0,516918.9546700794,31747.0
2015-09-19,233.06,3810.0,1.048936261578842,-1063,13,108098.0,395974.6240302168,39778.0
2015-09-20,232.09,3857.0,1.0078015062228092,6056,-15,103346.0,338675.0625847766,65535.0
2015-09-21,231.68,5673.0,1.090071016934875,202,1,124479.0,671766.0105170091,59563.0
2015-09-22,229.18,6430.0,1.1312057722909081,3436,30,127746.0,665329.5038384625,82378.0
2015-09-23,230.49,37796.0,1.1106383946128915,2513,-22,125365.0,575981.90951315,42946.0
2015-09-24,230.88,5583.0,1.090071016934875,2605,20,116573.0,543140.4515963406,46527.0
2015-09-25,234.34,7094.0,1.048936261578842,2093,-3,121765.0,619109.0544977024,41322.0
2015-09-26,235.38,4079.0,1.0283688839008256,-236,30,109899.0,418895.35298507655,41039.0
2015-09-27,235.73,4132.0,1.090071016934875,4466,-41,101145.0,309524.2106176742,30532.0
2015-09-28,233.55,5366.0,1.0078015062228092,2900,4,131816.0,600915.3666915237,35355.0
2015-09-29,238.39,5567.0,1.048936261578842,3689,-18,133203.0,683391.3541865668,40135.0
2015-09-30,237.95,5753.0,1.0695036392568584,6138,-21,131726.0,581822.0583555333,43080.0
2015-10-01,237.2,5308.0,0.9872341285447925,3063,21,128616.0,690865.185926149,41189.0
2015-10-02,238.9,4819.0,0.9666667508667761,1268,15,132537.0,629808.3045853487,35561.0
2015-10-03,237.91,3799.0,1.0078015062228092,1854,4,113705.0,359216.8698583021,49494.0
2015-10-04,239.33,4251.0,1.0283688839008256,10407,-5,97698.0,384736.95489953615,33909.0
2015-10-05,239.55,5919.0,1.0078015062228092,4185,3,119254.0,632748.6474969152,32712.0
2015-10-06,240.01,8092.0,1.1106383946128915,-41,-16,139034.0,606898.7198439211,39541.0
2015-10-07,245.88,6835.0,1.0283688839008256,4081,22,126854.0,707909.3862901477,38773.0
2015-10-08,244.84,5671.0,1.0283688839008256,3686,31,132786.0,801846.6828318189,35461.0
2015-10-09,243.91,5565.0,0.9872341285447925,7155,-16,109875.0,539046.0270720327,30426.0
2015-10-10,244.77,4562.0,0.9872341285447925,3910,1,118159.0,493929.43641804147,29433.0
2015-10-11,245.82,4752.0,0.8638298624766936,8799,2,99211.0,384430.5443418467,27940.0
2015-10-12,249.43,5988.0,1.0283688839008256,-70,17,126926.0,664343.1597114475,34146.0
2015-10-13,246.25,5731.0,1.0283688839008256,4798,6,128780.0,835791.3591291745,31813.0
2015-10-14,249.49,7255.0,1.0283688839008256,927,-23,133423.0,773931.6832169752,28030.0
2015-10-15,253.14,5408.0,0.9255319955107428,5134,-2,146480.0,839454.7723912569,37296.0
2015-10-16,255.27,5084.0,1.0695036392568584,2066,-15,133472.0,760520.0824860911,36070.0
2015-10-17,264.73,3919.0,1.1517731499689245,3648,-12,129752.0,592017.7401267235,31701.0
2015-10-18,269.65,4111.0,1.0695036392568584,5422,25,109679.0,498482.21527573327,25220.0
2015-10-19,264.74,6278.0,1.048936261578842,2778,81,138798.0,772338.238912398,35703.0
2015-10-20,264.43,5995.0,1.2957447937150404,7172,-2,138068.0,716894.4685421414,42914.0
2015-10-21,270.15,5703.0,1.1723405276469412,4189,4,139873.0,624489.8182587748,38896.0
2015-10-22,272.37,6141.0,1.1517731499689245,5479,-8,140856.0,721370.2160938338,44027.0
2015-10-23,273.89,5772.0,1.1312057722909081,7040,11,132947.0,646680.6452164352,37326.0
2015-10-24,277.57,4204.0,1.2134752830029742,1793,-8,132876.0,574117.2250686013,36013.0
2015-10-25,281.75,4814.0,1.1517731499689245,1212,-21,124427.0,592988.5386541879,30139.0
2015-10-26,288.55,6647.0,1.1723405276469412,6608,18,107556.0,716099.0821740469,37096.0
2015-10-27,293.23,6508.0,1.2340426606809907,10926,-5,145302.0,770766.1067643089,50484.0
2015-10-28,294.32,6736.0,1.2751774160370237,5436,-27,152835.0,822844.4942198703,45782.0
2015-10-29,302.13,6750.0,1.5014185704952052,3951,12,153040.0,1087270.3125805107,45960.0
2015-10-30,311.67,6559.0,1.604255458885288,7726,-57,155697.0,1067759.025278423,32577.0
2015-10-31,326.27,4270.0,1.3163121713930566,5496,25,146194.0,750104.7270838785,35257.0
2015-11-01,334.23,5066.0,1.5219859481732219,-3902,-29,143920.0,692890.8387658609,31402.0
2015-11-02,320.98,6956.0,1.6910954979702464,4877,12,163771.0,1112855.6112510436,35962.0
2015-11-03,347.73,7919.0,2.4520884720568574,11532,-1,175751.0,1902884.2993164759,42652.0
2015-11-04,392.01,9399.0,3.2130814461434682,5751,-77,193303.0,2438239.7058489798,54768.0
2015-11-05,438.82,10587.0,2.748030184201651,8678,3,170973.0,1479104.4815587627,51405.0
2015-11-06,393.37,7167.0,2.0293145975642957,2352,25,159075.0,1151006.910130155,43351.0
2015-11-07,372.47,5051.0,1.7333728854195027,2892,-35,143102.0,869126.6490241194,36433.0
