date,tweets
2014-10-23,21036.0
2014-10-24,11147.0
2014-10-25,22449.0
2014-10-26,20090.0
2014-10-27,21632.0
2014-10-28,20173.0
2014-10-29,22081.0
2014-10-30,22855.0
2014-10-31,22906.0
2014-11-01,30263.0
2014-11-02,21408.0
2014-11-03,26060.0
2014-11-04,20992.0
2014-11-05,20871.0
2014-11-06,24348.0
2014-11-07,24244.0
2014-11-08,18964.0
2014-11-09,18949.0
2014-11-10,22516.0
2014-11-11,23156.0
2014-11-12,25601.0
2014-11-13,26798.0
2014-11-14,23449.0
2014-11-15,21104.0
2014-11-16,21652.0
2014-11-17,25728.0
2014-11-18,28238.0
2014-11-19,25117.0
2014-11-20,23707.0
2014-11-21,24577.0
2014-11-22,22344.0
2014-11-23,20544.0
2014-11-24,25545.0
2014-11-25,25985.0
2014-11-26,27929.0
2014-11-27,25790.0
2014-11-28,24830.0
2014-11-29,26555.0
2014-11-30,20117.0
2014-12-01,26508.0
2014-12-02,32744.0
2014-12-03,24990.0
2014-12-04,26370.0
2014-12-05,25043.0
2014-12-06,21503.0
2014-12-07,21983.0
2014-12-08,24899.0
2014-12-09,27224.0
2014-12-10,25421.0
2014-12-11,32162.0
2014-12-12,25383.0
2014-12-13,26584.0
2014-12-14,23579.0
2014-12-15,26094.0
2014-12-16,27622.0
2014-12-17,28350.0
2014-12-18,26969.0
2014-12-19,23574.0
2014-12-20,23524.0
2014-12-21,21411.0
2014-12-22,23172.0
2014-12-23,25504.0
2014-12-24,24192.0
2014-12-25,21216.0
2014-12-26,21728.0
2014-12-27,21543.0
2014-12-28,18427.0
2014-12-29,19605.0
2014-12-30,19477.0
2014-12-31,20017.0
2015-01-01,18681.0
2015-01-02,9385.0
2015-01-03,9385.0
2015-01-04,7300.0
2015-01-05,23092.0
2015-01-06,25041.0
2015-01-07,26987.0
2015-01-08,22546.0
2015-01-09,30439.0
2015-01-10,22162.0
2015-01-11,20760.0
2015-01-12,24861.0
2015-01-13,30086.0
2015-01-14,35414.0
2015-01-15,26417.0
2015-01-16,26448.0
2015-01-17,19187.0
2015-01-18,24812.0
2015-01-19,27548.0
2015-01-20,26982.0
2015-01-21,24660.0
2015-01-22,25882.0
2015-01-23,24058.0
2015-01-24,32718.0
2015-01-25,21312.0
2015-01-26,33929.0
2015-01-27,26135.0
2015-01-28,27422.0
2015-01-29,25184.0
2015-01-30,22919.0
2015-01-31,18146.0
2015-02-01,19445.0
2015-02-02,24761.0
2015-02-03,33419.0
2015-02-04,22995.0
2015-02-05,28935.0
2015-02-06,23289.0
2015-02-07,19540.0
2015-02-08,20792.0
2015-02-09,24642.0
2015-02-10,24331.0
2015-02-11,39339.0
2015-02-12,25742.0
2015-02-13,27697.0
2015-02-14,19041.0
2015-02-15,21846.0
2015-02-16,24782.0
2015-02-17,24354.0
2015-02-18,22628.0
2015-02-19,24979.0
2015-02-20,29514.0
2015-02-21,20543.0
2015-02-22,20579.0
2015-02-23,23428.0
2015-02-24,24385.0
2015-02-25,24137.0
2015-02-26,26283.0
2015-02-27,30545.0
2015-02-28,20811.0
2015-03-01,18895.0
2015-03-02,23297.0
2015-03-03,25764.0
2015-03-04,25007.0
2015-03-05,24174.0
2015-03-06,22774.0
2015-03-07,19322.0
2015-03-08,19396.0
2015-03-09,23937.0
2015-03-10,28378.0
2015-03-11,25733.0
2015-03-12,24527.0
2015-03-13,25574.0
2015-03-14,21952.0
2015-03-15,24161.0
2015-03-16,24071.0
2015-03-17,36584.0
2015-03-18,24807.0
2015-03-19,31393.0
2015-03-20,26773.0
2015-03-21,23297.0
2015-03-22,27846.0
2015-03-23,34762.0
2015-03-24,31576.0
2015-03-25,35297.0
2015-03-26,37079.0
2015-03-27,36691.0
2015-03-28,31697.0
2015-03-29,31897.0
2015-03-30,38669.0
2015-03-31,35388.0
2015-04-01,34237.0
2015-04-02,29264.0
2015-04-03,30317.0
2015-04-04,27885.0
2015-04-05,29227.0
2015-04-06,29046.0
2015-04-07,29994.0
2015-04-08,37076.0
2015-04-09,37353.0
2015-04-10,28657.0
2015-04-11,27225.0
2015-04-12,25877.0
2015-04-13,29205.0
2015-04-14,30124.0
2015-04-15,28598.0
2015-04-16,34517.0
2015-04-17,28275.0
2015-04-18,25659.0
2015-04-19,26993.0
2015-04-20,28470.0
2015-04-21,32701.0
2015-04-22,30895.0
2015-04-23,30202.0
2015-04-24,35266.0
2015-04-25,25715.0
2015-04-26,36471.0
2015-04-27,39066.0
2015-04-28,31957.0
2015-04-29,30639.0
2015-04-30,29720.0
2015-05-01,27237.0
2015-05-02,25012.0
2015-05-03,27042.0
2015-05-04,29448.0
2015-05-05,27820.0
2015-05-06,29624.0
2015-05-07,27526.0
2015-05-08,25655.0
2015-05-09,23791.0
2015-05-10,31503.0
2015-05-11,32317.0
2015-05-12,30635.0
2015-05-13,30934.0
2015-05-14,31708.0
2015-05-15,42997.0
2015-05-16,32407.0
2015-05-17,32810.0
2015-05-18,34624.0
2015-05-19,34750.0
2015-05-20,30108.0
2015-05-21,27578.0
2015-05-22,29926.0
2015-05-23,27166.0
2015-05-24,27968.0
2015-05-25,30637.0
2015-05-26,34578.0
2015-05-27,29218.0
2015-05-28,23591.0
2015-05-29,24045.0
2015-05-30,23844.0
2015-05-31,24048.0
2015-06-01,27087.0
2015-06-02,28566.0
2015-06-03,34732.0
2015-06-04,76661.0
2015-06-05,28700.0
2015-06-06,27936.0
2015-06-07,26086.0
2015-06-08,46002.0
2015-06-09,43106.0
2015-06-10,26645.0
2015-06-11,52355.0
2015-06-12,36988.0
2015-06-13,21875.0
2015-06-14,46935.0
2015-06-15,28128.0
2015-06-16,84152.0
2015-06-17,35914.0
2015-06-18,38557.0
2015-06-19,28107.0
2015-06-20,25438.0
2015-06-21,23500.0
2015-06-22,27394.0
2015-06-23,28352.0
2015-06-24,36725.0
2015-06-25,26008.0
2015-06-26,23984.0
2015-06-27,23636.0
2015-06-28,25663.0
2015-06-29,40197.0
2015-06-30,33375.0
2015-07-01,29052.0
2015-07-02,27119.0
2015-07-03,25771.0
2015-07-04,23847.0
2015-07-05,24976.0
2015-07-06,36903.0
2015-07-07,29915.0
2015-07-08,36474.0
2015-07-09,30281.0
2015-07-10,29616.0
2015-07-11,24645.0
2015-07-12,26775.0
2015-07-13,42326.0
2015-07-14,50267.0
2015-07-15,38595.0
2015-07-16,35125.0
2015-07-17,29831.0
2015-07-18,25985.0
2015-07-19,25071.0
2015-07-20,36888.0
2015-07-21,30095.0
2015-07-22,44651.0
2015-07-23,33408.0
2015-07-24,28664.0
2015-07-25,21076.0
2015-07-26,15592.0
2015-07-27,30972.0
2015-07-28,33519.0
2015-07-29,37726.0
2015-07-30,33018.0
2015-07-31,27789.0
2015-08-01,26960.0
2015-08-02,24294.0
2015-08-03,35036.0
2015-08-04,34486.0
2015-08-05,31470.0
2015-08-06,35658.0
2015-08-07,47467.0
2015-08-08,29031.0
2015-08-09,27132.0
2015-08-10,27744.0
2015-08-11,26653.0
2015-08-12,29241.0
2015-08-13,31087.0
2015-08-14,30737.0
2015-08-15,28722.0
2015-08-16,24050.0
2015-08-17,37040.0
2015-08-18,28767.0
2015-08-19,28539.0
2015-08-20,36462.0
2015-08-21,39012.0
2015-08-22,34967.0
2015-08-23,27692.0
2015-08-24,34342.0
2015-08-25,37941.0
2015-08-26,33987.0
2015-08-27,34558.0
2015-08-28,39945.0
2015-08-29,14768.0
2015-08-30,32134.0
2015-08-31,35949.0
2015-09-01,37021.0
2015-09-02,39013.0
2015-09-03,42474.0
2015-09-04,36321.0
2015-09-05,29023.0
2015-09-06,35583.0
2015-09-07,38792.0
2015-09-08,46889.0
2015-09-09,16909.0
2015-09-10,37882.0
2015-09-11,38518.0
2015-09-12,32205.0
2015-09-13,40350.0
2015-09-14,16262.0
2015-09-15,20470.0
2015-09-16,45085.0
2015-09-17,33180.0
2015-09-18,31747.0
2015-09-19,39778.0
2015-09-20,65535.0
2015-09-21,59563.0
2015-09-22,82378.0
2015-09-23,42946.0
2015-09-24,46527.0
2015-09-25,41322.0
2015-09-26,41039.0
2015-09-27,30532.0
2015-09-28,35355.0
2015-09-29,40135.0
2015-09-30,43080.0
2015-10-01,41189.0
2015-10-02,35561.0
2015-10-03,49494.0
2015-10-04,33909.0
2015-10-05,32712.0
2015-10-06,39541.0
2015-10-07,38773.0
2015-10-08,35461.0
2015-10-09,30426.0
2015-10-10,29433.0
2015-10-11,27940.0
2015-10-12,34146.0
2015-10-13,31813.0
2015-10-14,28030.0
2015-10-15,37296.0
2015-10-16,36070.0
2015-10-17,31701.0
2015-10-18,25220.0
2015-10-19,35703.0
2015-10-20,42914.0
2015-10-21,38896.0
2015-10-22,44027.0
2015-10-23,37326.0
2015-10-24,36013.0
2015-10-25,30139.0
2015-10-26,37096.0
2015-10-27,50484.0
2015-10-28,45782.0
2015-10-29,45960.0
2015-10-30,32577.0
2015-10-31,35257.0
2015-11-01,31402.0
2015-11-02,35962.0
2015-11-03,42652.0
2015-11-04,54768.0
2015-11-05,51405.0
2015-11-06,43351.0
2015-11-07,36433.0
2015-11-08,39567.0
2015-11-09,45103.0
2015-11-10,43853.0
2015-11-11,34774.0
2015-11-12,38371.0
2015-11-13,35364.0
2015-11-14,30226.0
2015-11-15,32216.0
2015-11-16,35757.0
2015-11-17,36957.0
2015-11-18,40387.0
2015-11-19,32915.0
2015-11-20,33652.0
2015-11-21,25295.0
2015-11-22,17983.0
2015-11-23,21268.0
2015-11-24,20427.0
2015-11-25,27288.0
2015-11-26,24681.0
2015-11-27,25861.0
2015-11-28,25749.0
2015-11-29,24219.0
2015-11-30,26261.0
2015-12-01,25143.0
2015-12-02,23887.0
2015-12-03,23460.0
2015-12-04,22066.0
2015-12-05,22531.0
2015-12-06,22728.0
2015-12-07,25413.0
2015-12-08,24716.0
2015-12-09,33862.0
2015-12-10,25232.0
2015-12-11,26210.0
2015-12-12,23062.0
2015-12-13,21459.0
2015-12-14,32070.0
2015-12-15,28842.0
2015-12-16,27652.0
2015-12-17,23729.0
2015-12-18,24189.0
2015-12-19,21372.0
2015-12-20,19855.0
2015-12-21,24803.0
2015-12-22,25707.0
2015-12-23,26011.0
2015-12-24,23679.0
2015-12-25,21240.0
2015-12-26,21795.0
2015-12-27,32284.0
2015-12-28,31890.0
2015-12-29,24417.0
2015-12-30,26654.0
2015-12-31,24012.0
2016-01-01,20122.0
2016-01-02,19715.0
2016-01-03,19638.0
2016-01-04,23308.0
2016-01-05,27207.0
2016-01-06,24615.0
2016-01-07,24700.0
2016-01-08,26040.0
2016-01-09,20585.0
2016-01-10,20755.0
2016-01-11,23867.0
2016-01-12,27110.0
2016-01-13,27094.0
2016-01-14,25568.0
2016-01-15,31035.0
2016-01-16,28097.0
2016-01-17,25408.0
2016-01-18,29308.0
2016-01-19,24617.0
2016-01-20,29720.0
2016-01-21,29595.0
2016-01-22,27533.0
2016-01-23,23029.0
2016-01-24,22635.0
2016-01-25,25172.0
2016-01-26,26057.0
2016-01-27,28379.0
2016-01-28,26070.0
2016-01-29,29331.0
2016-01-30,25049.0
2016-01-31,27728.0
2016-02-01,29309.0
2016-02-02,26458.0
2016-02-03,27023.0
2016-02-04,26103.0
2016-02-05,26621.0
2016-02-06,23929.0
2016-02-07,24021.0
2016-02-08,27363.0
2016-02-09,25751.0
2016-02-10,28230.0
2016-02-11,29630.0
2016-02-12,28064.0
2016-02-13,25543.0
2016-02-14,25283.0
2016-02-15,27181.0
2016-02-16,27923.0
2016-02-17,29153.0
2016-02-18,24986.0
2016-02-19,27889.0
2016-02-20,23050.0
2016-02-21,25424.0
2016-02-22,25239.0
2016-02-23,28499.0
2016-02-24,27169.0
2016-02-25,28753.0
2016-02-26,30726.0
2016-02-27,24902.0
2016-02-28,28161.0
2016-02-29,28270.0
2016-03-01,25668.0
2016-03-02,27957.0
2016-03-03,31442.0
2016-03-04,30294.0
2016-03-05,28045.0
2016-03-06,24747.0
2016-03-07,29486.0
2016-03-08,27850.0
2016-03-09,28142.0
2016-03-10,30719.0
2016-03-11,29704.0
2016-03-12,28068.0
2016-03-13,28299.0
2016-03-14,28751.0
2016-03-15,30661.0
2016-03-16,33113.0
2016-03-17,30033.0
2016-03-18,25976.0
2016-03-19,27011.0
2016-03-20,22064.0
2016-03-21,25353.0
2016-03-22,25184.0
2016-03-23,23845.0
2016-03-24,22710.0
2016-03-25,22593.0
2016-03-26,20187.0
2016-03-27,19044.0
2016-03-28,23045.0
2016-03-29,31699.0
2016-03-30,35672.0
2016-03-31,24191.0
2016-04-01,24472.0
2016-04-02,21507.0
2016-04-03,21378.0
2016-04-04,24516.0
2016-04-05,26914.0
2016-04-06,23270.0
2016-04-07,23407.0
2016-04-08,24554.0
2016-04-09,19399.0
2016-04-10,19193.0
2016-04-11,23919.0
2016-04-12,23252.0
2016-04-13,23243.0
2016-04-14,24938.0
2016-04-15,27593.0
2016-04-16,20857.0
2016-04-17,19395.0
2016-04-18,21989.0
2016-04-19,22642.0
2016-04-20,22973.0
2016-04-21,23282.0
2016-04-22,24241.0
2016-04-23,25236.0
2016-04-24,30727.0
2016-04-25,28861.0
2016-04-26,26206.0
2016-04-27,28009.0
2016-04-28,26142.0
2016-04-29,26067.0
2016-04-30,22785.0
2016-05-01,22113.0
2016-05-02,44092.0
2016-05-03,34902.0
2016-05-04,28567.0
2016-05-05,27508.0
2016-05-06,24738.0
2016-05-07,21334.0
2016-05-08,20478.0
2016-05-09,23092.0
2016-05-10,23402.0
2016-05-11,21597.0
2016-05-12,22343.0
2016-05-13,23638.0
2016-05-14,19355.0
2016-05-15,19527.0
2016-05-16,21419.0
2016-05-17,21242.0
2016-05-18,21130.0
2016-05-19,21055.0
2016-05-20,21015.0
2016-05-21,18208.0
2016-05-22,20846.0
2016-05-23,25025.0
2016-05-24,25558.0
2016-05-25,25514.0
2016-05-26,25096.0
2016-05-27,22418.0
2016-05-28,20785.0
2016-05-29,21179.0
2016-05-30,23116.0
2016-05-31,22168.0
2016-06-01,24322.0
2016-06-02,25664.0
2016-06-03,25989.0
2016-06-04,22507.0
2016-06-05,24256.0
2016-06-06,25168.0
2016-06-07,25479.0
2016-06-08,25213.0
2016-06-09,23455.0
2016-06-10,23436.0
2016-06-11,20546.0
2016-06-12,25917.0
2016-06-13,27242.0
2016-06-14,23970.0
2016-06-15,24561.0
2016-06-16,26795.0
2016-06-17,26724.0
2016-06-18,20862.0
2016-06-19,20799.0
2016-06-20,27198.0
2016-06-21,27064.0
2016-06-22,25119.0
2016-06-23,24183.0
2016-06-24,26403.0
2016-06-25,20205.0
2016-06-26,20500.0
2016-06-27,23913.0
2016-06-28,23816.0
2016-06-29,23872.0
2016-06-30,23132.0
2016-07-01,23027.0
2016-07-02,23595.0
2016-07-03,20287.0
2016-07-04,21181.0
2016-07-05,22046.0
2016-07-06,23770.0
2016-07-07,23909.0
2016-07-08,23469.0
2016-07-09,25041.0
2016-07-10,20364.0
2016-07-11,22699.0
2016-07-12,22223.0
2016-07-13,22998.0
2016-07-14,21544.0
2016-07-15,20434.0
2016-07-16,18987.0
2016-07-17,19456.0
2016-07-18,21330.0
2016-07-19,23226.0
2016-07-20,22621.0
2016-07-21,20837.0
2016-07-22,20712.0
2016-07-23,18351.0
2016-07-24,18766.0
2016-07-25,22664.0
2016-07-26,23499.0
2016-07-27,21902.0
2016-07-28,23727.0
2016-07-29,20354.0
2016-07-30,17310.0
2016-07-31,17590.0
2016-08-01,22021.0
2016-08-02,27947.0
2016-08-03,33437.0
2016-08-04,25150.0
2016-08-05,25115.0
2016-08-06,20484.0
2016-08-07,20769.0
2016-08-08,24232.0
2016-08-09,24435.0
2016-08-10,30224.0
2016-08-11,23497.0
2016-08-12,25008.0
2016-08-13,21026.0
2016-08-14,24566.0
2016-08-15,25180.0
2016-08-16,23549.0
2016-08-17,22643.0
2016-08-18,20849.0
2016-08-19,18562.0
2016-08-20,14687.0
2016-08-21,14412.0
2016-08-22,18821.0
2016-08-23,18812.0
2016-08-24,19302.0
2016-08-25,20127.0
2016-08-26,19606.0
2016-08-27,15956.0
2016-08-28,17112.0
2016-08-29,22110.0
2016-08-30,18322.0
2016-08-31,17456.0
2016-09-01,18373.0
2016-09-02,20605.0
2016-09-03,16664.0
2016-09-04,16972.0
2016-09-05,23183.0
2016-09-06,35065.0
2016-09-07,23060.0
2016-09-08,19731.0
2016-09-09,19091.0
2016-09-10,18701.0
2016-09-11,16124.0
2016-09-12,18821.0
2016-09-13,20868.0
2016-09-14,20554.0
2016-09-15,21820.0
2016-09-16,20588.0
2016-09-17,17201.0
2016-09-18,13717.0
2016-09-19,13913.0
2016-09-20,26427.0
2016-09-21,18606.0
2016-09-22,18260.0
2016-09-23,19726.0
2016-09-24,17748.0
2016-09-25,17984.0
2016-09-26,20210.0
2016-09-27,20912.0
2016-09-28,19750.0
2016-09-29,21230.0
2016-09-30,17676.0
2016-10-01,17285.0
2016-10-02,16869.0
2016-10-03,22770.0
2016-10-04,20191.0
2016-10-05,19102.0
2016-10-06,19174.0
2016-10-07,21247.0
2016-10-08,18265.0
2016-10-09,17597.0
2016-10-10,19079.0
2016-10-11,20605.0
2016-10-12,19254.0
2016-10-13,17289.0
2016-10-14,17479.0
2016-10-15,20593.0
2016-10-16,18498.0
2016-10-17,18689.0
2016-10-18,17940.0
2016-10-19,20522.0
2016-10-20,17281.0
2016-10-21,15145.0
2016-10-22,13770.0
2016-10-23,14832.0
2016-10-24,18801.0
2016-10-25,15756.0
2016-10-26,17995.0
2016-10-27,19247.0
2016-10-28,19798.0
2016-10-29,18463.0
2016-10-30,19812.0
2016-10-31,23052.0
2016-11-01,21499.0
2016-11-02,20959.0
2016-11-03,20253.0
2016-11-04,18517.0
2016-11-05,17653.0
2016-11-06,20121.0
2016-11-07,22734.0
2016-11-08,22954.0
2016-11-09,24370.0
2016-11-10,20972.0
2016-11-11,19923.0
2016-11-12,17540.0
2016-11-13,19573.0
2016-11-14,22700.0
2016-11-15,23129.0
2016-11-16,23016.0
2016-11-17,22943.0
2016-11-18,22105.0
2016-11-19,20995.0
2016-11-20,17894.0
2016-11-21,22770.0
2016-11-22,22500.0
2016-11-23,21827.0
2016-11-24,21061.0
2016-11-25,20433.0
2016-11-26,19734.0
2016-11-27,19864.0
2016-11-28,22289.0
2016-11-29,21602.0
2016-11-30,21457.0
2016-12-01,21117.0
2016-12-02,20335.0
2016-12-03,16186.0
2016-12-04,16345.0
2016-12-05,18558.0
2016-12-06,20236.0
2016-12-07,21592.0
2016-12-08,21302.0
2016-12-09,19749.0
2016-12-10,18331.0
2016-12-11,16070.0
2016-12-12,18775.0
2016-12-13,20749.0
2016-12-14,21101.0
2016-12-15,19341.0
2016-12-16,19242.0
2016-12-17,18364.0
2016-12-18,18930.0
2016-12-19,25718.0
2016-12-20,22945.0
2016-12-21,25531.0
2016-12-22,27288.0
2016-12-23,29448.0
2016-12-24,22045.0
2016-12-25,17925.0
2016-12-26,19894.0
2016-12-27,22525.0
2016-12-28,24151.0
2016-12-29,22502.0
2016-12-30,18971.0
2016-12-31,18483.0
2017-01-01,21071.0
2017-01-02,26461.0
2017-01-03,27269.0
2017-01-04,31611.0
2017-01-05,33407.0
2017-01-06,29065.0
2017-01-07,22717.0
2017-01-08,19595.0
2017-01-09,23277.0
2017-01-10,22918.0
2017-01-11,29228.0
2017-01-12,30387.0
2017-01-13,28785.0
2017-01-14,22367.0
2017-01-15,22232.0
2017-01-16,24103.0
2017-01-17,25648.0
2017-01-18,26491.0
2017-01-19,27848.0
2017-01-20,23365.0
2017-01-21,20833.0
2017-01-22,20816.0
2017-01-23,24809.0
2017-01-24,28304.0
2017-01-25,27278.0
2017-01-26,24366.0
2017-01-27,23178.0
2017-01-28,21300.0
2017-01-29,20789.0
2017-01-30,27170.0
2017-01-31,23711.0
2017-02-01,22600.0
2017-02-02,23547.0
2017-02-03,26694.0
2017-02-04,27112.0
2017-02-05,23530.0
2017-02-06,29026.0
2017-02-07,30138.0
2017-02-08,26445.0
2017-02-09,27886.0
2017-02-10,26096.0
2017-02-11,26759.0
2017-02-12,27211.0
2017-02-13,24621.0
2017-02-14,27568.0
2017-02-15,26945.0
2017-02-16,24357.0
2017-02-17,26355.0
2017-02-18,21344.0
2017-02-19,19946.0
2017-02-20,26113.0
2017-02-21,25187.0
2017-02-22,26751.0
2017-02-23,27929.0
2017-02-24,37286.0
2017-02-25,24005.0
2017-02-26,27326.0
2017-02-27,24703.0
2017-02-28,23501.0
2017-03-01,25248.0
2017-03-02,28277.0
2017-03-03,31848.0
2017-03-04,24535.0
2017-03-05,22507.0
2017-03-06,29476.0
2017-03-07,31214.0
2017-03-08,28463.0
2017-03-09,29362.0
2017-03-10,36952.0
2017-03-11,30193.0
2017-03-12,26226.0
2017-03-13,27414.0
2017-03-14,27110.0
2017-03-15,25560.0
2017-03-16,26412.0
2017-03-17,28612.0
2017-03-18,25964.0
2017-03-19,26859.0
2017-03-20,30480.0
2017-03-21,29659.0
2017-03-22,32507.0
2017-03-23,39969.0
2017-03-24,30279.0
2017-03-25,29728.0
2017-03-26,23985.0
2017-03-27,25216.0
2017-03-28,26462.0
2017-03-29,24593.0
2017-03-30,25723.0
2017-03-31,24542.0
2017-04-01,21680.0
2017-04-02,21011.0
2017-04-03,25315.0
2017-04-04,26979.0
2017-04-05,28967.0
2017-04-06,28251.0
2017-04-07,29445.0
2017-04-08,23272.0
2017-04-09,22661.0
2017-04-10,26562.0
2017-04-11,28441.0
2017-04-12,29250.0
2017-04-13,27278.0
2017-04-14,25953.0
2017-04-15,22135.0
2017-04-16,23562.0
2017-04-17,28015.0
2017-04-18,28770.0
2017-04-19,26629.0
2017-04-20,29974.0
2017-04-21,28206.0
2017-04-22,27203.0
2017-04-23,25203.0
2017-04-24,29644.0
2017-04-25,33008.0
2017-04-26,29463.0
2017-04-27,32051.0
2017-04-28,28213.0
2017-04-29,25838.0
2017-04-30,27459.0
2017-05-01,34936.0
2017-05-02,35501.0
2017-05-03,31179.0
2017-05-04,34255.0
2017-05-05,29857.0
2017-05-06,25032.0
2017-05-07,26713.0
2017-05-08,29244.0
2017-05-09,44121.0
2017-05-10,40934.0
2017-05-11,35505.0
2017-05-12,35985.0
2017-05-13,33174.0
2017-05-14,40474.0
2017-05-15,32997.0
2017-05-16,35688.0
2017-05-17,33543.0
2017-05-18,33534.0
2017-05-19,34239.0
2017-05-20,32852.0
2017-05-21,34900.0
2017-05-22,44720.0
2017-05-23,48940.0
2017-05-24,47492.0
2017-05-25,51057.0
2017-05-26,49914.0
2017-05-27,39077.0
2017-05-28,33992.0
2017-05-29,41046.0
2017-05-30,41624.0
2017-05-31,47749.0
2017-06-01,39409.0
2017-06-02,35997.0
2017-06-03,30857.0
2017-06-04,38571.0
2017-06-05,38632.0
2017-06-06,51736.0
2017-06-07,43821.0
2017-06-08,37910.0
2017-06-09,38824.0
2017-06-10,34849.0
2017-06-11,36404.0
2017-06-12,42206.0
2017-06-13,43501.0
2017-06-14,41045.0
2017-06-15,45335.0
2017-06-16,41470.0
