date,tweets
2017-06-17,35393.0
2017-06-18,33617.0
2017-06-19,38427.0
2017-06-20,41414.0
2017-06-21,40215.0
2017-06-22,37617.0
2017-06-23,42760.0
2017-06-24,23994.0
2017-06-25,23994.0
2017-06-26,23994.0
2017-06-27,23994.0
2017-06-28,23994.0
2017-06-29,23994.0
2017-06-30,23994.0
2017-07-01,23994.0
2017-07-02,23994.0
2017-07-03,23994.0
2017-07-04,23994.0
2017-07-05,23994.0
2017-07-06,23994.0
2017-07-07,23994.0
2017-07-08,23994.0
2017-07-09,23994.0
2017-07-10,23994.0
2017-07-11,20539.0
2017-07-12,41059.0
2017-07-13,37788.0
2017-07-14,36999.0
2017-07-15,35882.0
2017-07-16,35044.0
2017-07-17,42841.0
2017-07-18,38869.0
2017-07-19,40774.0
2017-07-20,42878.0
2017-07-21,41888.0
2017-07-22,36424.0
2017-07-23,36108.0
2017-07-24,44080.0
2017-07-25,44885.0
2017-07-26,47880.0
2017-07-27,49367.0
2017-07-28,46138.0
2017-07-29,35823.0
2017-07-30,37073.0
2017-07-31,45510.0
2017-08-01,52376.0
2017-08-02,50050.0
2017-08-03,47758.0
2017-08-04,47503.0
2017-08-05,48992.0
2017-08-06,36187.0
2017-08-07,46630.0
2017-08-08,53994.0
2017-08-09,48611.0
2017-08-10,45181.0
2017-08-11,49242.0
2017-08-12,44387.0
2017-08-13,47827.0
2017-08-14,57531.0
2017-08-15,65447.0
2017-08-16,53779.0
2017-08-17,71870.0
2017-08-18,61067.0
2017-08-19,51709.0
2017-08-20,58268.0
2017-08-21,53402.0
2017-08-22,59244.0
2017-08-23,59293.0
2017-08-24,63067.0
2017-08-25,58723.0
2017-08-26,50258.0
2017-08-27,47358.0
2017-08-28,53173.0
2017-08-29,60452.0
2017-08-30,57072.0
2017-08-31,58244.0
2017-09-01,67953.0
2017-09-02,53177.0
2017-09-03,49077.0
2017-09-04,77422.0
2017-09-05,61290.0
2017-09-06,57051.0
2017-09-07,51603.0
2017-09-08,57797.0
2017-09-09,54796.0
2017-09-10,52629.0
2017-09-11,61659.0
2017-09-12,64321.0
2017-09-13,73211.0
2017-09-14,81128.0
2017-09-15,78373.0
2017-09-16,64396.0
2017-09-17,52831.0
2017-09-18,73426.0
2017-09-19,71751.0
2017-09-20,59979.0
2017-09-21,61443.0
2017-09-22,63652.0
2017-09-23,56876.0
2017-09-24,55081.0
2017-09-25,72699.0
2017-09-26,61973.0
2017-09-27,65959.0
2017-09-28,70657.0
2017-09-29,76874.0
2017-09-30,56280.0
2017-10-01,58917.0
2017-10-02,66945.0
2017-10-03,70772.0
2017-10-04,76296.0
2017-10-05,61290.0
2017-10-06,68406.0
2017-10-07,76111.0
2017-10-08,63113.0
2017-10-09,73002.0
2017-10-10,79373.0
2017-10-11,68320.0
2017-10-12,106779.0
2017-10-13,99372.0
2017-10-14,83670.0
2017-10-15,93320.0
2017-10-16,77238.0
2017-10-17,80151.0
2017-10-18,71392.0
2017-10-19,85571.0
2017-10-20,94627.0
2017-10-21,66998.0
2017-10-22,74513.0
2017-10-23,86442.0
2017-10-24,74472.0
2017-10-25,72426.0
2017-10-26,67679.0
2017-10-27,69197.0
2017-10-28,59449.0
2017-10-29,64396.0
2017-10-30,73018.0
2017-10-31,86043.0
2017-11-01,89885.0
2017-11-02,92923.0
2017-11-03,77953.0
2017-11-04,73373.0
2017-11-05,67196.0
2017-11-06,72577.0
2017-11-07,64461.0
2017-11-08,81551.0
2017-11-09,81241.0
2017-11-10,80481.0
2017-11-11,68892.0
2017-11-12,71176.0
2017-11-13,73373.0
2017-11-14,71630.0
2017-11-15,79934.0
2017-11-16,87538.0
2017-11-17,83410.0
2017-11-18,68192.0
2017-11-19,72762.0
2017-11-20,102144.0
2017-11-21,87110.0
2017-11-22,78405.0
2017-11-23,75047.0
2017-11-24,69886.0
2017-11-25,71625.0
2017-11-26,80943.0
2017-11-27,98413.0
2017-11-28,106360.0
2017-11-29,128781.0
2017-11-30,103190.0
2017-12-01,105017.0
2017-12-02,88292.0
2017-12-03,83022.0
2017-12-04,97945.0
2017-12-05,103919.0
2017-12-06,116856.0
2017-12-07,155600.0
2017-12-08,124260.0
2017-12-09,114109.0
2017-12-10,100455.0
2017-12-11,128425.0
2017-12-12,113215.0
2017-12-13,98863.0
2017-12-14,109628.0
2017-12-15,105711.0
2017-12-16,82782.0
2017-12-17,84441.0
2017-12-18,97245.0
2017-12-19,83423.0
2017-12-20,101169.0
2017-12-21,105591.0
2017-12-22,124670.0
2017-12-23,100098.0
2017-12-24,70864.0
2017-12-25,64029.0
2017-12-26,77648.0
2017-12-27,78968.0
2017-12-28,79968.0
2017-12-29,77151.0
2017-12-30,71377.0
2017-12-31,64989.0
2018-01-01,62044.0
2018-01-02,77723.0
2018-01-03,79086.0
2018-01-04,64723.0
