weekday,date,price_usd
We,16-07-14,619.47
Th,17-07-14,623.0275
Fr,18-07-14,628.86
Mo,21-07-14,620.7775
Tu,22-07-14,621.84
We,23-07-14,619.995
Th,24-07-14,603.6501
Fr,25-07-14,599.5001
Mo,28-07-14,592.1949
Tu,29-07-14,582.2751
We,30-07-14,564.6251
Th,31-07-14,586.355
Fr,01-08-14,600.03
Mo,04-08-14,586.8575
Tu,05-08-14,579.6475
We,06-08-14,580.6675
Th,07-08-14,591.68
Fr,08-08-14,591.3201
Mo,11-08-14,575.31
Tu,12-08-14,570.1675
We,13-08-14,542.9525
Th,14-08-14,513.6951
Fr,15-08-14,496.7501
Mo,18-08-14,457.4275
Tu,19-08-14,483.3625
We,20-08-14,514.2075
Th,21-08-14,522.715
Fr,22-08-14,516.925
Mo,25-08-14,505.4701
Tu,26-08-14,509.8375
We,27-08-14,517.0075
Th,28-08-14,508.1549
Fr,29-08-14,509.3525
Mo,01-09-14,481.8725
Tu,02-09-14,478.21
We,03-09-14,476.6301
Th,04-09-14,487.0951
Fr,05-09-14,478.42
Mo,08-09-14,469.7651
Tu,09-09-14,473.0101
We,10-09-14,483.2425
Th,11-09-14,475.5175
Fr,12-09-14,471.475
Mo,15-09-14,475.6225
Tu,16-09-14,463.8875
We,17-09-14,444.8075
Th,18-09-14,417.4426
Fr,19-09-14,396.465
Mo,22-09-14,402.47
Tu,23-09-14,448.34
We,24-09-14,428.4025
Th,25-09-14,407.425
Fr,26-09-14,407.285
Mo,29-09-14,375.2175
Tu,30-09-14,389.675
We,01-10-14,383.4525
Th,02-10-14,376.855
Fr,03-10-14,358.65
Mo,06-10-14,333.3425
Tu,07-10-14,330.6801
We,08-10-14,350.5975
Th,09-10-14,366.305
Fr,10-10-14,358.0475
Mo,13-10-14,388.7675
Tu,14-10-14,407.2275
We,15-10-14,391.87
Th,16-10-14,383.19
Fr,17-10-14,381.5976
Mo,20-10-14,385.215
Tu,21-10-14,386.6874
We,22-10-14,384.1925
Th,23-10-14,359.6525
Fr,24-10-14,358.0875
Mo,27-10-14,351.8775
Tu,28-10-14,355.8776
We,29-10-14,341.215
Th,30-10-14,347.6175
Fr,31-10-14,342.3826
Mo,03-11-14,327.505
Tu,04-11-14,327.5525
We,05-11-14,339.7601
Th,06-11-14,349.625
Fr,07-11-14,342.6675
Mo,10-11-14,365.915
Tu,11-11-14,367.905
We,12-11-14,426.295
Th,13-11-14,404.73
Fr,14-11-14,396.445
Mo,17-11-14,385.8575
Tu,18-11-14,378.725
We,19-11-14,376.6901
Th,20-11-14,357.965
Fr,21-11-14,353.7975
Mo,24-11-14,378.4401
Tu,25-11-14,376.9175
We,26-11-14,366.5975
Th,27-11-14,369.285
Fr,28-11-14,377.7725
Mo,01-12-14,378.205
Tu,02-12-14,379.3651
We,03-12-14,378.4199
Th,04-12-14,372.935
Fr,05-12-14,378.6124
Mo,08-12-14,367.7242
Tu,09-12-14,352.545
We,10-12-14,350.42
Th,11-12-14,350.33
Fr,12-12-14,356.4274
Mo,15-12-14,348.1475
Tu,16-12-14,333.3624
We,17-12-14,321.0549
Th,18-12-14,311.3949
Fr,19-12-14,314.2625
Mo,22-12-14,329.5449
Tu,23-12-14,334.9875
We,24-12-14,321.8699
Th,25-12-14,319.4
Fr,26-12-14,329.4924
Mo,29-12-14,314.2549
Tu,30-12-14,310.1725
We,31-12-14,317.3625
Th,01-01-15,314.49
Fr,02-01-15,314.7299
Mo,05-01-15,270.9298
Tu,06-01-15,286.4099
We,07-01-15,296.1349
Th,08-01-15,293.8298
Fr,09-01-15,289.8149
Mo,12-01-15,270.6475
Tu,13-01-15,236.0475
We,14-01-15,183.0672
Th,15-01-15,206.68
Fr,16-01-15,208.34
Mo,19-01-15,216.2125
Tu,20-01-15,211.1825
We,21-01-15,225.1
Th,22-01-15,231.9175
Fr,23-01-15,237.013
Mo,26-01-15,271.6099
Tu,27-01-15,261.7642
We,28-01-15,235.9425
Th,29-01-15,234.12
Fr,30-01-15,229.6675
Mo,02-02-15,227.295
Tu,03-02-15,227.86
We,04-02-15,224.9775
Th,05-02-15,218.76
Fr,06-02-15,223.365
Mo,09-02-15,220.9975
Tu,10-02-15,219.6975
We,11-02-15,219.3925
Th,12-02-15,222.1975
Fr,13-02-15,234.2475
Mo,16-02-15,237.005
Tu,17-02-15,241.5275
We,18-02-15,233.48
Th,19-02-15,240.9125
Fr,20-02-15,244.835
Mo,23-02-15,240.4225
Tu,24-02-15,239.34
We,25-02-15,237.965
Th,26-02-15,236.495
Fr,27-02-15,254.8675
Mo,02-03-15,272.8825
Tu,03-03-15,283.36
We,04-03-15,273.0975
Th,05-03-15,279.9274
Fr,06-03-15,273.2524
Mo,09-03-15,289.0724
Tu,10-03-15,293.1874
We,11-03-15,294.545
Th,12-03-15,296.15
Fr,13-03-15,288.3975
Mo,16-03-15,290.1275
Tu,17-03-15,287.4625
We,18-03-15,263.4224
Th,19-03-15,256.9474
Fr,20-03-15,263.1674
Mo,23-03-15,266.4025
Tu,24-03-15,247.7575
We,25-03-15,244.13
Th,26-03-15,248.7625
Fr,27-03-15,248.5525
Mo,30-03-15,247.52
Tu,31-03-15,244.1375
We,01-04-15,245.8225
Th,02-04-15,252.065
Fr,03-04-15,254.5075
Mo,06-04-15,254.5775
Tu,07-04-15,254.935
We,08-04-15,246.105
Th,09-04-15,242.9075
Fr,10-04-15,234.99
Mo,13-04-15,225.16
Tu,14-04-15,218.308
We,15-04-15,220.23
Th,16-04-15,228.985
Fr,17-04-15,223.311
Mo,20-04-15,224.35
Tu,21-04-15,233.025
We,22-04-15,233.665
Th,23-04-15,234.7
Fr,24-04-15,231.405
Mo,27-04-15,223.7316
Tu,28-04-15,224.405
We,29-04-15,226.48
Th,30-04-15,236.5813
Fr,01-05-15,234.8
Mo,04-05-15,237.505
Tu,05-05-15,234.6925
We,06-05-15,233.995
Th,07-05-15,237.195
Fr,08-05-15,245.305
Mo,11-05-15,242.61
Tu,12-05-15,241.3813
We,13-05-15,243.2
Th,14-05-15,236.805
Fr,15-05-15,237.31
Mo,18-05-15,232.0825
Tu,19-05-15,231.8274
We,20-05-15,233.9247
Th,21-05-15,235.5138
Fr,22-05-15,239.5325
Mo,25-05-15,235.57
Tu,26-05-15,236.1977
We,27-05-15,235.5675
Th,28-05-15,236.08
Fr,29-05-15,235.9475
Mo,01-06-15,221.975
Tu,02-06-15,225.09
We,03-06-15,226.96
Th,04-06-15,223.68
Fr,05-06-15,224.875
Mo,08-06-15,228.48
Tu,09-06-15,229.805
We,10-06-15,228.4612
Th,11-06-15,228.795
Fr,12-06-15,229.9
Mo,15-06-15,235.925
Tu,16-06-15,246.3155
We,17-06-15,250.31
Th,18-06-15,249.075
Fr,19-06-15,246.035
Mo,22-06-15,247.2425
Tu,23-06-15,244.36
We,24-06-15,240.9825
Th,25-06-15,240.66
Fr,26-06-15,241.2675
Mo,29-06-15,255.525
Tu,30-06-15,260.97
We,01-07-15,258.845
Th,02-07-15,255.81
Fr,03-07-15,255.2207
Mo,06-07-15,273.9449
Tu,07-07-15,265.9174
We,08-07-15,268.0499
Th,09-07-15,270.3099
Fr,10-07-15,287.1299
Mo,13-07-15,289.485
Tu,14-07-15,290.34
We,15-07-15,290.765
Th,16-07-15,278.1125
Fr,17-07-15,278.265
Mo,20-07-15,277.5549
Tu,21-07-15,279.2823
We,22-07-15,276.525
Th,23-07-15,276.9451
Fr,24-07-15,288.16
Mo,27-07-15,294.9299
Tu,28-07-15,295.5924
We,29-07-15,291.4524
Th,30-07-15,287.4824
Fr,31-07-15,284.6949
Mo,03-08-15,283.8949
Tu,04-08-15,285.3098
We,05-08-15,282.8287
Th,06-08-15,278.8073
Fr,07-08-15,279.6624
Mo,10-08-15,265.125
Tu,11-08-15,266.205
We,12-08-15,269.895
Th,13-08-15,265.3749
Fr,14-08-15,266.5601
Mo,17-08-15,257.8799
Tu,18-08-15,250.655
We,19-08-15,227.11
Th,20-08-15,236.13
Fr,21-08-15,233.135
Mo,24-08-15,215.17
Tu,25-08-15,225.9975
We,26-08-15,226.835
Th,27-08-15,227.01
Fr,28-08-15,233.59
Mo,31-08-15,230.41
Tu,01-09-15,226.975
We,02-09-15,229.195
Th,03-09-15,227.35
Fr,04-09-15,231.086
Mo,07-09-15,240.78
Tu,08-09-15,244.11
We,09-09-15,239.48
Th,10-09-15,239.5
Fr,11-09-15,239.9025
Mo,14-09-15,231.365
Tu,15-09-15,229.785
We,16-09-15,228.14
Th,17-09-15,233.2275
Fr,18-09-15,233.24
Mo,21-09-15,227.475
Tu,22-09-15,229.945
We,23-09-15,230.165
Th,24-09-15,235.065
Fr,25-09-15,234.61
Mo,28-09-15,237.844
Tu,29-09-15,237.225
We,30-09-15,236.99
Th,01-10-15,237.945
Fr,02-10-15,237.6
Mo,05-10-15,239.6125
Tu,06-10-15,246.2
We,07-10-15,245.09
Th,08-10-15,243.8425
Fr,09-10-15,244.495
Mo,12-10-15,245.985
Tu,13-10-15,249.455
We,14-10-15,253.76
Th,15-10-15,254.77
Fr,16-10-15,260.4835
Mo,19-10-15,263.9675
Tu,20-10-15,270.37
We,21-10-15,268.6749
Th,22-10-15,275.515
Fr,23-10-15,278.115
Mo,26-10-15,286.1549
Tu,27-10-15,295.4448
We,28-10-15,302.0575
Th,29-10-15,313.52
Fr,30-10-15,323.225
Mo,02-11-15,363.755
Tu,03-11-15,394.995
We,04-11-15,411.9614
Th,05-11-15,403.0924
Fr,06-11-15,370.0721
Mo,09-11-15,376.64
Tu,10-11-15,334.1461
We,11-11-15,307.5325
Th,12-11-15,326.5028
Fr,13-11-15,332.9325
Mo,16-11-15,330.3309
Tu,17-11-15,336.105
We,18-11-15,337.11
Th,19-11-15,327.96
Fr,20-11-15,321.265
Mo,23-11-15,324.4551
Tu,24-11-15,320.905
We,25-11-15,328.155
Th,26-11-15,349.5675
Fr,27-11-15,359.5574
Mo,30-11-15,376.8175
Tu,01-12-15,360.9976
We,02-12-15,361.135
Th,03-12-15,360.6125
Fr,04-12-15,362.3975
Mo,07-12-15,393.7151
Tu,08-12-15,396.0975
We,09-12-15,416.1097
Th,10-12-15,416.8151
Fr,11-12-15,450.5475
Mo,14-12-15,440.51
Tu,15-12-15,462.96
We,16-12-15,457.435
Th,17-12-15,454.6776
Fr,18-12-15,461.6625
Mo,21-12-15,434.6275
Tu,22-12-15,436.8565
We,23-12-15,444.79
Th,24-12-15,453.1851
Fr,25-12-15,455.875
Mo,28-12-15,419.205
Tu,29-12-15,428.9488
We,30-12-15,427.125
Th,31-12-15,432.115
Fr,01-01-16,434.345
Mo,04-01-16,434.9399
Tu,05-01-16,432.595
We,06-01-16,430.8049
Th,07-01-16,455.355
Fr,08-01-16,452.415
Mo,11-01-16,448.915
Tu,12-01-16,447.045
We,13-01-16,428.83
Th,14-01-16,432.125
Fr,15-01-16,387.3099
Mo,18-01-16,383.8749
Tu,19-01-16,379.985
We,20-01-16,407.1125
Th,21-01-16,406.895
Fr,22-01-16,379.0299
Mo,25-01-16,391.32
Tu,26-01-16,393.1251
We,27-01-16,394.645
Th,28-01-16,382.23
Fr,29-01-16,375.1976
Mo,01-02-16,370.15
Tu,02-02-16,373.4299
We,03-02-16,368.6898
Th,04-02-16,386.835
Fr,05-02-16,384.88
Mo,08-02-16,372.415
Tu,09-02-16,373.3401
We,10-02-16,377.635
Th,11-02-16,375.1273
Fr,12-02-16,381.615
Mo,15-02-16,396.1251
Tu,16-02-16,405.5275
We,17-02-16,418.585
Th,18-02-16,419.8151
Fr,19-02-16,418.6899
Mo,22-02-16,437.25
Tu,23-02-16,420.5601
We,24-02-16,423.395
Th,25-02-16,423.2687
Fr,26-02-16,423.9649
Mo,29-02-16,433.9125
Tu,01-03-16,431.3825
We,02-03-16,428.015
Th,03-03-16,419.9075
Fr,04-03-16,411.29
Mo,07-03-16,411.905
Tu,08-03-16,411.3551
We,09-03-16,411.4275
Th,10-03-16,416.14
Fr,11-03-16,418.645
Mo,14-03-16,413.775
Tu,15-03-16,415.0676
We,16-03-16,416.625
Th,17-03-16,418.365
Fr,18-03-16,405.775
Mo,21-03-16,410.755
Tu,22-03-16,416.8351
We,23-03-16,418.1649
Th,24-03-16,416.0551
Fr,25-03-16,415.9225
Mo,28-03-16,421.975
Tu,29-03-16,414.96
We,30-03-16,413.5299
Th,31-03-16,416.8451
Fr,01-04-16,416.6375
Mo,04-04-16,418.995
Tu,05-04-16,421.9374
We,06-04-16,421.8326
Th,07-04-16,422
Fr,08-04-16,419.34
Mo,11-04-16,422.9818
Tu,12-04-16,425.365
We,13-04-16,424.6025
Th,14-04-16,424.9401
Fr,15-04-16,429.7948
Mo,18-04-16,428.56
Tu,19-04-16,432.642
We,20-04-16,442.82
Th,21-04-16,451.125
Fr,22-04-16,448.5575
Mo,25-04-16,468.495
Tu,26-04-16,469.1
We,27-04-16,453.995
Th,28-04-16,449.71
Fr,29-04-16,455.1451
Mo,02-05-16,446.105
Tu,03-05-16,450.6625
We,04-05-16,447.39
Th,05-05-16,448.6749
Fr,06-05-16,462.1
Mo,09-05-16,462.125
Tu,10-05-16,454.5126
We,11-05-16,452.515
Th,12-05-16,452.6925
Fr,13-05-16,456.1452
Mo,16-05-16,453.1599
Tu,17-05-16,453.655
We,18-05-16,454.6926
Th,19-05-16,443.0599
Fr,20-05-16,441.5551
Mo,23-05-16,442.3051
Tu,24-05-16,444.8325
We,25-05-16,448.14
Th,26-05-16,452.995
Fr,27-05-16,470.8899
Mo,30-05-16,531.2451
Tu,31-05-16,521.7375
We,01-06-16,535.905
Th,02-06-16,536.275
Fr,03-06-16,576.5524
Mo,06-06-16,581.6725
Tu,07-06-16,577.6825
We,08-06-16,579.79
Th,09-06-16,575.4626
Fr,10-06-16,578.9776
Mo,13-06-16,689.995
Tu,14-06-16,689.5551
We,15-06-16,693.44
Th,16-06-16,762.665
Fr,17-06-16,754.3662
Mo,20-06-16,740.9374
Tu,21-06-16,651.8501
We,22-06-16,611.1051
Th,23-06-16,613.3751
Fr,24-06-16,657.05
Mo,27-06-16,642.87
Tu,28-06-16,647.391
We,29-06-16,638.795
Th,30-06-16,665.265
Fr,01-07-16,677.36
Mo,04-07-16,675.83
Tu,05-07-16,669.9351
We,06-07-16,675.155
Th,07-07-16,621.5
Fr,08-07-16,660.7
Mo,11-07-16,650.385
Tu,12-07-16,667.8401
We,13-07-16,662.4351
Th,14-07-16,661.275
Fr,15-07-16,669.005
Mo,18-07-16,673.045
Tu,19-07-16,671.195
We,20-07-16,665.5825
Th,21-07-16,664.6
Fr,22-07-16,657.6475
Mo,25-07-16,655.9376
Tu,26-07-16,656.0002
We,27-07-16,657.2151
Th,28-07-16,655.995
Fr,29-07-16,657.67
Mo,01-08-16,616.7574
Tu,02-08-16,568.5926
We,03-08-16,568.963
Th,04-08-16,573.5601
Fr,05-08-16,577.23
Mo,08-08-16,593.5801
Tu,09-08-16,586.025
We,10-08-16,595.3351
Th,11-08-16,589.7209
Fr,12-08-16,586.4575
Mo,15-08-16,568.225
Tu,16-08-16,579.5575
We,17-08-16,573.2251
Th,18-08-16,574.2351
Fr,19-08-16,575.395
Mo,22-08-16,585.96
Tu,23-08-16,580.9375
We,24-08-16,579.115
Th,25-08-16,575.705
Fr,26-08-16,577.835
Mo,29-08-16,573.1951
Tu,30-08-16,575.2151
We,31-08-16,572.405
Th,01-09-16,571.8959
Fr,02-09-16,574.2275
Mo,05-09-16,607.8839
Tu,06-09-16,611.1375
We,07-09-16,614.55
Th,08-09-16,625.7025
Fr,09-09-16,620.835
Mo,12-09-16,606.9176
Tu,13-09-16,608.665
We,14-09-16,609.855
Th,15-09-16,606.8176
Fr,16-09-16,606.8625
Mo,19-09-16,609.3226
Tu,20-09-16,608.3851
We,21-09-16,595.3076
Th,22-09-16,596.6125
Fr,23-09-16,602.0025
Mo,26-09-16,606.3425
Tu,27-09-16,602.9
We,28-09-16,604.39
Th,29-09-16,606.5234
Fr,30-09-16,605.9922
Mo,03-10-16,612.5751
Tu,04-10-16,609.2159
We,05-10-16,612.79
Th,06-10-16,611.7495
Fr,07-10-16,617.9449
Mo,10-10-16,616.89
Tu,11-10-16,637.725
We,12-10-16,634.14
Th,13-10-16,635.2375
Fr,14-10-16,638.5825
Mo,17-10-16,637.0975
Tu,18-10-16,632.76
We,19-10-16,628.4675
Th,20-10-16,628.83
Fr,21-10-16,630.5276
Mo,24-10-16,648.5601
Tu,25-10-16,654.0775
We,26-10-16,669.5825
Th,27-10-16,681.1355
Fr,28-10-16,688.3551
Mo,31-10-16,702.1675
Tu,01-11-16,727.97
We,02-11-16,730.205
Th,03-11-16,695.1825
Fr,04-11-16,698.8625
Mo,07-11-16,706.9025
Tu,08-11-16,711.51
We,09-11-16,717.235
Th,10-11-16,709.8325
Fr,11-11-16,714.9351
Mo,14-11-16,706.89
Tu,15-11-16,710.9362
We,16-11-16,741.0105
Th,17-11-16,738.335
Fr,18-11-16,743.26
Mo,21-11-16,737.4563
Tu,22-11-16,747.8851
We,23-11-16,739.7452
Th,24-11-16,736.3276
Fr,25-11-16,737.6925
Mo,28-11-16,731.2725
Tu,29-11-16,731.34
We,30-11-16,743.2575
Th,01-12-16,752.4204
Fr,02-12-16,773.9955
Mo,05-12-16,753.775
Tu,06-12-16,757.598
We,07-12-16,766.425
Th,08-12-16,770.9125
Fr,09-12-16,771.14
Mo,12-12-16,777.6176
Tu,13-12-16,781.51
We,14-12-16,777.9701
Th,15-12-16,776.71
Fr,16-12-16,780.6801
Mo,19-12-16,790.3801
Tu,20-12-16,793.035
We,21-12-16,825.3276
Th,22-12-16,861.5051
Fr,23-12-16,904.48
Mo,26-12-16,898.245
Tu,27-12-16,931.725
We,28-12-16,967.36
Th,29-12-16,968.09
Fr,30-12-16,952.0094
Mo,02-01-17,1012.345
Tu,03-01-17,1024.3751
We,04-01-17,1091.655
Th,05-01-17,971.2551
Fr,06-01-17,898.1633
Mo,09-01-17,897.51
Tu,10-01-17,909.8099
We,11-01-17,789.1077
Th,12-01-17,827.63
Fr,13-01-17,830.6976
Mo,16-01-17,833.0951
Tu,17-01-17,898.915
We,18-01-17,875.7625
Th,19-01-17,907.3051
Fr,20-01-17,898.855
Mo,23-01-17,921.6376
Tu,24-01-17,898.191
We,25-01-17,895.3405
Th,26-01-17,914.1902
Fr,27-01-17,919.95
Mo,30-01-17,922.785
Tu,31-01-17,961.6874
We,01-02-17,979.3651
Th,02-02-17,1010.14
Fr,03-02-17,1011.6649
Mo,06-02-17,1025.29
Tu,07-02-17,1052.1926
We,08-02-17,1060.545
Th,09-02-17,977.399
Fr,10-02-17,1004.03
Mo,13-02-17,1002.4
Tu,14-02-17,1011.265
We,15-02-17,1015.4399
Th,16-02-17,1038.5389
Fr,17-02-17,1058.8552
Mo,20-02-17,1064.1074
Tu,21-02-17,1115.6725
We,22-02-17,1129.303
Th,23-02-17,1164.0955
Fr,24-02-17,1177.2845
Mo,27-02-17,1194.255
Tu,28-02-17,1192.6982
We,01-03-17,1225.319
Th,02-03-17,1257.9401
Fr,03-03-17,1277.3945
Mo,06-03-17,1277.65
Tu,07-03-17,1245
We,08-03-17,1165.1901
Th,09-03-17,1199.8551
Fr,10-03-17,1100.5601
Mo,13-03-17,1237.4978
Tu,14-03-17,1253.2083
We,15-03-17,1251.572
Th,16-03-17,1148.4961
Fr,17-03-17,1096.9136
Mo,20-03-17,1023.7982
Tu,21-03-17,1092.5565
We,22-03-17,1009.3051
Th,23-03-17,1038.9038
Fr,24-03-17,960.7375
Mo,27-03-17,1023.7273
Tu,28-03-17,1030.1655
We,29-03-17,1039.3177
Th,30-03-17,1035.442
Fr,31-03-17,1074.6862
Mo,03-04-17,1153.8298
Tu,04-04-17,1138.8572
We,05-04-17,1128.1299
Th,06-04-17,1199.1685
Fr,07-04-17,1199.2368
Mo,10-04-17,1203.0994
Tu,11-04-17,1226.6951
We,12-04-17,1216.0701
Th,13-04-17,1170.0146
Fr,14-04-17,1183.5885
Mo,17-04-17,1193.9377
Tu,18-04-17,1204.6675
We,19-04-17,1206.4497
Th,20-04-17,1240.022
Fr,21-04-17,1242.7295
Mo,24-04-17,1255.9125
Tu,25-04-17,1281.4712
We,26-04-17,1294.3015
Th,27-04-17,1347.905
Fr,28-04-17,1304.911
Mo,01-05-17,1435.8943
Tu,02-05-17,1439.4485
We,03-05-17,1516.6914
Th,04-05-17,1502.2865
Fr,05-05-17,1529.4121
Mo,08-05-17,1657.5535
Tu,09-05-17,1712.1641
We,10-05-17,1776.344
Th,11-05-17,1820.8408
Fr,12-05-17,1691.8046
Mo,15-05-17,1719.6267
Tu,16-05-17,1769.4133
We,17-05-17,1816.7317
Th,18-05-17,1883.0444
Fr,19-05-17,1938.0422
Mo,22-05-17,2149.6299
Tu,23-05-17,2216.1794
We,24-05-17,2435.884
Th,25-05-17,2465.543
Fr,26-05-17,2268.6978
Mo,29-05-17,2306.6099
Tu,30-05-17,2249.9414
We,31-05-17,2286.095
Th,01-06-17,2410.55
Fr,02-06-17,2430.8311
Mo,05-06-17,2663.4966
Tu,06-06-17,2871.125
We,07-06-17,2738.875
Th,08-06-17,2749.46
Fr,09-06-17,2834.4829
Mo,12-06-17,2599.1621
Tu,13-06-17,2701.5449
We,14-06-17,2552.4751
Th,15-06-17,2361.335
Fr,16-06-17,2484.6489
Mo,19-06-17,2573.1719
Tu,20-06-17,2749.626
We,21-06-17,2659.2744
Th,22-06-17,2671.6699
Fr,23-06-17,2707.6389
Mo,26-06-17,2347.3149
Tu,27-06-17,2457.4551
We,28-06-17,2593.5801
Th,29-06-17,2558.2749
Fr,30-06-17,2502.5029
Mo,03-07-17,2557.7451
Tu,04-07-17,2575.5249
We,05-07-17,2611.0859
Th,06-07-17,2597.675
Fr,07-07-17,2514.8652
Mo,10-07-17,2384.5415
Tu,11-07-17,2328.9399
We,12-07-17,2382.0176
Th,13-07-17,2337.6851
Fr,14-07-17,2159.0449
Mo,17-07-17,2174.02
Tu,18-07-17,2348.4785
We,19-07-17,2254.9976
Th,20-07-17,2729.3149
Fr,21-07-17,2640.5005
Mo,24-07-17,2760.0049
Tu,25-07-17,2468.53
We,26-07-17,2503.2939
Th,27-07-17,2583.7676
Fr,28-07-17,2755.645
Mo,31-07-17,2886.7051
Tu,01-08-17,2740.9849
We,02-08-17,2691.0049
Th,03-08-17,2781.45
Fr,04-08-17,2831.9951
Mo,07-08-17,3341.2852
Tu,08-08-17,3447.3452
We,09-08-17,3361.6948
Th,10-08-17,3424.4849
Fr,11-08-17,3588.0505
Mo,14-08-17,4262.9863
Tu,15-08-17,4071.5952
We,16-08-17,4350.4199
Th,17-08-17,4330.1191
Fr,18-08-17,4022.75
Mo,21-08-17,3997.9849
Tu,22-08-17,4073.0049
We,23-08-17,4134.3652
Th,24-08-17,4167.3359
