date	nTweets	googleSearch	wikiViews	totalTweets	nUsersFiltered	nUsersFilteredNet	nDownloads	nFBShares
2010-06-14	247	0	14	37186110	37375	5799	26	0
2010-06-15	246	0	24	40268202	37590	5887	20	0
2010-06-16	339	0	29	42417420	37750	5947	21	0
2010-06-17	253	0	39	40139352	37917	6002	10	0
2010-06-18	246	0	114	37701510	38072	6061	12	0
2010-06-19	216	0	60	41865942	38258	6136	17	0
2010-06-20	214	0	67	42288570	38445	6216	11	0
2010-06-21	187	0	91	40855758	38665	6317	23	0
2010-06-22	201	0	40	38031366	38866	6402	10	0
2010-06-23	194	0	88	38278758	39076	6487	21	0
2010-06-24	226	0	59	39861036	39263	6565	18	0
2010-06-25	232	0	44	24873204	39414	6628	17	0
2010-06-26	285	0	0	0	39571	6687	17	0
2010-06-27	272	0	71	0	39750	6778	46	0
2010-06-28	226	0	0	35454366	39903	6866	30	0
2010-06-29	189	0	1083	44180088	40105	6961	32	0
2010-06-30	395	0	417	41603088	40321	7038	30	0
2010-07-01	359	0	140	43283292	40550	7133	20	0
2010-07-02	285	0	71	38433378	40729	7213	11	0
2010-07-03	208	0	82	42350418	40946	7312	17	0
2010-07-04	0	0	56	40350666	41113	7399	11	0
2010-07-05	0	0	0	42886434	41295	7482	23	0
2010-07-06	192	0	56	41938098	41449	7550	47	0
2010-07-07	173	0	0	42752430	41626	7637	65	0
2010-07-08	228	0	0	43432758	41796	7714	72	0
2010-07-09	250	0	0	38644692	42001	7805	60	0
2010-07-10	227	0	0	37691202	42180	7888	35	0
2010-07-11	186	0	2430	40407360	42542	8123	755	0
2010-07-12	164	0	7712	41005224	45110	10114	4253	0
2010-07-13	278	0	1086	42736968	46495	11068	896	0
2010-07-14	215	0	705	43272984	52536	12091	1715	0
2010-07-15	410	0	394	43633764	53725	12906	971	0
2010-07-16	298	0	375	39283788	54770	13624	727	0
2010-07-17	266	0	235	22574520	55140	13871	478	0
2010-07-18	307	0	200	1865748	55517	14127	400	0
2010-07-19	236	0	230	23193000	56019	14453	349	0
2010-07-20	179	0	183	43401834	56621	14752	322	0
2010-07-21	240	0	293	44149164	57022	15008	300	0
2010-07-22	193	0	220	42695736	57400	15226	189	0
2010-07-23	204	0	238	40391898	57764	15439	232	0
2010-07-24	222	0	157	36799560	58380	15644	200	0
2010-07-25	233	0	221	41195922	60144	16581	180	0
2010-07-26	10	0	246	39685800	60504	16762	343	0
2010-07-27	104	0	302	33892704	60889	16961	417	0
2010-07-28	229	0	153	37304652	61209	17138	153	0
2010-07-29	159	0	188	44334708	61542	17330	294	0
2010-07-30	157	0	131	41118612	61818	17472	324	0
2010-07-31	238	0	159	40381590	62066	17596	235	0
2010-08-01	170	0	92	43164750	62369	17735	200	0
2010-08-02	166	0	66	45860292	62673	17896	261	0
2010-08-03	185	0	76	47277642	63225	18033	252	0
2010-08-04	156	0	62	45994296	63618	18201	277	0
2010-08-05	207	0	77	46973556	64134	18436	196	0
2010-08-06	419	0	52	42505038	64472	18586	195	0
2010-08-07	328	0	37	42876126	64684	18703	142	0
2010-08-08	260	0	28	44741874	65047	18857	101	0
2010-08-09	204	0	42	45525282	65454	19069	212	0
2010-08-10	195	0	54	44984112	65733	19223	208	0
2010-08-11	217	0	44	45736596	66057	19420	174	0
2010-08-12	238	0	44	37242804	66382	19612	143	0
2010-08-13	221	0	41	37479888	66875	19832	102	0
2010-08-14	229	0	20	42685428	67202	20003	83	0
2010-08-15	240	0	33	43891464	67418	20130	68	0
2010-08-16	186	0	45	45520128	67826	20341	411	0
2010-08-17	228	0	37	44855262	68115	20491	200	0
2010-08-18	222	0	37	48055896	68464	20676	184	0
2010-08-19	190	0	25	52070862	68733	20822	106	0
2010-08-20	179	0	25	51179220	69069	20977	123	0
2010-08-21	247	0	38	51421458	69356	21102	140	0
2010-08-22	274	0	52	54730326	69654	21232	169	0
2010-08-23	169	0	26	56895006	69976	21385	159	0
2010-08-24	239	0	33	15394998	70286	21552	132	0
2010-08-25	150	0	38	0	70597	21706	113	0
2010-08-26	216	0	27	39392022	70870	21838	115	0
2010-08-27	268	0	35	50663820	71105	21974	263	0
2010-08-28	393	0	12	50210268	71387	22125	191	0
2010-08-29	329	0	21	53952072	71612	22228	207	0
2010-08-30	286	0	30	40675368	71888	22354	278	0
2010-08-31	286	0	23	58497900	72243	22532	159	0
2010-09-01	94	0	25	57838188	72572	22686	189	0
2010-09-02	0	0	20	55060182	72796	22799	128	0
2010-09-03	317	0	24	53539752	73083	22946	118	0
2010-09-04	520	0	14	55390038	73302	23038	104	0
2010-09-05	440	0	19	47411646	73568	23182	110	0
2010-09-06	382	0	23	57740262	73799	23304	135	0
2010-09-07	301	0	16	58235046	74016	23407	136	0
2010-09-08	1611	0	25	51761622	74293	23541	188	0
2010-09-09	382	0	16	57946422	74563	23660	147	0
2010-09-10	190	0	29	53008890	74848	23801	161	0
2010-09-11	310	0	26	53921148	75094	23913	132	0
2010-09-12	332	0	15	56678538	75419	24067	118	0
2010-09-13	204	0	25	57554718	75816	24255	122	0
2010-09-14	342	0	33	57626874	76148	24409	96	0
2010-09-15	345	0	13	60394572	76517	24585	92	0
2010-09-16	336	0	22	59322540	76849	24727	73	0
2010-09-17	336	0	16	56219832	77144	24874	105	0
2010-09-18	386	0	21	57626874	77457	25020	198	0
2010-09-19	294	0	21	59884326	77740	25161	152	0
2010-09-20	287	0	27	60812046	78184	25372	188	0
2010-09-21	280	0	41	59075148	79036	25757	238	0
2010-09-22	357	0	25	60100794	79769	26083	123	0
2010-09-23	345	0	24	61270752	80379	26344	129	0
2010-09-24	476	0	32	51143142	80874	26538	95	0
2010-09-25	423	0	15	58503054	81413	26746	73	0
2010-09-26	449	0	51	58255662	81786	26884	89	0
2010-09-27	364	0	73	58889604	82389	27129	84	0
2010-09-28	284	0	86	58652520	82785	27254	122	0
2010-09-29	413	0	98	58332972	83667	27360	107	0
2010-09-30	296	0	302	61667610	84018	27531	326	0
2010-10-01	322	0	71	55776588	84593	27695	246	0
2010-10-02	341	0	61	57657798	85089	27902	205	0
2010-10-03	293	0	37	60296646	85435	28018	177	0
2010-10-04	259	0	100	57683568	85840	28208	148	0
2010-10-05	268	0	40	63218964	86254	28409	134	0
2010-10-06	252	0	78	52921272	86629	28580	138	0
2010-10-07	300	0	82	50900904	86940	28731	137	0
2010-10-08	337	0	64	58786524	87295	28892	126	0
2010-10-09	352	0	62	54436548	87700	29057	107	0
2010-10-10	351	0	69	56905314	88039	29198	103	0
2010-10-11	254	0	43	60904818	88371	29359	125	0
2010-10-12	246	0	22	59219460	88726	29522	89	0
2010-10-13	286	0	24	59209152	89086	29664	82	0
2010-10-14	267	0	15	61007898	89434	29807	54	0
2010-10-15	345	0	15	54049998	89770	29955	112	0
2010-10-16	295	0	20	58477284	90195	30131	59	0
2010-10-17	285	0	23	59966790	90639	30303	64	0
2010-10-18	226	0	14	62384016	91222	30557	79	0
2010-10-19	276	0	32	61007898	92103	30892	161	0
2010-10-20	276	0	20	60853278	92782	31146	120	0
2010-10-21	425	0	21	60956358	93276	31335	141	0
2010-10-22	444	0	11	54323160	93811	31520	132	0
2010-10-23	453	0	18	57812418	94285	31670	127	0
2010-10-24	274	0	16	58868988	94769	31820	89	0
2010-10-25	235	0	17	59090610	95187	32001	110	0
2010-10-26	342	0	20	54766404	95753	32257	104	0
2010-10-27	324	0	17	58621596	96352	32534	123	0
2010-10-28	336	0	16	56152830	96851	32735	86	0
2010-10-29	324	0	9	59271000	97278	32882	86	0
2010-10-30	288	0	12	61889232	97657	33021	85	0
2010-10-31	233	0	20	58018578	97918	33128	85	0
2010-11-01	234	0	15	61724304	98229	33242	58	0
2010-11-02	308	0	20	61997466	98477	33339	80	0
2010-11-03	217	0	21	62244858	98784	33470	61	0
2010-11-04	191	0	19	63121038	99088	33595	84	0
2010-11-05	244	0	18	54565398	99486	33753	72	0
2010-11-06	322	0	15	60636810	99850	33901	96	0
2010-11-07	296	0	24	62600484	100227	34051	106	0
2010-11-08	277	0	33	63497280	100667	34259	262	0
2010-11-09	1374	0	31	64770318	101020	34406	145	0
2010-11-10	385	0	35	60363648	101387	34560	100	0
2010-11-11	303	0	42	64079682	101724	34709	138	0
2010-11-12	311	0	15	60332724	101964	34812	99	0
2010-11-13	403	0	19	61878924	102261	34927	92	0
2010-11-14	293	0	36	66682452	102626	35081	193	0
2010-11-15	294	0	119	66295902	106719	35367	508	0
2010-11-16	485	0	66	65517648	109677	36158	256	0
2010-11-17	324	0	14	67218468	110089	36330	127	0
2010-11-18	296	0	35	66146436	110463	36475	102	0
2010-11-19	481	0	23	63930216	110781	36629	105	0
2010-11-20	433	0	23	66084588	111300	36921	144	0
2010-11-21	467	0	38	69718158	111774	37169	124	0
2010-11-22	303	0	42	70006782	112117	37322	139	0
2010-11-23	303	0	18	68269884	112439	37470	114	0
2010-11-24	327	0	35	69372840	112918	37698	208	0
2010-11-25	309	0	23	67599864	113458	37950	163	0
2010-11-26	389	0	37	64064220	114287	38362	397	0
2010-11-27	404	0	46	66017586	114732	38584	255	0
2010-11-28	375	0	18	70517028	115186	38747	226	0
2010-11-29	276	0	14	73243494	115623	38983	168	0
2010-11-30	362	0	59	70290252	116082	39216	339	0
2010-12-01	371	0	82	70197480	116622	39506	386	0
2010-12-02	606	0	31	63471510	117063	39748	273	0
2010-12-03	446	0	45	65213562	117432	39921	155	0
2010-12-04	649	0	34	67043232	117854	40121	223	0
2010-12-05	384	0	28	66079434	118285	40322	190	0
2010-12-06	463	0	74	74037210	118737	40516	279	0
2010-12-07	477	0	76	73681584	119329	40832	419	0
2010-12-08	483	0	57	72851790	119855	41098	343	0
2010-12-09	432	0	31	72944562	120345	41327	303	0
2010-12-10	389	0	52	65213562	120747	41538	291	0
2010-12-11	478	0	75	61342908	121386	41914	543	0
2010-12-12	493	0	353	73016718	122081	42372	1183	0
2010-12-13	435	0	357	76325586	122805	42870	986	0
2010-12-14	462	0	926	73557888	123503	43316	532	0
2010-12-15	469	0	551	73588812	124168	43688	414	0
2010-12-16	560	0	520	72661092	124720	43984	365	0
2010-12-17	546	0	386	57967038	125181	44232	272	0
2010-12-18	538	0	377	65141406	125704	44477	377	0
2010-12-19	451	0	523	71784912	126273	44790	398	0
2010-12-20	422	0	605	74258832	127221	45084	2704	0
2010-12-21	475	0	499	77861478	127901	45369	239	0
2010-12-22	474	0	406	75820494	128625	45667	285	0
2010-12-23	448	0	324	75676182	129209	45936	289	0
2010-12-24	451	0	273	58059810	129755	46139	209	0
2010-12-25	366	0	211	65739270	130514	46474	206	0
2010-12-26	369	0	221	73939284	131183	46753	214	0
2010-12-27	402	0	262	75887496	131739	46976	226	0
2010-12-28	504	0	220	77779014	132409	47219	196	0
2010-12-29	389	0	217	78572730	132956	47459	164	0
2010-12-30	658	0	524	79170594	133567	47722	320	0
2010-12-31	350	0	309	73789818	134120	47932	210	0
2011-01-01	366	0	201	70470642	134835	48181	111	0
2011-01-02	477	0	256	78928356	135438	48412	152	0
2011-01-03	499	0	295	81397122	136289	48731	222	0
2011-01-04	518	0	199	79505604	137012	49000	227	0
2011-01-05	486	0	358	79232442	137927	49316	243	0
2011-01-06	473	0	278	71980764	138578	49536	240	0
2011-01-07	570	0	249	51143142	139404	49788	163	0
2011-01-08	520	0	181	0	140386	50059	161	0
2011-01-09	472	0	193	0	141280	50279	162	0
2011-01-10	494	0	251	0	142237	50599	238	0
2011-01-11	487	0	273	61255290	143262	50872	256	0
2011-01-12	551	0	222	80551866	144099	51159	206	0
2011-01-13	502	0	264	81768210	145033	51445	297	0
2011-01-14	567	0	209	35650218	145902	51684	196	0
2011-01-15	609	0	187	77933634	146857	51975	138	0
2011-01-16	0	0	216	81587820	147849	52287	175	0
2011-01-17	0	0	284	84169974	148720	52542	212	0
2011-01-18	0	0	291	84489522	149676	52879	186	0
2011-01-19	387	0	172	75753492	150662	53206	181	0
2011-01-20	499	0	191	84128742	151633	53472	214	0
2011-01-21	618	0	226	80737410	152881	53871	297	0
2011-01-22	313	0	231	79948848	154342	54281	293	0
2011-01-23	576	0	178	83087634	155498	54630	262	0
2011-01-24	496	0	223	84319440	156926	55015	203	0
2011-01-25	547	0	215	78593346	157848	55294	245	0
2011-01-26	596	0	198	62404632	158834	55543	167	0
2011-01-27	556	0	190	76619364	159744	55838	164	0
2011-01-28	610	0	280	81495048	160932	56217	195	0
2011-01-29	828	0	193	85633710	162366	56673	139	0
2011-01-30	732	0	171	88308636	165157	56995	139	0
2011-01-31	524	0	245	85071924	166513	57431	197	0
2011-02-01	531	0	268	77820246	167615	57749	271	0
2011-02-02	611	0	333	87540690	168536	57960	323	0
2011-02-03	552	0	255	89865144	169325	58119	161	0
2011-02-04	690	0	311	83309256	170253	58362	188	0
2011-02-05	746	0	253	80727102	171129	58578	198	0
2011-02-06	737	0.0519878	277	96034482	172000	58747	193	0
2011-02-07	658	0.0550459	266	86221266	172883	58946	190	0
2011-02-08	703	0.058104	286	63368430	173784	59203	212	0
2011-02-09	667	0.0642202	393	87953010	175145	59775	589	0
2011-02-10	946	0.299694	2911	87690156	177514	60967	2655	0
2011-02-11	792	0.30581	2368	81830058	180306	62694	3639	0
2011-02-12	722	0.165138	990	83463876	182568	63995	1332	0
2011-02-13	653	0.184397	932	89849682	184638	64951	1046	0
2011-02-14	735	0.12766	903	83618496	186897	65924	1069	0
2011-02-15	737	0.0851064	745	89777526	189252	66685	843	0
2011-02-16	488	0.0957447	751	90308388	191371	67586	836	0
2011-02-17	675	0.198582	799	92818386	193808	68710	1071	0
2011-02-18	695	0.156028	779	78840738	196109	69793	930	0
2011-02-19	725	0.152482	523	83469030	197877	70585	712	0
2011-02-20	876	0.136029	553	89256972	200009	71434	621	0
2011-02-21	842	0.169118	927	89050812	202226	72414	1047	0
2011-02-22	1824	0.143382	1163	90066150	204635	73553	1483	0
2011-02-23	1971	0.110294	702	88241634	207149	74652	899	0
2011-02-24	910	0.161765	877	90715554	209549	75661	975	0
2011-02-25	794	0.113971	680	85824408	211832	76615	902	0
2011-02-26	704	0.165441	757	86551122	213954	77604	979	0
2011-02-27	717	0.166667	810	86875824	216380	78564	1006	0
2011-02-28	700	0.148148	852	55034412	218245	79340	1472	0
2011-03-01	738	0.148148	1219	89189970	221512	81083	1652	0
2011-03-02	782	0.194444	863	92065902	223707	82067	946	0
2011-03-03	691	0.12963	714	112125270	227173	83243	772	0
2011-03-04	780	0.111111	610	95792244	229257	84011	682	0
2011-03-05	914	0.101852	462	97312674	231438	84844	650	0
2011-03-06	805	0.147651	641	98704254	233603	85621	572	0
2011-03-07	917	0.181208	1039	101946120	235693	86438	686	0
2011-03-08	614	0.214765	1113	99147498	238488	87358	694	0
2011-03-09	754	0.0671141	665	97240518	240701	88252	572	0
2011-03-10	840	0.120805	616	98266164	242773	89077	585	0
2011-03-11	830	0.174497	527	94117194	244762	89824	589	0
2011-03-12	878	0.0939597	439	96539574	246955	90622	457	0
2011-03-13	939	0.117188	369	99992754	248829	91330	396	0
2011-03-14	820	0.101562	649	100384458	250538	92062	471	0
2011-03-15	984	0.117188	555	102203820	252869	92814	546	0
2011-03-16	830	0.164062	471	100265916	254864	93520	477	0
2011-03-17	795	0.21875	484	101332794	257045	94274	430	0
2011-03-18	747	0.101562	449	96039636	259074	94963	439	0
2011-03-19	998	0.179688	379	99910290	261218	95652	331	0
2011-03-20	974	0.0943396	508	101848194	264705	96462	391	0
2011-03-21	915	0.238994	3642	104306652	267893	97823	2180	0
2011-03-22	1116	0.207547	1659	103951026	270550	98913	948	0
2011-03-23	1498	0.628931	4528	106311558	275141	101361	3269	0
2011-03-24	1264	0.371069	1822	97101360	277799	102858	1511	0
2011-03-25	1124	0.232704	975	97802304	280258	103981	816	0
2011-03-26	1177	0.226415	711	99595896	283477	105091	618	0
2011-03-27	1102	0.221198	1048	102817146	286302	106146	843	0
2011-03-28	1228	0.202765	1225	101946120	289600	107238	816	0
2011-03-29	1246	0.119816	882	105002442	292421	108173	708	0
2011-03-30	1214	0.152074	888	105419916	294602	109151	595	0
2011-03-31	1244	0.0921659	702	102322362	297174	110139	494	0
2011-04-01	992	0.0921659	556	98967108	298960	110765	467	0
2011-04-02	1140	0.119816	539	101250330	300969	111457	454	0
2011-04-03	1351	0.127358	730	102348132	303048	112264	718	0
2011-04-04	1759	0.150943	1324	104584968	305874	113519	1020	0
2011-04-05	1572	0.198113	1220	106677492	308338	114585	977	0
2011-04-06	1492	0.132075	940	105677616	310557	115580	807	0
2011-04-07	1696	0.108491	769	106388868	312492	116335	877	0
2011-04-08	1521	0.136792	810	88277712	314574	117172	669	0
2011-04-09	1822	0.146226	631	102770760	316572	118022	716	0
2011-04-10	1667	0.0938776	616	106646568	318554	118834	633	0
2011-04-11	1421	0.15102	1031	110037900	320789	119741	777	0
2011-04-12	1652	0.138776	923	112537590	323151	120576	601	0
2011-04-13	1399	0.0693878	709	107455746	325850	121523	637	0
2011-04-14	1463	0.171429	818	106002318	330130	123444	620	0
2011-04-15	1534	0.134694	662	103074846	332393	124196	625	0
2011-04-16	1773	0.240816	1173	106234248	334817	125038	1231	0
2011-04-17	2063	0.197943	1407	107301126	337329	125977	1311	0
2011-04-18	2327	0.169666	1536	106857882	340767	127072	1158	0
2011-04-19	2096	0.133676	1683	113681778	344689	128382	998	0
2011-04-20	2214	0.11054	1320	112279890	347944	129409	720	0
2011-04-21	2461	0.143959	962	113640546	350256	130488	723	0
2011-04-22	2682	0.107969	973	103018152	352648	131456	600	0
2011-04-23	2766	0.136247	911	106249710	355332	132455	841	0
2011-04-24	2092	0.269841	1016	114501264	357873	133511	756	0
2011-04-25	2202	0.206349	1268	112429356	360869	134830	868	0
2011-04-26	2126	0.269841	1316	110115210	364712	136114	974	0
2011-04-27	2268	0.234127	1412	110955312	369841	137599	1314	0
2011-04-28	2837	0.321429	1841	111785106	373463	139208	1774	0
2011-04-29	2506	0.301587	1255	107048580	377738	140977	1433	0
2011-04-30	2731	0.396825	1510	108677244	382873	143079	1865	0
2011-05-01	2410	0.333333	1554	109579194	387371	144785	1405	0
2011-05-02	2112	0.333333	1146	113022066	390902	145914	1315	0
2011-05-03	2442	0.25641	1084	105280758	394448	147154	1132	0
2011-05-04	2406	0.282051	1238	113485926	398019	148545	1397	0
2011-05-05	2288	0.282051	1435	108481392	402302	150103	1491	0
2011-05-06	1949	0.25641	1208	109939974	406564	151792	1289	0
2011-05-07	1953	0.25641	1087	114717732	411108	153088	1183	0
2011-05-08	2198	0.404762	1752	116444322	414811	154474	1280	0
2011-05-09	2735	0.333333	2915	113284920	419064	156025	1730	0
2011-05-10	2999	0.333333	2056	117274116	422921	157343	1797	0
2011-05-11	2440	0.380952	2551	115356828	426786	158705	1788	0
2011-05-12	2626	0.47619	2303	118191528	430656	159977	2546	0
2011-05-13	2779	0.642857	2602	114408492	435747	161825	2189	0
2011-05-14	3247	0.428571	2106	115325904	441218	163839	2065	0
2011-05-15	3102	0.453401	2426	116722638	446164	165841	2020	0
2011-05-16	5744	1.91436	22154	116604096	452514	168546	13905	0
2011-05-17	4922	1.38539	11820	116392782	458573	170980	9116	0
2011-05-18	4170	1.1335	7589	116650482	465884	173654	7047	0
2011-05-19	4169	2.14106	16206	117052494	472193	176135	16788	0
2011-05-20	4553	1.88917	10861	114197178	478524	178511	13926	0
2011-05-21	4012	1.08312	6781	111609870	485060	180841	6652	0
2011-05-22	3997	1.14286	6451	114470340	491718	183151	6657	0
2011-05-23	5022	0.932945	6895	118423458	498694	185605	7089	0
2011-05-24	4328	1.02624	7930	120881916	506108	188003	6648	0
2011-05-25	4525	1.77259	16562	121428240	514283	190864	11805	0
2011-05-26	3701	1.23615	8173	123010518	522565	193770	6809	0
2011-05-27	3616	1.02624	5721	113022066	528422	195606	5031	0
2011-05-28	3301	0.862974	4261	114599190	534655	197474	4780	0
2011-05-29	3309	1.05292	4819	121263312	540461	199114	5554	0
2011-05-30	3618	0.97493	5801	122170416	547284	201280	7971	0
2011-05-31	4100	2.49582	13620	122402346	554937	203816	20033	0
2011-06-01	4561	2.22284	13475	124268094	562839	206430	13209	0
2011-06-02	5073	2.57382	19273	122191032	571624	209347	13112	0
2011-06-03	4885	2.41783	20153	112558206	581844	212946	12137	0
2011-06-04	4359	2.26184	11053	115222824	593163	216802	9647	0
2011-06-05	4933	2.21656	11526	120160356	603514	220132	10113	0
2011-06-06	4853	2.14013	14551	119876886	615506	224167	11886	0
2011-06-07	4808	2.06369	11349	124463946	626665	227905	10461	11
2011-06-08	6345	2.67516	16593	125267970	641527	233158	14968	0
2011-06-09	6355	2.86624	16799	123742386	657452	238782	14699	0
2011-06-10	5300	2.59873	14494	111341862	671649	243592	12074	0
2011-06-11	5396	3.43949	21642	115789764	685414	248240	13703	0
2011-06-12	5899	3.85959	22094	121464318	701476	253625	13517	0
2011-06-13	11329	3.42637	22080	127458420	715845	258376	13047	0
2011-06-14	10636	2.91438	16659	128777844	733286	263763	13735	0
2011-06-15	7204	3.5839	22913	128762382	749339	268987	16396	0
2011-06-16	6257	3.26884	20297	127257414	766153	275239	16272	0
2011-06-17	9549	3.1113	17766	117238038	781042	280473	13187	0
2011-06-18	5901	2.83562	13513	119706804	795847	285559	11168	0
2011-06-19	8956	2.74576	12845	132210408	810705	290597	10027	0
2011-06-20	8658	3.81356	28165	127901664	824522	294935	13327	0
2011-06-21	13073	2.97458	17721	130257042	837311	299546	10541	0
2011-06-22	7068	2.89831	21581	129726180	851460	303931	10422	0
2011-06-23	6396	2.13559	15376	128066592	864177	307724	8034	0
2011-06-24	10747	1.90678	9838	114588882	877783	312246	5920	0
2011-06-25	3461	1.52542	7043	114444570	890014	316155	4804	0
2011-06-26	3248	1.87234	7045	121103538	902726	320202	6261	0
2011-06-27	11607	1.95035	8696	125309202	917999	325265	8004	0
2011-06-28	13203	1.6773	7658	130813674	931928	330049	6964	0
2011-06-29	7091	1.56028	8291	126092610	944464	333982	6421	0
2011-06-30	13649	1.44326	7051	133514370	956248	337561	5696	0
2011-07-01	19270	1.20922	6605	121629246	968926	340823	4924	0
2011-07-02	3621	1.28723	4852	120371670	979223	344213	3884	0
2011-07-03	3366	1.39875	4393	129324168	989530	347274	4114	0
2011-07-04	13397	1.10647	5467	131736240	1001668	351003	3971	0
2011-07-05	7622	1.54489	5619	134261700	1012819	354230	4431	0
2011-07-06	9964	1.25261	5837	135838824	1025942	358184	4470	0
2011-07-07	9349	2.08768	6732	132828888	1037211	361556	10171	0
2011-07-08	8234	1.33612	5119	120330438	1047563	364502	5336	0
2011-07-09	3708	1.27349	3745	127901664	1057003	366875	5182	0
2011-07-10	3579	1.08108	3598	132823734	1068061	370459	5175	0
2011-07-11	9783	1.10074	4517	129277782	1080381	373337	5078	0
2011-07-12	9138	1.08108	4494	138658062	1090258	376069	5318	0
2011-07-13	17397	1.15971	6414	140729970	1101204	378898	5836	0
2011-07-14	17862	1.45455	11536	139188924	1111985	381862	6899	0
2011-07-15	6322	1.06143	5024	128545914	1121699	384291	4296	0
2011-07-16	4022	1.06143	3888	125345280	1132031	386786	3731	0
2011-07-17	3767	1.03979	3914	135086340	1141746	388772	3762	0
2011-07-18	11488	1.18833	5482	139601244	1152569	391436	4079	0
2011-07-19	20902	1.42175	6411	137884962	1163559	394254	4856	0
2011-07-20	12281	1.25199	7058	141054672	1174488	396948	4450	0
2011-07-21	16030	1.12467	4701	137926194	1184435	399263	3535	0
2011-07-22	3612	0.976127	3862	126814170	1195781	402349	2925	0
2011-07-23	3497	0.997347	3356	127633656	1204941	404708	2767	0
2011-07-24	3628	1.04167	3506	133710222	1214728	406837	2911	0
2011-07-25	17347	1.10417	5244	138230280	1225845	409384	3936	0
2011-07-26	6418	0.979167	5930	139302312	1236319	411934	3537	0
2011-07-27	4523	0.958333	4693	139168308	1245759	413979	3454	0
2011-07-28	7341	0.895833	4210	138714756	1255724	416538	3098	0
2011-07-29	3572	1	3630	125128812	1264534	418666	2901	0
2011-07-30	3252	1.02083	2878	129396324	1271840	420311	2654	0
2011-07-31	3473	1.10276	3112	136529460	1281635	422563	2960	0
2011-08-01	3648	1.02256	3812	124355712	1291618	424803	3311	0
2011-08-02	5574	1.12281	4609	140137260	1302456	427538	3377	0
2011-08-03	6293	1.24311	5713	141054672	1311633	429706	3516	0
2011-08-04	8136	1.04261	4413	140420730	1321442	431848	3484	0
2011-08-05	4623	1.26316	6506	128149056	1330423	434161	4040	0
2011-08-06	3827	1.20301	4994	129447864	1338389	436047	3379	0
2011-08-07	3882	1.566	4365	137766420	1346636	438072	4290	0
2011-08-08	3825	1.11186	5208	140389806	1355591	440380	4092	0
2011-08-09	3907	1.03356	4299	120284052	1366762	443184	3795	0
2011-08-10	3665	0.876957	3538	134674020	1376875	445692	3256	0
2011-08-11	3696	0.798658	3243	141322680	1386156	448025	2931	0
2011-08-12	3144	0.736018	2839	134478168	1394919	450229	2626	0
2011-08-13	3065	0.876957	2292	133601988	1404609	452889	2217	0
2011-08-14	3205	0.88756	2555	138147816	1414257	455623	2621	0
2011-08-15	3937	1.02153	3048	142688490	1424394	458186	2866	0
2011-08-16	3813	0.971292	3219	138395208	1435790	460412	3361	0
2011-08-17	3439	1.189	4415	141023748	1444839	462267	3892	0
2011-08-18	20012	1.08852	4155	145920048	1453794	464105	3667	0
2011-08-19	3713	0.937799	3666	133766916	1462859	466049	2948	0
2011-08-20	3370	0.904306	2497	142430790	1471165	467694	2235	0
2011-08-21	3131	1.18415	6999	154434456	1480369	469815	3594	0
2011-08-22	3274	0.989293	3656	138410670	1489554	471836	3222	0
2011-08-23	3389	0.779443	3496	132499032	1498189	473612	2777	0
2011-08-24	3688	1.28908	7619	123726924	1506972	475358	3294	0
2011-08-25	3364	0.929336	4864	125690598	1515498	477145	2816	0
2011-08-26	3204	0.929336	3526	119201712	1524304	478902	2330	0
2011-08-27	2966	0.899358	2756	120670602	1532034	480709	2110	0
2011-08-28	3120	0.902655	2381	125242200	1538693	482076	1991	0
2011-08-29	3512	0.867257	2744	126046224	1547972	483767	2096	0
2011-08-30	3857	0.79646	2784	121938486	1557084	485553	2182	0
2011-08-31	3404	0.884956	3221	126417312	1565875	487400	2037	0
2011-09-01	3309	0.955752	3105	126525546	1574338	489004	1976	0
2011-09-02	3203	0.778761	0	119129556	1582758	490708	1979	0
2011-09-03	2964	0.814159	2089	121819944	1590029	492197	1655	0
2011-09-04	3203	0.809211	2068	120108816	1598892	494015	1926	0
2011-09-05	2852	0.769737	2439	123690846	1607346	495735	1820	0
2011-09-06	2613	0.858553	2903	110785230	1617145	497982	2555	0
2011-09-07	3049	0.986842	3022	121046844	1625589	499656	2409	0
2011-09-08	2987	0.828947	3494	123216678	1633244	501266	2095	0
2011-09-09	2906	0.927632	3584	120629370	1641773	502923	1851	0
2011-09-10	2883	0.819079	2439	125551440	1648882	504381	1660	0
2011-09-11	2991	0.925926	2127	126046224	1657021	506193	1845	0
2011-09-12	2672	0.653595	2205	124845342	1664648	507669	2083	0
2011-09-13	2599	0.697168	2228	133127820	1672499	509380	1947	0
2011-09-14	2473	0.751634	2328	127592424	1679744	510761	1871	0
2011-09-15	2536	0.675381	2387	129081930	1687361	512367	1739	0
2011-09-16	2581	0.610022	2051	125025732	1694848	514237	1549	0
2011-09-17	2520	0.686275	1839	128607762	1701433	515642	1488	1
2011-09-18	2663	0.795724	1685	127453266	1708416	516953	1595	2
2011-09-19	2337	0.700713	1979	130050882	1716502	518808	1593	0
2011-09-20	2775	0.771971	2334	127927434	1725747	521029	1657	0
2011-09-21	2576	0.688836	2085	129963264	1734773	523281	1570	0
2011-09-22	2430	0.67696	1952	129576714	1741810	524457	1609	0
2011-09-23	2758	0.665083	1927	125618442	1749184	526159	1859	4
