date	nTweets	googleSearch	wikiViews	totalTweets	nUsersFiltered	nUsersFilteredNet	nDownloads	nFBShares
2011-09-24	2878	0.700713	1590	130545666	1755941	527644	2131	1
2011-09-25	2919	0.609137	1530	128540760	1762475	528914	1933	0
2011-09-26	2825	0.659898	1994	118237914	1768979	530118	2074	0
2011-09-27	3535	0.568528	1879	127917126	1776102	531445	5659	0
2011-09-28	3969	0.527919	1879	127906818	1782940	532752	2984	0
2011-09-29	5122	0.568528	2278	117727668	1789393	533905	2040	0
2011-09-30	3873	0.538071	2535	113733318	1796260	535119	1973	0
2011-10-01	3442	0.527919	1809	114594036	1802380	536156	1536	0
2011-10-02	3724	0.58348	1991	120237666	1808250	537215	1708	3
2011-10-03	3584	0.485062	2731	122005488	1815780	538516	1669	1
2011-10-04	3425	0.520211	2723	121923024	1822582	539920	2055	0
2011-10-05	3476	0.653779	3126	128654148	1829362	541148	2166	0
2011-10-06	3351	0.534271	2166	128159364	1836554	542599	1651	0
2011-10-07	3389	0.56239	2268	126932712	1843159	543866	1683	1
2011-10-08	7573	0.660808	2199	132540264	1849484	545057	1730	0
2011-10-09	3419	0.787402	2248	130499280	1855702	546272	1878	1
2011-10-10	3160	0.582677	2458	135472890	1862585	547660	1865	4
2011-10-11	3367	0.503937	3016	136565538	1869933	549439	1802	0
2011-10-12	3511	0.598425	2979	133457676	1876997	550882	1979	4
2011-10-13	3934	0.590551	2669	132179484	1883045	552091	2009	0
2011-10-14	3337	0.448819	2379	126443082	1890180	553328	1455	0
2011-10-15	3219	0.488189	1686	133519524	1896722	554542	1358	3
2011-10-16	3362	0.474708	1658	136194450	1902530	555597	1438	0
2011-10-17	3829	0.614786	2564	137879808	1909310	556836	1469	0
2011-10-18	4549	0.700389	4692	134122542	1915007	557905	2016	0
2011-10-19	4234	0.762646	4336	139070382	1920726	558877	1993	0
2011-10-20	3695	0.529183	3116	137714880	1925955	559802	1683	0
2011-10-21	3875	0.505837	2920	130885830	1932025	561060	1494	0
2011-10-22	3905	0.412451	2212	136436688	1938199	562406	1650	0
2011-10-23	3888	0.442029	2660	137580876	1945045	563923	1870	0
2011-10-24	3718	0.485507	3436	136101678	1951950	565207	2256	0
2011-10-25	3498	0.543478	3247	138905454	1958251	566340	2031	0
2011-10-26	3730	0.42029	3380	135478044	1964431	567439	1843	0
2011-10-27	3800	0.42029	2648	139482702	1969992	568492	1449	0
2011-10-28	3818	0.318841	2169	136292376	1976101	569740	1278	0
2011-10-29	3879	0.369565	1554	147296166	1982811	571042	1276	0
2011-10-30	3746	0.364964	1616	140472270	1988578	572064	1490	0
2011-10-31	3880	0.386861	2386	139802250	1994586	573085	1407	0
2011-11-01	4132	0.664234	8528	140662968	2001587	574549	2981	0
2011-11-02	3881	0.452555	3718	143363664	2008505	575788	2051	0
2011-11-03	3633	0.416058	2802	143580132	2015865	577150	1557	0
2011-11-04	3938	0.379562	2229	133890612	2023496	578560	1375	0
2011-11-05	3808	0.335766	1661	141513378	2030260	579735	1464	0
2011-11-06	3892	0.33677	1835	140260956	2036114	580767	1431	0
2011-11-07	3883	0.323024	2132	146193210	2042491	581863	1421	0
2011-11-08	4276	0.295533	2015	140240340	2049710	583287	1300	0
2011-11-09	4319	0.185567	2025	143126580	2057388	584800	1342	0
2011-11-10	4031	0.329897	2108	138771450	2065027	586157	1086	0
2011-11-11	3906	0.274914	1686	135364656	2071116	587374	1061	0
2011-11-12	3726	0.254296	1552	143554362	2076908	588480	1075	0
2011-11-13	3794	0.364985	1822	148079574	2083204	589744	1161	0
2011-11-14	3444	0.445104	2235	145023252	2090130	590992	1163	0
2011-11-15	4242	0.507418	3462	150862734	2097294	592255	1268	0
2011-11-16	3871	0.480712	2397	147126084	2104374	593512	1299	0
2011-11-17	4121	0.418398	2166	139395084	2110059	594442	1148	0
2011-11-18	4311	0.418398	1973	157361928	2116295	595629	1184	0
2011-11-19	4179	0.364985	1610	164907384	2120538	596661	1152	0
2011-11-20	4291	0.318644	1836	163371492	2125228	597842	1325	0
2011-11-21	3980	0.291525	2778	156434208	2129616	598902	1339	0
2011-11-22	4506	0.216949	3261	172102368	2134664	600098	2046	0
2011-11-23	4674	0.311864	2726	162603546	2139736	601377	1728	0
2011-11-24	4485	0.257627	2335	163433340	2144374	602486	1726	0
2011-11-25	4397	0.237288	2092	154491150	2149399	603746	1380	0
2011-11-26	4697	0.366102	2769	166922598	2153865	604943	1779	0
2011-11-27	5505	0.472826	2791	166154652	2158680	606146	1527	0
2011-11-28	4839	0.407609	3332	166628820	2164902	607748	1870	0
2011-11-29	4597	0.456522	3623	169293438	2172257	609927	2102	0
2011-11-30	4636	0.432065	2763	165953646	2179259	611752	1744	0
2011-12-01	4579	0.497283	2615	168520338	2185685	613388	1453	0
2011-12-02	4081	0.317935	2063	162273690	2192020	614914	1428	0
2011-12-03	3981	0.415761	1900	162325230	2197443	616269	1340	0
2011-12-04	3702	0.310838	1879	168819270	2202719	617609	1379	0
2011-12-05	4020	0.302658	2378	169025430	2208580	618852	1741	0
2011-12-06	4430	0.261759	2500	161526360	2216413	620209	1689	0
2011-12-07	4125	0.314928	2261	158650428	2222364	621442	2385	0
2011-12-08	4188	0.298569	2006	166087650	2227377	622503	1505	1
2011-12-09	4135	0.253579	1723	151599756	2232514	623751	1356	0
2011-12-10	4466	0.257669	1526	158124720	2237906	625351	1275	0
2011-12-11	4349	0.316916	1668	167752392	2242655	626541	1207	0
2011-12-12	4377	0.282655	1951	174612366	2247124	627712	1400	0
2011-12-13	4475	0.329764	2036	179297352	2251925	628787	1433	0
2011-12-14	7006	0.27409	1880	176096718	2256854	629806	1280	0
2011-12-15	3908	0.265525	1986	177648072	2261067	630718	1227	0
2011-12-16	3404	0.235546	1713	170808714	2265873	631829	1451	0
2011-12-17	3671	0.295503	1321	157887636	2270090	632848	1213	0
2011-12-18	4145	0.307143	1419	159021516	2274303	633887	1277	0
2011-12-19	4321	0.232143	1715	173988732	2279828	635110	1291	0
2011-12-20	4674	0.260714	1747	173916576	2285850	636460	1517	0
2011-12-21	5027	0.3	2144	184044186	2290749	637638	1469	0
2011-12-22	5123	0.357143	2738	186250098	2296044	638889	1652	0
2011-12-23	4616	0.307143	150	178359324	2301213	639968	1330	0
2011-12-24	4218	0.235714	0	160840878	2305389	640937	1082	0
2011-12-25	3733	0.498288	0	175029840	2310244	641933	1205	0
2011-12-26	4156	0.431507	787	181152792	2315708	643105	1310	0
2011-12-27	4668	0.431507	2419	173787726	2320786	644236	1456	0
2011-12-28	5295	0.344178	1985	156923838	2325150	645224	1291	0
2011-12-29	5667	0.431507	2183	182637144	2329994	646318	1339	0
2011-12-30	5767	0.431507	2109	173700108	2334268	647209	1315	0
2011-12-31	5801	0.431507	2185	181596036	2338605	648151	1262	0
2012-01-01	4631	0.4375	1830	186971658	2342994	649114	1183	0
2012-01-02	5147	0.40625	2458	179369508	2347942	650203	1578	0
2012-01-03	13059	0.359375	2487	178230474	2353081	651326	1557	0
2012-01-04	7741	0.390625	2466	186533568	2358286	652493	1561	0
2012-01-05	4658	0.484375	2403	186724266	2364943	654012	1610	0
2012-01-06	5073	0.515625	2519	175153536	2371198	655533	1897	0
2012-01-07	4865	0.40625	2027	183812256	2376681	656824	1833	0
2012-01-08	4650	0.363158	2053	188203464	2382604	658207	1763	2
2012-01-09	3913	0.442105	2675	186018168	2388255	659515	1807	0
2012-01-10	4278	0.473684	3065	189265188	2394708	661061	1869	2
2012-01-11	3447	0.426316	7101	188445702	2401365	662480	1676	0
2012-01-12	3590	0.410526	3042	186461412	2407378	663731	1793	0
2012-01-13	3871	0.410526	2305	177864540	2413643	664982	1532	0
2012-01-14	4073	0.473684	1961	183518478	2419956	666367	1514	0
2012-01-15	4372	0.443425	2295	195192288	2425967	667561	1635	1
2012-01-16	5501	1.52905	19566	191898882	2432088	668927	3404	0
2012-01-17	4789	0.810398	9230	197372430	2438447	670470	2497	2
2012-01-18	3792	0.657492	6248	189234264	2444592	671846	2290	2
2012-01-19	4647	0.519878	4636	189564120	2450840	673206	2330	2
2012-01-20	4620	0.535168	3904	178426326	2456923	674495	2167	0
2012-01-21	5054	0.504587	3356	189311574	2462449	675657	2304	0
2012-01-22	4945	0.447761	3152	191208246	2466763	676592	2427	0
2012-01-23	4866	0.492537	3491	195501528	2472074	677758	1221	0
2012-01-24	5147	0.462687	3224	194367648	2478697	679007	2197	2
2012-01-25	4836	0.477612	3172	190960854	2486200	680453	2084	12
2012-01-26	4719	0.343284	2795	191646336	2492011	681761	2017	0
2012-01-27	4875	0.373134	2842	184039032	2497867	683031	1781	13
2012-01-28	4826	0.402985	2350	195357216	2503122	684142	1767	0
2012-01-29	5137	0.451613	2562	200382366	2508622	685213	1987	0
2012-01-30	4863	0.370968	3042	189986748	2514165	686270	1882	0
2012-01-31	3951	0.370968	2676	194883048	2520770	687641	1919	11
2012-02-01	4072	0.403226	2621	190352682	2526711	688950	1843	4
2012-02-02	3983	0.403226	2715	187693218	2533390	690368	1449	0
2012-02-03	3920	0.483871	4502	186610878	2540092	691831	2494	0
2012-02-04	3607	0.516129	3041	197666208	2546988	693321	2472	0
2012-02-05	3550	0.579151	2819	205020966	2553306	694747	2252	0
2012-02-06	3781	0.399614	3084	195645840	2559025	696106	2095	0
2012-02-07	3986	0.370656	2692	187636524	2565643	697548	1975	0
2012-02-08	3858	0.411197	2501	191770032	2571973	698984	1987	0
2012-02-09	3768	0.457529	2534	194511960	2578814	700435	2117	0
2012-02-10	3775	0.388031	2359	186327408	2586335	701855	1707	20
2012-02-11	4178	0.393822	2081	188595168	2593195	703230	1795	0
2012-02-12	4648	0.441176	2236	195398448	2599457	704455	2017	0
2012-02-13	3678	0.335294	2415	201830640	2606813	705913	1945	0
2012-02-14	3967	0.423529	2567	203418072	2615831	707641	2097	2
2012-02-15	4047	0.517647	3230	202742898	2624460	709547	2072	0
2012-02-16	3996	0.482353	3091	202175958	2632925	711342	2106	1
2012-02-17	4855	0.405882	2328	197372430	2639007	712849	1674	0
2012-02-18	4950	0.394118	1803	203933472	2645026	714426	1569	0
2012-02-19	4681	0.434968	2052	205428132	2650355	715833	2039	0
2012-02-20	5324	0.492537	2236	209443098	2656408	717444	2024	1
2012-02-21	5902	0.473348	2532	208448376	2662264	718875	1855	0
2012-02-22	6123	0.402985	2750	206397084	2669189	720442	1773	0
2012-02-23	6026	0.466951	3933	198325920	2676745	722130	1657	2
2012-02-24	6201	0.390192	3630	196630254	2683497	723728	1575	47
2012-02-25	5208	0.339019	2123	205577598	2689144	724871	1580	11
2012-02-26	4935	0.332579	2052	203036676	2694319	725926	1707	0
2012-02-27	4985	0.359729	2465	204624108	2700559	727178	1831	0
2012-02-28	7964	0.386878	2506	206149692	2706880	728620	1731	0
2012-02-29	4913	0.434389	2431	204923040	2713148	730020	1510	0
2012-03-01	5189	0.346154	2338	202088340	2720101	731556	1641	0
2012-03-02	5396	0.678733	5084	197599206	2727415	733115	2481	0
2012-03-03	4935	0.461538	2868	202253268	2732655	734355	2258	0
2012-03-04	4819	0.576642	2486	207061950	2739240	736164	2015	0
2012-03-05	5194	0.430657	2376	207412422	2746267	737901	1856	3
2012-03-06	5366	0.445255	2343	211221228	2752487	739377	1645	0
2012-03-07	5776	0.467153	2311	207938130	2759179	740865	1723	1
2012-03-08	5320	0.357664	2117	204804498	2765808	742400	1548	0
2012-03-09	5179	0.364964	2077	202918134	2772057	743852	1590	0
2012-03-10	4988	0.357664	1926	209314248	2777114	744999	1426	0
2012-03-11	4708	0.569231	1918	209525562	2782073	746096	1610	1
2012-03-12	5031	0.4	2166	213071514	2787966	747360	1626	0
2012-03-13	4900	0.492308	2195	213834306	2795271	749096	1627	18
2012-03-14	4432	0.430769	1997	212226258	2801905	750548	1741	0
2012-03-15	4978	0.392308	2140	212308722	2807980	751933	1701	0
2012-03-16	4802	0.384615	2011	210515130	2814312	753420	2169	0
2012-03-17	4624	0.330769	1651	217375104	2821206	754873	4046	0
2012-03-18	4542	0.304094	1905	218225514	2826680	756163	2804	0
2012-03-19	5067	0.321637	2171	217199868	2832957	757495	2279	0
2012-03-20	5405	0.28655	2198	217364796	2839442	758889	2185	12
2012-03-21	5528	0.25731	2030	217138020	2846338	760406	2136	0
2012-03-22	5290	0.263158	2008	220833438	2852535	761735	1842	0
2012-03-23	5413	0.269006	1813	209994576	2858353	763077	1962	0
2012-03-24	5476	0.298246	1453	218163666	2864265	764222	1887	0
2012-03-25	5228	0.279883	1644	218338902	2869886	765411	2034	0
2012-03-26	5303	0.250729	1912	232641252	2876314	766869	1742	2
2012-03-27	5544	0.309038	1935	224312388	2882660	768197	1799	0
2012-03-28	5934	0.274052	1980	222590952	2889618	769605	1807	3
2012-03-29	6147	0.338192	2137	222225018	2896974	770995	1811	3
2012-03-30	5584	0.279883	1808	215205270	2903289	772304	2171	0
2012-03-31	5471	0.268222	1877	224724708	2909090	773499	2541	0
2012-04-01	5328	0.286689	3480	223900068	2913913	774359	2413	0
2012-04-02	5989	0.496587	4085	227456328	2919984	775666	6313	2
2012-04-03	5653	0.445392	4323	232311396	2927949	777386	3065	0
2012-04-04	5739	0.37372	3104	226018362	2934976	778851	2318	0
2012-04-05	6138	0.476109	3107	224915406	2941850	780276	2308	2
2012-04-06	5635	0.409556	2564	219869640	2948267	781595	2123	0
2012-04-07	5404	0.511945	2497	226038978	2954039	782804	2144	0
2012-04-08	4921	0.518382	2714	223616598	2959845	784104	2205	0
2012-04-09	5354	0.424632	2477	223235202	2966113	785439	2199	0
2012-04-10	5850	0.419118	2667	229229304	2973946	786978	2029	0
2012-04-11	6411	0.430147	3259	221658078	2982291	788783	2198	0
2012-04-12	6238	0.358456	2711	220642740	2990601	790489	1988	0
2012-04-13	5495	0.419118	2249	219864486	2997614	791947	1701	0
2012-04-14	5099	0.430147	1869	231383676	3005347	793503	1670	0
2012-04-15	5314	0.411135	1922	226765692	3012605	794941	1711	0
2012-04-16	4742	0.359743	2313	232893798	3020714	796501	1875	0
2012-04-17	5078	0.456103	3023	231043512	3028655	798143	1919	0
2012-04-18	5142	0.513919	3008	227214090	3037318	799940	2134	0
2012-04-19	5553	0.481799	2245	223951608	3044868	801561	1684	0
2012-04-20	5499	0.391863	2270	222426024	3053364	803584	1645	3
2012-04-21	5440	0.385439	1909	232094928	3060584	805181	1560	0
2012-04-22	5114	0.346154	1988	238089030	3066833	806448	1632	4
2012-04-23	5357	0.417582	2323	232151622	3074102	807970	1402	0
2012-04-24	5823	0.318681	2171	222745572	3081958	809724	1631	4
2012-04-25	5403	0.384615	3129	229605546	3089453	811288	1628	0
2012-04-26	5014	0.521978	4121	230445648	3098679	813073	2475	0
2012-04-27	5553	0.505495	3367	222565182	3105790	814633	2238	2
2012-04-28	5163	0.505495	2341	235599648	3112640	816070	1841	0
2012-04-29	5261	0.501393	2321	232048542	3119212	817326	1794	0
2012-04-30	5726	0.409471	0	229646778	3128363	819535	1656	0
2012-05-01	6064	0.451253	2636	232852566	3137027	821254	1838	11
2012-05-02	5299	0.409471	3148	227734644	3146211	823162	1742	1
2012-05-03	5384	0.334262	2514	227688258	3156804	824808	1527	0
2012-05-04	5393	0.417827	2171	218055432	3167051	826477	1602	0
2012-05-05	4574	0.476323	1824	230827044	3176701	827931	1849	0
2012-05-06	3942	0.678733	1969	228610824	3185188	829549	2053	0
2012-05-07	4389	0.475113	2339	235630572	3198248	832010	1837	0
2012-05-08	4644	0.271493	2311	232218624	3210332	833802	1860	22
2012-05-09	4610	0.30543	2385	232991724	3223298	836024	2068	13
2012-05-10	5041	0.434389	3082	232548480	3233150	837910	2265	0
2012-05-11	4570	0.400452	3069	231909384	3246668	839801	2287	0
2012-05-12	5049	0.434389	3092	237006690	3259235	841385	2287	0
2012-05-13	4728	0.638462	3104	238073568	3269161	842872	2238	0
2012-05-14	5425	0.446154	3160	242871942	3289555	846363	2216	0
2012-05-15	5773	0.446154	3102	241181430	3304735	848271	3018	0
2012-05-16	5381	0.376923	2599	237254082	3317967	850082	2844	0
2012-05-17	6072	0.307692	2389	237151002	3329793	851986	2306	0
2012-05-18	5167	0.376923	2151	230626038	3345945	853732	2412	0
2012-05-19	5246	0.407692	2024	231739302	3366369	855222	2113	0
2012-05-20	5456	0.372093	1777	232667022	3385289	856915	1988	0
2012-05-21	5384	0.418605	4334	244536684	3404125	858681	2241	0
2012-05-22	5289	0.573643	3035	242413236	3419979	860640	2136	0
2012-05-23	5433	0.449612	2381	250005078	3437396	862532	2026	0
2012-05-24	4614	0.341085	2000	246216888	3454450	864372	1715	4
2012-05-25	4243	0.372093	1756	237290160	3472608	866128	1641	0
2012-05-26	4841	0.472868	2281	243990360	3487260	867758	1819	0
2012-05-27	4234	0.486702	2049	253308792	3503113	869314	1792	0
2012-05-28	3793	0.382979	2030	254885916	3520804	871025	1739	4
2012-05-29	4144	0.43883	2455	255932178	3540734	873232	1838	0
2012-05-30	4283	0.454787	2379	257040288	3557210	875383	1844	1
2012-05-31	4134	0.414894	2167	258205092	3573216	877794	1655	0
2012-06-01	4071	0.422872	2390	244722228	3589980	879731	1539	0
2012-06-02	3573	0.398936	1744	258560718	3600042	881253	1520	0
2012-06-03	3500	0.365217	1778	260843940	3619665	882884	1560	0
2012-06-04	4147	0.384783	1969	260416158	3646610	884847	1734	0
2012-06-05	4511	0.41087	2401	262524144	3673015	887140	1637	0
2012-06-06	4137	0.33913	1873	254880762	3685341	889281	1601	0
2012-06-07	4552	0.352174	1870	252520230	3705465	892067	1592	0
2012-06-08	4744	0.606522	2363	245814876	3720291	894258	1727	0
2012-06-09	5107	0.541304	2176	248902122	3738179	896034	1700	0
2012-06-10	4559	0.391753	2502	257447454	3759885	897841	1801	0
2012-06-11	5334	0.463918	4355	266369028	3778860	899840	1796	0
2012-06-12	5223	0.417526	3469	256942362	3790480	902156	2062	0
2012-06-13	6058	0.515464	4056	245309784	3822218	904682	2812	0
2012-06-14	5502	0.402062	2844	266343258	3852607	907139	1892	0
2012-06-15	6062	0.396907	2423	248340336	3882831	909703	1820	0
2012-06-16	4634	0.412371	2371	255628092	3907816	912206	2137	0
2012-06-17	4367	0.41637	2188	257236140	3933341	914423	1877	0
2012-06-18	7290	0.496441	3593	263848722	3957541	917080	1907	0
2012-06-19	6156	0.411032	3918	271012782	3978993	919737	2090	0
2012-06-20	5060	0.464413	2656	272409516	3997135	922377	1910	3
2012-06-21	5142	0.395018	2715	264817674	4013454	924854	1740	0
2012-06-22	5281	0.368327	2244	245345862	4029262	927258	1697	0
2012-06-23	5960	0.448399	2261	263812644	4044806	929887	1823	2
2012-06-24	4520	0.410714	1969	269652126	4060393	932090	1651	0
2012-06-25	4640	0.464286	2355	265657776	4080461	935196	1938	0
2012-06-26	4281	0.416667	2307	264699132	4102199	938424	2228	0
2012-06-27	4607	0.404762	2251	261617040	4125336	941728	1944	1
2012-06-28	4592	0.440476	2154	274368036	4144622	944590	1728	0
2012-06-29	5334	0.434524	2346	238228188	4163943	947856	1716	0
2012-06-30	4669	0.428571	1887	242217384	4182889	950911	1648	0
2012-07-01	4747	0.509709	2005	263302398	4199686	955396	1721	0
2012-07-02	5391	0.429612	2303	269713974	4221353	958333	1817	0
2012-07-03	5617	0.451456	2347	271620954	4240299	961439	1782	0
2012-07-04	5291	0.524272	2575	271749804	4257517	963852	1867	0
2012-07-05	4911	0.313107	2031	271167402	4272462	966043	1671	0
2012-07-06	5700	0.407767	2151	247180686	4288604	969062	1611	0
2012-07-07	4591	0.364078	1712	242619396	4308247	972010	1571	0
2012-07-08	4277	0.378378	1810	265900014	4323294	974622	1614	0
2012-07-09	4880	0.459459	5825	271425102	4341640	977178	1919	0
2012-07-10	5693	0.416216	2874	265693854	4365220	980147	2188	0
2012-07-11	5219	0.508108	5325	253422180	4386112	983030	2275	0
2012-07-12	5628	0.421622	3130	254030352	4406139	986141	2140	0
2012-07-13	5407	0.389189	3092	237223158	4423178	989357	2038	5
2012-07-14	5052	0.427027	2216	239073444	4440469	992116	1794	0
2012-07-15	5069	0.527629	2126	256272342	4458398	994677	2340	7
2012-07-16	6216	0.456328	2570	250118466	4481576	997496	2238	0
2012-07-17	7073	0.527629	3137	250793640	4506535	1000886	2551	0
2012-07-18	6423	0.58467	3073	233687514	4526700	1003617	2372	0
2012-07-19	5247	0.677362	3643	254679756	4546670	1005985	2679	0
2012-07-20	5364	0.713012	3719	237156156	4569316	1008647	2472	0
2012-07-21	4664	0.513369	2628	239970240	4592047	1011838	2036	0
2012-07-22	4579	0.502959	2516	250551402	4617502	1014766	1989	0
2012-07-23	5127	0.39645	2846	243433728	4642832	1017790	2099	0
2012-07-24	4836	0.443787	2558	251587356	4663194	1020454	1850	0
2012-07-25	4927	0.408284	2652	249345366	4680999	1022814	1787	0
2012-07-26	4063	0.449704	2492	248907276	4698428	1025113	1844	0
2012-07-27	4093	0.43787	2307	240341328	4716599	1027648	1691	0
2012-07-28	3495	0.360947	1832	243959436	4740115	1032591	1568	0
2012-07-29	3350	0.377143	2138	249639144	4760470	1035538	1331	0
2012-07-30	3554	0.394286	2389	252102756	4781806	1039140	1956	0
2012-07-31	3765	0.428571	2954	251520354	4816694	1046034	2071	0
2012-08-01	3587	0.42	2565	229260228	4840258	1050083	1757	0
2012-08-02	3812	0.514286	2683	233769978	4864493	1053946	1804	13
2012-08-03	4057	0.471429	2492	242140074	4885468	1057654	2000	0
2012-08-04	3500	0.394286	2006	239774388	4905334	1060972	1694	0
2012-08-05	3443	0.591133	2108	248675346	4928103	1064368	1847	0
2012-08-06	3721	0.512315	2603	248340336	4953851	1068740	2110	0
2012-08-07	3814	0.502463	3384	253618032	4977315	1072535	2026	0
2012-08-08	3907	0.62069	3536	255715710	5007542	1077661	2325	0
2012-08-09	3862	0.650246	3262	258601950	5029673	1082081	2271	0
2012-08-10	4199	0.600985	2953	248278488	5051341	1087026	1939	0
2012-08-11	4008	0.522167	2633	234811086	5073636	1091672	1769	0
2012-08-12	3654	0.565815	2842	244897464	5097348	1096343	2037	0
2012-08-13	4385	0.495088	3292	248618652	5127295	1102417	2205	0
2012-08-14	4629	0.612967	4321	251556432	5151578	1108224	2483	4
2012-08-15	4246	0.502947	4058	258622566	5180166	1114506	2126	0
2012-08-16	4855	0.628684	4324	252339840	5218219	1124922	2810	0
2012-08-17	4508	0.636542	3915	245330400	5252513	1134975	2715	0
2012-08-18	3775	0.557957	2780	251814132	5284358	1144746	2358	0
2012-08-19	3647	0.747232	2873	252406842	5311056	1150087	2455	0
2012-08-20	4576	0.599631	3552	252839778	5337372	1154912	2378	0
2012-08-21	5794	0.922509	5707	261142872	5368506	1159983	3273	0
2012-08-22	5499	0.784133	5948	255220926	5397092	1165502	3389	0
2012-08-23	4647	0.784133	4701	257478378	5422822	1170822	2892	28
2012-08-24	5304	0.636531	6450	245222166	5448493	1175833	2284	0
2012-08-25	4791	0.52583	2721	262426218	5469930	1179501	2082	0
2012-08-26	3664	0.650407	2696	274331958	5489402	1182378	2179	0
2012-08-27	4407	0.617886	3479	273058920	5511168	1185924	2336	0
2012-08-28	4339	0.585366	3379	270378840	5532876	1190532	2126	0
2012-08-29	4032	0.715447	4226	271935348	5554616	1193960	2571	0
2012-08-30	4037	0.487805	3138	270373686	5574977	1196614	2427	0
2012-08-31	4563	0.520325	2512	261905664	5604721	1201761	1987	0
2012-09-01	4309	0.422764	2404	278099532	5632090	1206341	1766	0
2012-09-02	4802	0.550725	2718	269080032	5652220	1208907	1916	2
2012-09-03	4989	0.507246	2880	268858410	5671771	1210855	2008	0
2012-09-04	4950	0.521739	3064	269100648	5695557	1214556	1864	0
2012-09-05	7404	1.44928	18470	265204224	5721039	1218410	3148	2
2012-09-06	6255	1.44928	24416	262323138	5748810	1222743	2929	0
2012-09-07	5169	0.768116	9199	256004334	5772923	1226444	2668	3
2012-09-08	4834	0.753623	6021	277759368	5791652	1228894	2338	0
2012-09-09	4744	0.851064	4337	272368284	5814586	1233403	2222	0
2012-09-10	4653	0.553191	4623	277367664	5835616	1236668	2053	0
2012-09-11	5109	0.496454	3941	271301406	5861937	1242011	2085	0
2012-09-12	4942	0.496454	4401	267461676	5880155	1245263	2148	11
2012-09-13	4601	0.48227	3454	261952050	5898698	1248723	2021	0
2012-09-14	4436	0.624113	3138	261483036	5919480	1252051	1890	0
2012-09-15	4815	0.496454	2419	283372074	5936079	1254888	1803	0
2012-09-16	4320	0.515152	3009	270435534	5952497	1257756	2122	3
2012-09-17	3684	0.530303	3783	272089968	5969457	1261240	2368	0
2012-09-18	3727	0.651515	3720	269074878	5990610	1265795	3937	0
2012-09-19	3577	0.681818	6103	263570406	6013333	1272664	3249	0
2012-09-20	3509	0.5	3872	262812768	6039056	1280250	2572	0
2012-09-21	3456	0.560606	3164	265250610	6056951	1284318	2499	13
2012-09-22	3764	0.560606	2471	287134494	6069588	1286894	2173	0
2012-09-23	3838	0.517647	2794	272502288	6083621	1289392	2223	0
2012-09-24	3670	0.54902	3397	272878530	6100698	1292585	2446	0
2012-09-25	3796	0.596078	3697	273058920	6124977	1299979	2573	0
2012-09-26	3853	0.54902	4257	270085062	6151299	1306556	2542	0
2012-09-27	4332	0.611765	4508	265065066	6172953	1311701	2412	0
2012-09-28	3850	0.580392	3613	263786874	6198946	1318390	2237	6
2012-09-29	3761	0.596078	3456	285763530	6216421	1322904	1837	0
2012-09-30	4148	0.534351	3361	282114498	6230844	1326539	1993	0
2012-10-01	4300	0.625954	4656	272378592	6246763	1329688	2676	0
2012-10-02	3704	0.610687	4574	270992166	6274804	1337575	3169	0
2012-10-03	3851	0.641221	4916	265039296	6297229	1344129	2860	0
2012-10-04	3709	0.580153	4056	269945904	6322903	1350643	2499	0
2012-10-05	3964	0.519084	3469	259993530	6347338	1355934	2235	17
2012-10-06	4262	0.48855	2787	280893000	6369527	1359812	2064	0
2012-10-07	3791	0.549729	2806	271930194	6392348	1364193	2186	0
2012-10-08	3742	0.556962	3541	268837794	6418730	1369026	2231	0
2012-10-09	3492	0.528029	3615	269662434	6445491	1374804	2108	0
2012-10-10	3985	0.549729	3630	270054138	6469921	1380756	2416	2
2012-10-11	4052	0.600362	4464	263044698	6491235	1385848	2548	0
2012-10-12	3619	0.679928	4496	267203976	6513031	1390686	2465	0
2012-10-13	3679	0.535262	2685	274852512	6533732	1394981	2109	0
2012-10-14	3871	0.380682	2737	273414546	6553244	1399767	2134	0
2012-10-15	3821	0.477273	3803	278279922	6576026	1404955	2467	0
2012-10-16	3931	0.426136	3488	274981362	6597189	1409092	2268	0
2012-10-17	3986	0.4375	3660	274651506	6619534	1414848	2257	4
2012-10-18	3775	0.4375	4689	266838042	6642935	1421012	2662	1
2012-10-19	3539	0.426136	3726	258529794	6663082	1425381	2149	0
2012-10-20	3297	0.414773	2631	291999870	6684824	1430066	2239	0
2012-10-21	3769	0.421488	2762	292726584	6705967	1433393	2280	0
2012-10-22	3505	0.446281	3510	287072646	6729161	1437143	2368	0
2012-10-23	3848	0.384298	3415	281918646	6748169	1441266	2214	14
2012-10-24	3533	0.409091	3348	261874740	6769286	1446764	2291	0
2012-10-25	4206	0.483471	3536	279439572	6788092	1451797	2107	0
2012-10-26	4328	0.433884	2809	280887846	6806520	1456746	1877	0
2012-10-27	4265	0.421488	2526	285206898	6820278	1460165	2024	1
2012-10-28	3513	0.391791	2797	285892380	6833459	1463418	2345	0
2012-10-29	3986	0.447761	3093	291309234	6846640	1466259	2121	0
2012-10-30	4243	0.414179	2995	311322216	6865419	1470353	1921	2
2012-10-31	3626	0.425373	2932	278109840	6882662	1474160	1911	0
2012-11-01	3268	0.447761	2854	275800848	6898298	1477778	2044	0
2012-11-02	3788	0.380597	2635	278068608	6915419	1482222	1934	0
2012-11-03	3872	0.492537	2639	304735404	6932537	1487918	1879	11
