Date,New Topics,New Posts,New Members
07.02.15,404,9243,1182
06.02.15,556,10088,1303
05.02.15,470,10399,1275
04.02.15,461,10056,1250
03.02.15,394,10158,1281
02.02.15,404,10018,1202
01.02.15,265,6923,1062
31.01.15,372,8911,1453
30.01.15,429,9955,1737
29.01.15,438,10680,1638
28.01.15,382,11005,1645
27.01.15,470,10786,1644
26.01.15,498,12137,1687
25.01.15,420,10796,1573
24.01.15,313,7619,1423
23.01.15,635,9703,1781
22.01.15,0,0,0
21.01.15,438,9774,328
20.01.15,482,11233,292
19.01.15,380,10634,309
18.01.15,334,9925,215
17.01.15,376,9541,247
16.01.15,397,11369,260
15.01.15,457,11533,295
14.01.15,504,13806,287
13.01.15,507,4197,419
12.01.15,442,11915,459
11.01.15,359,10573,331
10.01.15,298,10820,292
09.01.15,398,11608,258
08.01.15,371,11081,292
07.01.15,399,11183,273
06.01.15,437,11979,279
05.01.15,419,11827,294
04.01.15,421,11733,259
03.01.15,353,11439,331
02.01.15,359,10490,286
01.01.15,297,9080,207
31.12.14,363,8922,219
30.12.14,361,9460,301
29.12.14,382,9538,297
28.12.14,339,8350,222
27.12.14,327,8198,235
26.12.14,298,7688,229
25.12.14,274,6912,192
24.12.14,364,8451,231
23.12.14,381,9903,271
22.12.14,369,10031,285
21.12.14,387,8503,300
20.12.14,364,8233,277
19.12.14,403,9884,272
18.12.14,442,10509,376
17.12.14,448,11248,307
16.12.14,390,10199,286
15.12.14,422,9875,285
14.12.14,331,8947,258
13.12.14,342,9420,297
12.12.14,356,10727,295
11.12.14,386,10490,303
10.12.14,375,10367,289
09.12.14,415,10347,267
08.12.14,362,9980,275
07.12.14,343,8946,240
06.12.14,326,9250,244
05.12.14,375,9937,229
04.12.14,357,10253,299
03.12.14,393,10297,239
02.12.14,396,10092,318
01.12.14,354,9560,253
30.11.14,330,8848,231
29.11.14,307,8570,245
28.11.14,367,8778,266
27.11.14,362,9834,273
26.11.14,401,10371,344
25.11.14,403,10906,296
24.11.14,393,10366,261
23.11.14,351,9247,224
22.11.14,364,8770,221
21.11.14,354,9656,254
20.11.14,379,10543,228
19.11.14,394,10271,310
18.11.14,383,10839,326
17.11.14,409,10758,272
16.11.14,357,9010,244
15.11.14,311,9184,253
14.11.14,317,9512,248
13.11.14,422,11457,282
12.11.14,409,12017,283
11.11.14,405,11393,308
10.11.14,394,10250,257
09.11.14,325,8964,208
08.11.14,322,9809,258
07.11.14,419,11046,266
06.11.14,368,11122,278
05.11.14,361,11061,314
04.11.14,392,11306,315
03.11.14,407,11061,307
02.11.14,365,9733,220
01.11.14,282,9025,204
31.10.14,399,10941,270
30.10.14,427,12529,277
29.10.14,363,12719,261
28.10.14,362,11602,253
27.10.14,407,10834,277
26.10.14,321,10180,272
25.10.14,348,10144,244
24.10.14,355,11298,250
23.10.14,427,12306,245
22.10.14,404,12323,286
21.10.14,412,12981,272
20.10.14,402,12167,268
19.10.14,303,9390,218
18.10.14,298,9899,226
17.10.14,353,11094,299
16.10.14,386,11778,304
15.10.14,457,12680,310
14.10.14,441,12657,297
13.10.14,416,12020,353
12.10.14,290,10470,269
11.10.14,367,10530,270
10.10.14,384,11287,264
09.10.14,375,12148,274
08.10.14,438,12184,330
07.10.14,459,13239,269
06.10.14,513,12746,239
05.10.14,362,12216,205
04.10.14,360,11652,214
03.10.14,417,13051,247
02.10.14,434,11938,290
01.10.14,412,12297,279
30.09.14,446,12801,298
29.09.14,495,12977,317
28.09.14,430,12182,261
27.09.14,380,10874,251
26.09.14,481,12988,296
25.09.14,479,13440,333
24.09.14,408,13253,315
23.09.14,504,14739,345
22.09.14,464,13577,335
21.09.14,413,12008,310
20.09.14,398,11672,303
19.09.14,510,13242,316
18.09.14,553,14780,357
17.09.14,515,15103,338
16.09.14,492,15326,351
15.09.14,518,14435,405
14.09.14,414,12428,415
13.09.14,474,12336,289
12.09.14,463,14043,330
11.09.14,505,15160,367
10.09.14,522,15587,387
09.09.14,527,16124,380
08.09.14,466,15702,331
07.09.14,424,14002,314
06.09.14,408,13545,392
05.09.14,438,14685,360
04.09.14,524,16788,397
03.09.14,496,15467,345
02.09.14,530,15266,342
01.09.14,483,14372,378
31.08.14,425,13680,295
30.08.14,469,12311,287
29.08.14,483,13707,329
28.08.14,515,14540,380
27.08.14,501,14670,451
26.08.14,535,14676,345
25.08.14,511,14504,389
24.08.14,401,12907,358
23.08.14,391,12756,303
22.08.14,507,15787,374
21.08.14,537,15554,356
20.08.14,589,17398,376
19.08.14,562,18155,397
18.08.14,597,19458,401
17.08.14,445,17503,357
16.08.14,470,15759,307
15.08.14,482,15988,329
14.08.14,590,17222,377
13.08.14,536,18588,407
12.08.14,524,17950,409
11.08.14,492,16882,443
10.08.14,410,15719,367
09.08.14,437,14121,328
08.08.14,502,16729,346
07.08.14,494,17398,386
06.08.14,524,17507,400
05.08.14,510,16406,401
04.08.14,495,16306,458
03.08.14,434,14381,321
02.08.14,432,14302,381
01.08.14,498,16273,385
31.07.14,519,17162,322
30.07.14,493,17569,361
29.07.14,477,16547,338
28.07.14,528,18810,344
27.07.14,390,15114,272
26.07.14,378,14670,285
25.07.14,507,16608,430
24.07.14,478,16770,363
23.07.14,469,16489,326
22.07.14,503,17081,363
21.07.14,520,16600,329
20.07.14,392,14135,306
19.07.14,388,13447,287
18.07.14,445,15493,353
17.07.14,479,16808,362
16.07.14,480,18060,373
15.07.14,494,18404,368
14.07.14,510,19181,369
13.07.14,420,16246,300
12.07.14,415,15337,272
11.07.14,485,18718,351
10.07.14,466,17932,378
09.07.14,486,16117,377
08.07.14,481,17908,429
07.07.14,450,16939,352
06.07.14,393,14420,291
05.07.14,361,13720,322
04.07.14,422,15684,319
03.07.14,539,17874,413
02.07.14,531,18625,623
01.07.14,571,19346,541
30.06.14,482,20558,546
29.06.14,389,16962,344
28.06.14,392,16720,300
27.06.14,443,18624,389
26.06.14,484,19035,435
25.06.14,519,19808,370
24.06.14,475,20554,568
23.06.14,487,18475,394
22.06.14,378,16190,278
21.06.14,441,16558,338
20.06.14,428,19400,316
19.06.14,481,17727,486
18.06.14,508,18279,583
17.06.14,478,18642,443
16.06.14,498,18609,446
15.06.14,410,17835,417
14.06.14,358,16293,349
13.06.14,535,18675,315
12.06.14,521,19778,432
11.06.14,562,19551,390
10.06.14,517,18942,378
09.06.14,458,17671,373
08.06.14,452,15938,424
07.06.14,404,15109,360
06.06.14,480,17226,392
05.06.14,611,19632,383
04.06.14,551,18518,377
03.06.14,510,19513,459
02.06.14,487,17774,357
01.06.14,461,18692,310
31.05.14,453,16688,418
30.05.14,425,20686,534
29.05.14,528,22144,532
28.05.14,480,21714,440
27.05.14,510,21691,446
26.05.14,440,20838,456
25.05.14,435,18762,283
24.05.14,395,16346,328
23.05.14,528,19776,404
22.05.14,537,19716,389
21.05.14,532,19823,412
20.05.14,556,20164,513
19.05.14,459,18892,414
18.05.14,378,16327,318
17.05.14,395,16817,459
16.05.14,501,18656,449
15.05.14,526,19749,433
14.05.14,526,18760,524
13.05.14,533,18098,515
12.05.14,526,18720,472
11.05.14,448,17137,614
10.05.14,454,19104,656
09.05.14,530,19780,460
08.05.14,530,20037,542
07.05.14,526,19346,600
06.05.14,516,18929,555
05.05.14,507,16744,410
04.05.14,459,15172,480
03.05.14,461,16100,413
02.05.14,475,15203,382
01.05.14,522,17442,413
30.04.14,566,18210,403
29.04.14,524,17577,499
28.04.14,515,17303,677
27.04.14,411,16367,488
26.04.14,480,14578,854
25.04.14,497,17511,613
24.04.14,556,18295,649
23.04.14,504,16688,510
22.04.14,570,16622,445
21.04.14,503,14457,508
20.04.14,388,13353,705
19.04.14,423,13630,500
18.04.14,484,14592,442
17.04.14,577,16678,464
16.04.14,550,17705,474
15.04.14,529,17502,472
14.04.14,507,16519,430
13.04.14,432,13882,635
12.04.14,471,12363,1304
11.04.14,516,14803,975
10.04.14,594,16102,1763
09.04.14,539,15004,509
08.04.14,615,15576,387
07.04.14,503,14909,369
06.04.14,397,12743,475
05.04.14,427,13270,525
04.04.14,552,15801,499
03.04.14,639,17408,488
02.04.14,619,18044,509
01.04.14,562,15618,377
31.03.14,575,17088,469
30.03.14,522,17694,520
29.03.14,542,16061,786
28.03.14,625,18815,698
27.03.14,674,18331,609
26.03.14,735,19985,740
25.03.14,715,19255,684
24.03.14,581,18009,563
23.03.14,607,16715,561
22.03.14,518,16760,881
21.03.14,701,18459,861
20.03.14,638,18969,675
19.03.14,668,19934,2530
18.03.14,613,19235,1657
17.03.14,648,17879,1395
16.03.14,594,16824,1211
15.03.14,615,16620,859
14.03.14,681,18064,593
13.03.14,711,17490,664
12.03.14,719,17354,741
11.03.14,805,18198,717
10.03.14,739,18932,10104
09.03.14,589,17377,5314
08.03.14,596,17405,4543
07.03.14,760,20360,2239
06.03.14,874,21720,1937
05.03.14,788,20805,755
04.03.14,864,22716,671
03.03.14,821,20142,651
02.03.14,645,17950,545
01.03.14,765,18332,627
28.02.14,823,20202,625
27.02.14,772,20582,655
26.02.14,902,21404,710
25.02.14,1144,25623,851
24.02.14,836,22353,644
23.02.14,667,18037,555
22.02.14,666,17555,545
21.02.14,824,19982,680
20.02.14,883,23225,742
19.02.14,813,20246,812
18.02.14,792,18435,764
17.02.14,785,20500,774
16.02.14,837,20286,825
15.02.14,788,16758,789
14.02.14,927,20602,750
13.02.14,812,19893,707
12.02.14,946,20416,794
11.02.14,942,22453,885
10.02.14,912,22224,778
09.02.14,755,18839,829
08.02.14,731,18665,1594
07.02.14,886,22824,1918
06.02.14,750,22066,1830
05.02.14,751,21286,1256
04.02.14,815,20004,1104
03.02.14,731,18457,1051
02.02.14,696,18946,1139
01.02.14,695,18161,842
31.01.14,738,17459,771
30.01.14,820,19462,817
29.01.14,920,20777,850
28.01.14,831,20872,1045
27.01.14,969,23458,1119
26.01.14,760,23905,989
25.01.14,719,20712,858
24.01.14,845,22756,952
23.01.14,846,21250,1001
22.01.14,833,21873,965
21.01.14,877,22433,894
20.01.14,891,21438,819
19.01.14,753,19605,811
18.01.14,725,17081,604
17.01.14,809,17995,793
16.01.14,930,19137,745
15.01.14,872,19622,708
14.01.14,1000,20448,815
13.01.14,872,20222,809
12.01.14,823,18597,851
11.01.14,799,17883,805
10.01.14,983,20133,824
09.01.14,992,20381,830
08.01.14,1048,22058,1252
07.01.14,1004,21737,1011
06.01.14,1015,19836,971
05.01.14,904,18819,754
04.01.14,887,19235,783
03.01.14,887,17592,750
02.01.14,954,17462,740
01.01.14,764,15875,689
31.12.13,911,17374,723
30.12.13,894,17697,936
29.12.13,853,16754,855
28.12.13,794,16764,775
27.12.13,855,17046,1038
26.12.13,753,16522,908
25.12.13,684,14309,862
24.12.13,792,17132,1159
23.12.13,909,16205,947
22.12.13,720,13762,904
21.12.13,714,13361,1054
20.12.13,851,15420,1372
19.12.13,851,16398,1092
18.12.13,889,16495,1044
17.12.13,867,15705,1102
16.12.13,853,16566,1122
15.12.13,723,14516,1105
14.12.13,742,13419,897
13.12.13,815,14139,969
12.12.13,859,13436,944
11.12.13,945,14910,1189
10.12.13,851,14868,1140
09.12.13,872,14300,1090
08.12.13,747,12461,993
07.12.13,743,13443,929
06.12.13,926,14475,1167
05.12.13,933,15034,1267
04.12.13,969,14324,1427
03.12.13,843,13545,1377
02.12.13,537,6605,763
01.12.13,414,6645,625
30.11.13,869,13622,1417
29.11.13,850,13922,1425
28.11.13,1074,14842,1276
27.11.13,977,15358,1121
26.11.13,880,14583,967
25.11.13,706,12101,923
24.11.13,635,10997,806
23.11.13,637,10833,803
22.11.13,685,11138,898
21.11.13,714,11762,838
20.11.13,721,12101,836
19.11.13,895,14102,904
18.11.13,886,13809,743
17.11.13,625,10406,458
16.11.13,523,9982,426
15.11.13,523,11053,419
14.11.13,550,11089,452
13.11.13,521,10829,465
12.11.13,579,10398,421
11.11.13,573,9712,430
10.11.13,566,8730,354
09.11.13,508,9494,373
08.11.13,558,11043,470
07.11.13,583,11026,438
06.11.13,542,9838,350
05.11.13,514,10081,365
04.11.13,448,8873,332
03.11.13,387,7822,322
02.11.13,368,6691,299
01.11.13,354,6866,352
31.10.13,424,7394,400
30.10.13,359,7525,377
29.10.13,385,7698,296
28.10.13,347,6724,351
27.10.13,326,6157,302
26.10.13,307,5298,252
25.10.13,319,6731,0
24.10.13,342,7638,0
23.10.13,345,7428,0
22.10.13,325,7608,0
21.10.13,289,6491,0
20.10.13,288,5697,0
19.10.13,285,5526,0
18.10.13,271,6522,0
17.10.13,262,6346,0
16.10.13,315,6973,0
15.10.13,254,6499,0
14.10.13,261,6220,0
13.10.13,231,5354,0
12.10.13,217,5002,0
11.10.13,268,6224,0
10.10.13,276,6420,50
09.10.13,365,6827,140
08.10.13,385,6755,207
07.10.13,371,6751,223
06.10.13,0,0,0
05.10.13,0,0,0
04.10.13,0,0,0
03.10.13,12,177,5
02.10.13,322,8301,169
01.10.13,303,7720,155
30.09.13,260,8182,159
29.09.13,266,7222,157
28.09.13,252,6329,189
27.09.13,349,7636,149
26.09.13,288,7746,168
25.09.13,348,7473,188
24.09.13,350,7163,192
23.09.13,315,7663,203
22.09.13,321,6387,134
21.09.13,242,5291,129
20.09.13,299,7818,162
19.09.13,332,7406,188
18.09.13,376,7961,208
17.09.13,349,8016,192
16.09.13,335,7060,159
15.09.13,337,6687,140
14.09.13,302,7374,129
13.09.13,343,7178,155
12.09.13,338,7971,188
11.09.13,343,7049,172
10.09.13,392,7733,212
09.09.13,353,7728,179
08.09.13,320,6111,151
07.09.13,285,5954,140
06.09.13,287,6533,144
05.09.13,326,7509,167
04.09.13,403,8109,223
03.09.13,370,7535,212
02.09.13,344,8074,197
01.09.13,302,7061,170
31.08.13,332,6702,230
30.08.13,333,7101,177
29.08.13,342,7895,204
28.08.13,377,8974,197
27.08.13,334,7189,204
26.08.13,328,6782,197
25.08.13,283,6326,141
24.08.13,245,5876,144
23.08.13,274,6179,190
22.08.13,344,6539,218
21.08.13,311,7256,207
20.08.13,378,8046,209
19.08.13,360,7306,178
18.08.13,300,5833,166
17.08.13,263,5829,159
16.08.13,313,6187,161
15.08.13,358,6608,170
14.08.13,374,7457,193
13.08.13,335,7145,193
12.08.13,378,7121,246
11.08.13,302,6257,170
10.08.13,310,5591,141
09.08.13,311,7482,160
08.08.13,318,7090,165
07.08.13,328,6901,235
06.08.13,341,6481,183
05.08.13,320,6579,196
04.08.13,249,5158,147
03.08.13,231,5182,171
02.08.13,292,6523,178
01.08.13,355,6770,522
31.07.13,328,7916,191
30.07.13,352,6345,264
29.07.13,269,6424,261
28.07.13,279,5771,188
27.07.13,269,5135,200
26.07.13,309,6304,225
25.07.13,391,6943,284
24.07.13,306,6705,213
23.07.13,372,7820,336
22.07.13,365,6988,415
21.07.13,293,5848,149
20.07.13,284,5282,182
19.07.13,276,6567,206
18.07.13,362,7112,237
17.07.13,316,6919,232
16.07.13,324,6570,221
15.07.13,368,7149,219
14.07.13,292,6237,166
13.07.13,291,6330,231
12.07.13,424,8371,212
11.07.13,408,7491,259
10.07.13,404,8202,227
09.07.13,461,8427,242
08.07.13,366,8395,268
07.07.13,308,6747,215
06.07.13,298,5882,204
05.07.13,419,7857,249
04.07.13,412,7717,286
03.07.13,418,9243,256
02.07.13,427,8936,329
01.07.13,423,8758,246
30.06.13,335,6793,269
29.06.13,343,7200,242
28.06.13,486,9151,311
27.06.13,503,9272,281
26.06.13,462,9876,281
25.06.13,401,8861,294
24.06.13,488,9389,395
23.06.13,376,8141,280
22.06.13,410,8056,228
21.06.13,472,9226,320
20.06.13,446,10739,256
19.06.13,487,10553,342
18.06.13,586,10455,313
17.06.13,476,9298,274
16.06.13,450,8271,204
15.06.13,437,7992,255
14.06.13,471,9856,327
13.06.13,465,12030,246
12.06.13,455,11652,311
11.06.13,479,10112,296
10.06.13,473,9808,361
09.06.13,505,9786,411
08.06.13,434,8748,295
07.06.13,562,10932,309
06.06.13,577,11438,358
05.06.13,572,10763,325
04.06.13,535,10457,359
03.06.13,535,9687,417
02.06.13,519,9166,440
01.06.13,451,9599,373
31.05.13,502,10651,368
30.05.13,622,11236,360
29.05.13,618,11977,339
28.05.13,536,10267,449
27.05.13,606,11025,366
26.05.13,475,8785,287
25.05.13,556,9338,311
24.05.13,599,10781,347
23.05.13,628,10428,348
22.05.13,618,11532,418
21.05.13,690,11844,431
20.05.13,612,11860,407
19.05.13,626,9450,314
18.05.13,612,9375,326
17.05.13,694,11379,351
16.05.13,727,12676,459
15.05.13,680,11897,936
14.05.13,772,13290,358
13.05.13,623,10737,371
12.05.13,537,10172,364
11.05.13,687,11522,412
10.05.13,698,11623,657
09.05.13,700,13218,1270
08.05.13,738,13842,868
07.05.13,696,11368,755
06.05.13,668,12768,585
05.05.13,705,10928,556
04.05.13,588,10494,842
03.05.13,579,9358,482
02.05.13,723,11093,803
01.05.13,627,9821,372
30.04.13,563,9372,410
29.04.13,518,9810,869
28.04.13,490,7890,583
27.04.13,471,7277,634
26.04.13,608,9300,535
25.04.13,645,10155,574
24.04.13,716,10630,671
23.04.13,622,9638,617
22.04.13,586,8922,521
21.04.13,573,8535,448
20.04.13,516,8352,511
19.04.13,683,10232,523
18.04.13,637,10215,628
17.04.13,655,10579,638
16.04.13,647,10173,645
15.04.13,638,8937,659
14.04.13,460,6959,541
13.04.13,612,9002,692
12.04.13,879,13054,913
11.04.13,953,12412,924
10.04.13,818,10374,759
09.04.13,850,11262,809
08.04.13,727,9668,713
07.04.13,566,7286,527
06.04.13,574,6979,496
05.04.13,625,8216,602
04.04.13,669,8600,610
03.04.13,797,9850,702
02.04.13,541,7568,505
01.04.13,502,6615,453
31.03.13,330,4730,291
30.03.13,361,4991,342
29.03.13,418,5706,368
28.03.13,500,6754,369
27.03.13,475,6801,401
26.03.13,401,6486,309
25.03.13,431,6368,321
24.03.13,355,4701,249
23.03.13,317,4519,283
22.03.13,357,5382,280
21.03.13,388,5525,322
20.03.13,397,5449,281
19.03.13,343,5059,266
18.03.13,244,3696,177
17.03.13,212,3428,171
16.03.13,191,2951,141
15.03.13,223,3484,154
14.03.13,269,3901,191
13.03.13,301,4042,206
12.03.13,333,5105,218
11.03.13,279,3813,200
10.03.13,222,3652,166
09.03.13,222,3435,158
08.03.13,262,3902,172
07.03.13,310,5001,199
06.03.13,326,5147,245
05.03.13,286,4796,212
04.03.13,206,3410,208
03.03.13,216,3171,140
02.03.13,187,3403,153
01.03.13,252,3585,165
28.02.13,233,4005,140
27.02.13,193,2881,177
26.02.13,173,3295,150
25.02.13,173,2610,125
24.02.13,167,2652,109
23.02.13,185,2788,134
22.02.13,202,3693,193
21.02.13,170,3525,170
20.02.13,172,3035,164
19.02.13,176,3157,152
18.02.13,154,2719,167
17.02.13,139,1954,124
16.02.13,107,1538,86
15.02.13,168,2963,117
14.02.13,184,3214,138
13.02.13,157,2641,114
12.02.13,179,2784,108
11.02.13,185,2433,129
10.02.13,143,2339,90
09.02.13,137,2139,84
08.02.13,116,2180,102
07.02.13,155,2295,112
06.02.13,117,2242,128
05.02.13,148,2586,106
04.02.13,141,2285,111
03.02.13,143,2202,81
02.02.13,143,428,126
01.02.13,152,2229,95
31.01.13,166,2933,150
30.01.13,145,2478,123
29.01.13,158,2644,122
28.01.13,147,2385,116
27.01.13,185,2146,98
26.01.13,122,2080,98
25.01.13,148,2567,103
24.01.13,166,2854,130
23.01.13,136,2454,154
22.01.13,140,2770,119
21.01.13,136,2167,128
20.01.13,122,2025,72
19.01.13,118,1727,76
18.01.13,108,2029,112
17.01.13,146,2471,102
16.01.13,142,2234,111
15.01.13,114,1978,120
14.01.13,130,2219,94
13.01.13,106,1947,75
12.01.13,107,1801,68
11.01.13,105,1655,109
10.01.13,119,2116,106
09.01.13,149,2197,110
08.01.13,115,2214,89
07.01.13,105,1767,88
06.01.13,116,1828,91
05.01.13,127,1738,84
04.01.13,127,1848,94
03.01.13,122,1901,95
02.01.13,105,1750,92
01.01.13,90,1240,55
31.12.12,82,1440,87
30.12.12,89,1444,83
29.12.12,88,1347,83
28.12.12,102,1392,92
27.12.12,96,1481,106
26.12.12,102,1428,90
25.12.12,78,1086,65
24.12.12,74,1310,72
23.12.12,79,1454,59
22.12.12,90,1572,72
21.12.12,117,1814,86
20.12.12,105,2171,85
19.12.12,143,2241,99
18.12.12,127,2086,101
17.12.12,109,2033,101
16.12.12,85,1576,81
15.12.12,93,1862,76
14.12.12,125,2060,118
13.12.12,154,2399,123
12.12.12,146,2470,97
11.12.12,119,2398,108
10.12.12,112,2148,106
09.12.12,101,1782,80
08.12.12,98,1764,66
07.12.12,130,2278,83
06.12.12,139,2393,106
05.12.12,140,2411,111
04.12.12,101,2435,89
03.12.12,113,2080,98
02.12.12,88,1933,62
01.12.12,77,1704,81
30.11.12,124,2600,96
29.11.12,120,2385,71
28.11.12,148,3327,109
27.11.12,136,2564,95
26.11.12,110,2263,88
25.11.12,115,1791,72
24.11.12,92,1599,85
23.11.12,92,1641,110
22.11.12,77,1706,94
21.11.12,113,2011,85
20.11.12,139,2295,96
19.11.12,130,2277,98
18.11.12,128,1959,81
17.11.12,97,1863,88
16.11.12,151,2423,91
15.11.12,137,1988,71
14.11.12,96,1968,84
13.11.12,117,1890,90
12.11.12,92,1818,87
11.11.12,66,1433,60
10.11.12,89,1493,70
09.11.12,124,1940,96
08.11.12,107,2009,112
07.11.12,111,2141,95
06.11.12,105,2213,107
05.11.12,106,1801,122
04.11.12,82,1362,67
03.11.12,89,1606,86
02.11.12,118,2055,107
01.11.12,123,2017,95
31.10.12,98,1776,87
30.10.12,98,2051,103
29.10.12,128,1972,111
28.10.12,93,1749,56
27.10.12,111,1892,87
26.10.12,115,2293,101
25.10.12,125,2229,115
24.10.12,114,2351,98
23.10.12,135,2482,118
22.10.12,121,2395,136
21.10.12,112,2012,111
20.10.12,105,2147,107
19.10.12,152,2471,124
18.10.12,104,2365,110
17.10.12,136,2480,145
16.10.12,135,2599,156
15.10.12,128,2128,169
14.10.12,102,2069,72
13.10.12,109,1949,103
12.10.12,135,2348,143
11.10.12,127,2594,135
10.10.12,149,2812,99
09.10.12,130,3035,102
08.10.12,123,3054,78
07.10.12,135,3044,63
06.10.12,131,2929,66
05.10.12,117,2467,100
04.10.12,125,2895,79
03.10.12,151,2780,78
02.10.12,152,2887,68
01.10.12,158,3034,80
30.09.12,111,2295,54
29.09.12,137,2518,65
28.09.12,161,2900,86
27.09.12,177,3120,80
26.09.12,127,2774,75
25.09.12,147,3127,83
24.09.12,142,2661,67
23.09.12,118,2053,47
22.09.12,120,2222,92
21.09.12,143,2806,77
20.09.12,137,2759,69
19.09.12,183,3028,95
18.09.12,164,2922,99
17.09.12,118,2672,82
16.09.12,157,2557,70
15.09.12,134,2330,77
14.09.12,160,2783,82
13.09.12,132,2902,102
12.09.12,127,2984,92
11.09.12,187,3784,93
10.09.12,164,3702,132
09.09.12,171,3652,67
08.09.12,138,2955,73
07.09.12,158,2984,69
06.09.12,162,2837,81
05.09.12,131,2762,83
04.09.12,113,2587,75
03.09.12,128,2472,70
02.09.12,117,2246,57
01.09.12,101,2278,51
31.08.12,142,3012,76
30.08.12,162,3152,74
29.08.12,177,3490,90
28.08.12,145,2813,82
27.08.12,154,3098,88
26.08.12,128,2345,66
25.08.12,126,2175,63
24.08.12,181,2954,71
23.08.12,168,3132,101
22.08.12,161,3166,106
21.08.12,169,3643,80
20.08.12,154,3280,79
19.08.12,172,3154,97
18.08.12,146,2450,73
17.08.12,194,3696,105
16.08.12,150,2565,83
15.08.12,118,2436,70
14.08.12,125,2623,83
13.08.12,151,2216,83
12.08.12,129,1847,65
11.08.12,116,1796,55
10.08.12,123,1957,43
09.08.12,179,2586,84
08.08.12,146,2358,89
07.08.12,141,2287,89
06.08.12,108,2081,54
05.08.12,93,1945,52
04.08.12,98,1632,61
03.08.12,163,2326,82
02.08.12,144,2822,71
01.08.12,142,2753,80
31.07.12,116,2807,74
30.07.12,129,2393,70
29.07.12,154,2310,61
28.07.12,104,2188,61
27.07.12,142,2248,78
26.07.12,155,2867,83
25.07.12,116,2382,81
24.07.12,118,2531,67
23.07.12,107,2241,53
22.07.12,75,1484,57
21.07.12,95,1919,74
20.07.12,109,1961,50
19.07.12,114,2219,87
18.07.12,138,2350,74
17.07.12,106,2038,50
16.07.12,112,2184,61
15.07.12,85,1705,60
14.07.12,110,2189,73
13.07.12,124,2625,65
12.07.12,151,2198,84
11.07.12,111,1984,82
10.07.12,136,2473,65
09.07.12,90,2143,57
08.07.12,91,2076,46
07.07.12,107,1826,79
06.07.12,99,2100,49
05.07.12,88,2369,86
04.07.12,104,2292,60
03.07.12,134,2450,90
02.07.12,112,2118,80
01.07.12,76,1646,52
30.06.12,97,1826,59
29.06.12,115,2038,64
28.06.12,108,1890,55
27.06.12,138,2510,76
26.06.12,121,2279,64
25.06.12,167,2593,74
24.06.12,112,2424,55
23.06.12,144,2130,55
22.06.12,143,2137,88
21.06.12,128,2444,90
20.06.12,135,2584,73
19.06.12,142,2857,74
18.06.12,129,2596,70
17.06.12,103,1901,36
16.06.12,163,2304,76
15.06.12,145,2494,65
14.06.12,147,2616,85
13.06.12,103,2585,70
12.06.12,146,2293,88
11.06.12,144,2203,74
10.06.12,153,1940,62
09.06.12,135,1913,80
08.06.12,149,2234,68
07.06.12,189,2382,75
06.06.12,166,2011,76
05.06.12,125,2198,70
04.06.12,205,2160,91
03.06.12,161,1743,59
02.06.12,138,1602,43
01.06.12,133,2158,65
31.05.12,85,2016,49
30.05.12,102,2398,69
29.05.12,103,1901,83
28.05.12,88,1812,74
27.05.12,79,1524,42
26.05.12,91,1510,61
25.05.12,91,2240,71
24.05.12,94,2444,74
23.05.12,144,2284,87
22.05.12,138,2181,78
21.05.12,116,1970,71
20.05.12,102,1667,47
19.05.12,73,1297,61
18.05.12,127,1835,62
17.05.12,122,2045,69
16.05.12,134,1996,59
15.05.12,107,1859,65
14.05.12,121,1967,67
13.05.12,100,1651,40
12.05.12,117,1697,57
11.05.12,208,2118,80
10.05.12,328,2288,70
09.05.12,240,1962,75
08.05.12,108,1699,80
07.05.12,105,1699,64
06.05.12,76,1248,43
05.05.12,95,1334,60
04.05.12,101,1842,65
03.05.12,80,1549,65
02.05.12,106,1789,68
01.05.12,111,1703,62
30.04.12,85,1505,62
29.04.12,74,1302,44
28.04.12,76,1486,63
27.04.12,81,1487,88
26.04.12,74,1544,91
25.04.12,77,1494,73
24.04.12,85,1835,81
23.04.12,81,1557,93
22.04.12,75,1234,39
21.04.12,79,1317,48
20.04.12,87,1735,75
19.04.12,94,1804,68
18.04.12,96,2003,78
17.04.12,88,1668,81
16.04.12,101,1600,82
15.04.12,75,1266,52
14.04.12,69,1144,51
13.04.12,97,1450,56
12.04.12,98,1516,69
11.04.12,85,1706,101
10.04.12,88,1853,82
09.04.12,99,1697,72
08.04.12,70,1297,57
07.04.12,76,1453,71
06.04.12,82,1614,72
05.04.12,85,1802,58
04.04.12,96,1674,78
03.04.12,78,1714,85
02.04.12,83,1552,65
01.04.12,70,1338,37
31.03.12,71,1392,56
30.03.12,79,1608,67
29.03.12,72,1550,92
28.03.12,91,1828,69
27.03.12,90,2006,104
26.03.12,91,1927,84
25.03.12,70,1360,54
24.03.12,61,1341,79
23.03.12,75,1505,93
22.03.12,75,1583,79
21.03.12,86,1519,67
20.03.12,114,1910,78
19.03.12,103,1744,81
18.03.12,78,1199,44
17.03.12,70,1292,57
16.03.12,96,1821,66
15.03.12,101,2012,63
14.03.12,75,1728,68
13.03.12,94,2096,77
12.03.12,100,1943,55
11.03.12,71,1590,46
10.03.12,78,1456,56
09.03.12,87,1845,74
08.03.12,109,1950,66
07.03.12,97,2049,62
06.03.12,116,2038,68
05.03.12,120,1797,69
04.03.12,86,1377,38
