Kategorie: Alle Kategorien

Tag,Bitcoin: (Weltweit)
2013-01-13,3
2013-01-14,3
2013-01-15,3
2013-01-16,3
2013-01-17,3
2013-01-18,3
2013-01-19,3
2013-01-20,3
2013-01-21,3
2013-01-22,3
2013-01-23,4
2013-01-24,4
2013-01-25,3
2013-01-26,3
2013-01-27,3
2013-01-28,3
2013-01-29,4
2013-01-30,4
2013-01-31,5
2013-02-01,4
2013-02-02,5
2013-02-03,5
2013-02-04,4
2013-02-05,4
2013-02-06,4
2013-02-07,4
2013-02-08,4
2013-02-09,4
2013-02-10,4
2013-02-11,4
2013-02-12,5
2013-02-13,5
2013-02-14,5
2013-02-15,6
2013-02-16,5
2013-02-17,6
2013-02-18,6
2013-02-19,6
2013-02-20,6
2013-02-21,5
2013-02-22,6
2013-02-23,6
2013-02-24,6
2013-02-25,5
2013-02-26,5
2013-02-27,5
2013-02-28,7
2013-03-01,7
2013-03-02,6
2013-03-03,6
2013-03-04,6
2013-03-05,8
2013-03-06,9
2013-03-07,10
2013-03-08,8
2013-03-09,9
2013-03-10,9
2013-03-11,9
2013-03-12,12
2013-03-13,9
2013-03-14,8
2013-03-15,7
2013-03-16,7
2013-03-17,8
2013-03-18,8
2013-03-19,10
2013-03-20,13
2013-03-21,17
2013-03-22,19
2013-03-23,19
2013-03-24,15
2013-03-25,17
2013-03-26,16
2013-03-27,20
2013-03-28,26
2013-03-29,28
2013-03-30,26
2013-03-31,24
2013-04-01,27
2013-04-02,31
2013-04-03,46
2013-04-04,44
2013-04-05,37
2013-04-06,31
2013-04-07,32
2013-04-08,44
2013-04-09,57
2013-04-10,86
2013-04-11,100
2013-04-12,86
2013-04-13,53
2013-04-14,46
2013-04-15,46
2013-04-16,40
2013-04-17,33
2013-04-18,33
2013-04-19,27
2013-04-20,21
2013-04-21,21
2013-04-22,21
2013-04-23,24
2013-04-24,22
2013-04-25,20
2013-04-26,20
2013-04-27,18
2013-04-28,19
2013-04-29,17
2013-04-30,16
2013-05-01,21
2013-05-02,21
2013-05-03,22
2013-05-04,17
2013-05-05,16
2013-05-06,17
2013-05-07,15
2013-05-08,14
2013-05-09,15
2013-05-10,14
2013-05-11,13
2013-05-12,13
2013-05-13,15
2013-05-14,14
2013-05-15,16
2013-05-16,15
2013-05-17,14
2013-05-18,14
2013-05-19,16
2013-05-20,15
2013-05-21,13
2013-05-22,12
2013-05-23,11
2013-05-24,12
2013-05-25,11
2013-05-26,10
2013-05-27,11
2013-05-28,14
2013-05-29,15
2013-05-30,13
2013-05-31,12
2013-06-01,11
2013-06-02,13
2013-06-03,11
2013-06-04,10
2013-06-05,10
2013-06-06,10
2013-06-07,10
2013-06-08,10
2013-06-09,12
2013-06-10,10
2013-06-11,12
2013-06-12,10
2013-06-13,9
2013-06-14,9
2013-06-15,9
2013-06-16,8
2013-06-17,9
2013-06-18,10
2013-06-19,9
2013-06-20,9
2013-06-21,9
2013-06-22,8
2013-06-23,9
2013-06-24,11
2013-06-25,10
2013-06-26,9
2013-06-27,10
2013-06-28,10
2013-06-29,9
2013-06-30,12
2013-07-01,12
2013-07-02,18
2013-07-03,13
2013-07-04,11
2013-07-05,11
2013-07-06,10
2013-07-07,10
2013-07-08,10
2013-07-09,10
2013-07-10,9
2013-07-11,9
2013-07-12,9
2013-07-13,9
2013-07-14,8
2013-07-15,8
2013-07-16,8
2013-07-17,8
2013-07-18,8
2013-07-19,7
2013-07-20,7
2013-07-21,8
2013-07-22,8
2013-07-23,9
2013-07-24,9
2013-07-25,9
2013-07-26,8
2013-07-27,8
2013-07-28,7
2013-07-29,8
2013-07-30,10
2013-07-31,10
2013-08-01,8
2013-08-02,8
2013-08-03,8
2013-08-04,9
2013-08-05,9
2013-08-06,8
2013-08-07,8
2013-08-08,9
2013-08-09,9
2013-08-10,8
2013-08-11,8
2013-08-12,10
2013-08-13,10
2013-08-14,13
2013-08-15,11
2013-08-16,10
2013-08-17,9
2013-08-18,10
2013-08-19,12
2013-08-20,12
2013-08-21,12
2013-08-22,11
2013-08-23,9
2013-08-24,9
2013-08-25,9
2013-08-26,9
2013-08-27,11
2013-08-28,11
2013-08-29,9
2013-08-30,9
2013-08-31,9
2013-09-01,8
2013-09-02,8
2013-09-03,9
2013-09-04,9
2013-09-05,9
2013-09-06,8
2013-09-07,7
2013-09-08,8
2013-09-09,9
2013-09-10,8
2013-09-11,8
2013-09-12,8
2013-09-13,7
2013-09-14,7
2013-09-15,7
2013-09-16,8
2013-09-17,8
2013-09-18,7
2013-09-19,7
2013-09-20,9
2013-09-21,8
2013-09-22,8
2013-09-23,9
2013-09-24,8
2013-09-25,8
2013-09-26,8
2013-09-27,7
2013-09-28,7
2013-09-29,8
2013-09-30,8
