Kategorie: Alle Kategorien

Tag,Bitcoin: (Weltweit)
2014-10-25,38
2014-10-26,40
2014-10-27,41
2014-10-28,42
2014-10-29,41
2014-10-30,42
2014-10-31,36
2014-11-01,39
2014-11-02,39
2014-11-03,42
2014-11-04,41
2014-11-05,43
2014-11-06,51
2014-11-07,47
2014-11-08,44
2014-11-09,46
2014-11-10,48
2014-11-11,48
2014-11-12,55
2014-11-13,58
2014-11-14,49
2014-11-15,46
2014-11-16,45
2014-11-17,47
2014-11-18,47
2014-11-19,45
2014-11-20,44
2014-11-21,45
2014-11-22,40
2014-11-23,39
2014-11-24,43
2014-11-25,40
2014-11-26,39
2014-11-27,41
2014-11-28,39
2014-11-29,39
2014-11-30,38
2014-12-01,42
2014-12-02,45
2014-12-03,45
2014-12-04,42
2014-12-05,41
2014-12-06,36
2014-12-07,44
2014-12-08,46
2014-12-09,43
2014-12-10,45
2014-12-11,60
2014-12-12,53
2014-12-13,47
2014-12-14,42
2014-12-15,45
2014-12-16,51
2014-12-17,50
2014-12-18,48
2014-12-19,46
2014-12-20,41
2014-12-21,42
2014-12-22,48
2014-12-23,45
2014-12-24,41
2014-12-25,40
2014-12-26,49
2014-12-27,100
2014-12-28,42
2014-12-29,40
2014-12-30,42
2014-12-31,42
2015-01-01,41
2015-01-02,45
2015-01-03,46
2015-01-04,54
2015-01-05,53
2015-01-06,57
2015-01-07,46
2015-01-08,44
2015-01-09,47
2015-01-10,48
2015-01-11,42
2015-01-12,45
2015-01-13,53
2015-01-14,81
2015-01-15,68
2015-01-16,59
2015-01-17,50
2015-01-18,45
2015-01-19,48
2015-01-20,48
2015-01-21,52
2015-01-22,49
2015-01-23,47
2015-01-24,45
2015-01-25,43
2015-01-26,62
2015-01-27,52
2015-01-28,51
2015-01-29,49
2015-01-30,43
2015-01-31,37
2015-02-01,41
2015-02-02,40
2015-02-03,43
2015-02-04,43
2015-02-05,45
2015-02-06,47
2015-02-07,50
2015-02-08,50
2015-02-09,49
2015-02-10,49
2015-02-11,48
2015-02-12,43
2015-02-13,43
2015-02-14,42
2015-02-15,44
2015-02-16,44
2015-02-17,43
2015-02-18,47
2015-02-19,49
2015-02-20,70
2015-02-21,44
2015-02-22,46
2015-02-23,44
2015-02-24,41
2015-02-25,42
2015-02-26,40
2015-02-27,37
2015-02-28,37
2015-03-01,39
2015-03-02,43
2015-03-03,45
2015-03-04,42
2015-03-05,47
2015-03-06,52
2015-03-07,55
2015-03-08,48
2015-03-09,49
2015-03-10,50
2015-03-11,49
2015-03-12,46
2015-03-13,46
2015-03-14,41
2015-03-15,42
2015-03-16,45
2015-03-17,44
2015-03-18,47
2015-03-19,47
2015-03-20,40
2015-03-21,40
2015-03-22,38
2015-03-23,41
2015-03-24,42
2015-03-25,46
2015-03-26,41
2015-03-27,40
2015-03-28,36
2015-03-29,37
2015-03-30,46
2015-03-31,45
2015-04-01,42
2015-04-02,42
2015-04-03,40
2015-04-04,40
2015-04-05,38
2015-04-06,40
2015-04-07,41
2015-04-08,39
2015-04-09,39
2015-04-10,42
2015-04-11,37
2015-04-12,36
2015-04-13,40
2015-04-14,45
2015-04-15,37
2015-04-16,37
2015-04-17,37
2015-04-18,37
2015-04-19,36
2015-04-20,38
2015-04-21,40
2015-04-22,40
2015-04-23,39
2015-04-24,37
2015-04-25,34
2015-04-26,36
2015-04-27,36
2015-04-28,38
2015-04-29,36
2015-04-30,38
2015-05-01,35
2015-05-02,34
2015-05-03,33
2015-05-04,36
2015-05-05,35
2015-05-06,37
2015-05-07,36
2015-05-08,36
2015-05-09,30
2015-05-10,35
2015-05-11,37
2015-05-12,37
2015-05-13,37
2015-05-14,44
2015-05-15,40
2015-05-16,36
2015-05-17,36
2015-05-18,39
2015-05-19,41
2015-05-20,39
2015-05-21,41
2015-05-22,38
2015-05-23,37
2015-05-24,39
2015-05-25,36
2015-05-26,38
2015-05-27,40
2015-05-28,36
2015-05-29,39
2015-05-30,47
2015-05-31,42
2015-06-01,38
2015-06-02,38
2015-06-03,38
2015-06-04,38
2015-06-05,36
2015-06-06,35
2015-06-07,34
2015-06-08,33
2015-06-09,35
2015-06-10,39
2015-06-11,36
2015-06-12,37
2015-06-13,32
2015-06-14,36
2015-06-15,34
2015-06-16,40
2015-06-17,40
2015-06-18,77
2015-06-19,45
2015-06-20,45
2015-06-21,38
2015-06-22,39
2015-06-23,37
2015-06-24,35
2015-06-25,43
2015-06-26,33
2015-06-27,37
2015-06-28,38
2015-06-29,46
2015-06-30,55
2015-07-01,50
2015-07-02,44
2015-07-03,47
2015-07-04,43
2015-07-05,53
2015-07-06,52
2015-07-07,50
2015-07-08,48
2015-07-09,47
2015-07-10,50
2015-07-11,48
2015-07-12,55
