Kategorie: Alle Kategorien

Tag,Bitcoin: (Weltweit)
2011-08-12,48
2011-08-13,50
2011-08-14,55
2011-08-15,56
2011-08-16,52
2011-08-17,70
2011-08-18,59
2011-08-19,56
2011-08-20,55
2011-08-21,75
2011-08-22,58
2011-08-23,55
2011-08-24,80
2011-08-25,59
2011-08-26,55
2011-08-27,56
2011-08-28,55
2011-08-29,49
2011-08-30,50
2011-08-31,47
2011-09-01,49
2011-09-02,47
2011-09-03,49
2011-09-04,50
2011-09-05,49
2011-09-06,59
2011-09-07,54
2011-09-08,54
2011-09-09,63
2011-09-10,56
2011-09-11,52
2011-09-12,40
2011-09-13,44
2011-09-14,42
2011-09-15,44
2011-09-16,43
2011-09-17,41
2011-09-18,42
2011-09-19,44
2011-09-20,42
2011-09-21,34
2011-09-22,36
2011-09-23,33
2011-09-24,37
2011-09-25,41
2011-09-26,39
2011-09-27,33
2011-09-28,39
2011-09-29,35
2011-09-30,37
2011-10-01,31
2011-10-02,36
2011-10-03,28
2011-10-04,38
2011-10-05,36
2011-10-06,37
2011-10-07,32
2011-10-08,48
2011-10-09,42
2011-10-10,34
2011-10-11,33
2011-10-12,35
2011-10-13,33
2011-10-14,28
2011-10-15,28
2011-10-16,29
2011-10-17,31
2011-10-18,44
2011-10-19,43
2011-10-20,35
2011-10-21,28
2011-10-22,32
2011-10-23,29
2011-10-24,31
2011-10-25,32
2011-10-26,27
2011-10-27,24
2011-10-28,21
2011-10-29,24
2011-10-30,23
2011-10-31,24
2011-11-01,48
2011-11-02,31
2011-11-03,25
2011-11-04,23
2011-11-05,24
2011-11-06,24
2011-11-07,20
2011-11-08,22
2011-11-09,21
2011-11-10,22
2011-11-11,19
2011-11-12,21
2011-11-13,19
2011-11-14,21
2011-11-15,25
2011-11-16,23
2011-11-17,23
2011-11-18,20
2011-11-19,18
2011-11-20,21
2011-11-21,19
2011-11-22,20
2011-11-23,16
2011-11-24,17
2011-11-25,20
2011-11-26,27
2011-11-27,25
2011-11-28,26
2011-11-29,30
2011-11-30,29
2011-12-01,24
2011-12-02,20
2011-12-03,23
2011-12-04,24
2011-12-05,21
2011-12-06,21
2011-12-07,21
2011-12-08,18
2011-12-09,16
2011-12-10,19
2011-12-11,20
2011-12-12,20
2011-12-13,17
2011-12-14,18
2011-12-15,21
2011-12-16,18
2011-12-17,20
2011-12-18,17
2011-12-19,16
2011-12-20,19
2011-12-21,21
2011-12-22,22
2011-12-23,20
2011-12-24,19
2011-12-25,26
2011-12-26,23
2011-12-27,23
2011-12-28,20
2011-12-29,23
2011-12-30,23
2011-12-31,25
2012-01-01,25
2012-01-02,28
2012-01-03,26
2012-01-04,23
2012-01-05,25
2012-01-06,35
2012-01-07,27
2012-01-08,27
2012-01-09,30
2012-01-10,31
2012-01-11,29
2012-01-12,24
2012-01-13,24
2012-01-14,29
2012-01-15,28
2012-01-16,100
2012-01-17,52
2012-01-18,38
2012-01-19,34
2012-01-20,31
2012-01-21,31
2012-01-22,29
2012-01-23,26
2012-01-24,28
2012-01-25,31
2012-01-26,27
2012-01-27,27
2012-01-28,27
2012-01-29,32
2012-01-30,24
2012-01-31,26
2012-02-01,23
2012-02-02,29
2012-02-03,34
2012-02-04,31
2012-02-05,31
2012-02-06,26
2012-02-07,24
2012-02-08,22
2012-02-09,23
2012-02-10,24
2012-02-11,28
2012-02-12,25
2012-02-13,25
2012-02-14,26
2012-02-15,30
2012-02-16,32
2012-02-17,22
2012-02-18,23
2012-02-19,24
2012-02-20,21
2012-02-21,23
2012-02-22,24
2012-02-23,22
2012-02-24,20
2012-02-25,22
2012-02-26,22
2012-02-27,24
2012-02-28,22
2012-02-29,19
2012-03-01,20
2012-03-02,37
2012-03-03,32
2012-03-04,27
2012-03-05,26
2012-03-06,24
2012-03-07,20
2012-03-08,20
2012-03-09,19
2012-03-10,18
2012-03-11,22
2012-03-12,19
2012-03-13,23
2012-03-14,19
2012-03-15,19
2012-03-16,21
2012-03-17,21
2012-03-18,21
2012-03-19,21
2012-03-20,22
2012-03-21,21
2012-03-22,21
2012-03-23,21
2012-03-24,23
2012-03-25,21
2012-03-26,17
2012-03-27,21
2012-03-28,25
2012-03-29,19
2012-03-30,20
2012-03-31,21
2012-04-01,21
2012-04-02,36
2012-04-03,29
2012-04-04,26
2012-04-05,29
2012-04-06,27
2012-04-07,26
2012-04-08,28
2012-04-09,22
2012-04-10,25
2012-04-11,24
2012-04-12,27
2012-04-13,23
2012-04-14,27
2012-04-15,22
2012-04-16,20
2012-04-17,22
2012-04-18,27
2012-04-19,24
2012-04-20,23
2012-04-21,25
2012-04-22,26
2012-04-23,26
2012-04-24,22
2012-04-25,25
2012-04-26,37
2012-04-27,35
2012-04-28,27
