Kategorie: Alle Kategorien

Tag,Bitcoin: (Weltweit)
2011-04-04,4
2011-04-05,3
2011-04-06,3
2011-04-07,3
2011-04-08,2
2011-04-09,4
2011-04-10,4
2011-04-11,4
2011-04-12,3
2011-04-13,3
2011-04-14,3
2011-04-15,3
2011-04-16,6
2011-04-17,5
2011-04-18,7
2011-04-19,5
2011-04-20,4
2011-04-21,4
2011-04-22,4
2011-04-23,4
2011-04-24,6
2011-04-25,5
2011-04-26,6
2011-04-27,6
2011-04-28,8
2011-04-29,6
2011-04-30,10
2011-05-01,10
2011-05-02,7
2011-05-03,7
2011-05-04,6
2011-05-05,5
2011-05-06,5
2011-05-07,6
2011-05-08,11
2011-05-09,13
2011-05-10,9
2011-05-11,10
2011-05-12,10
2011-05-13,13
2011-05-14,14
2011-05-15,11
2011-05-16,44
2011-05-17,32
2011-05-18,23
2011-05-19,51
2011-05-20,41
2011-05-21,29
2011-05-22,31
2011-05-23,25
2011-05-24,29
2011-05-25,45
2011-05-26,31
2011-05-27,26
2011-05-28,24
2011-05-29,24
2011-05-30,26
2011-05-31,63
2011-06-01,57
2011-06-02,63
2011-06-03,62
2011-06-04,56
2011-06-05,61
2011-06-06,61
2011-06-07,53
2011-06-08,74
2011-06-09,74
2011-06-10,74
2011-06-11,90
2011-06-12,95
2011-06-13,84
2011-06-14,80
2011-06-15,87
2011-06-16,91
2011-06-17,81
2011-06-18,76
2011-06-19,79
2011-06-20,100
2011-06-21,71
2011-06-22,81
2011-06-23,56
2011-06-24,42
2011-06-25,38
2011-06-26,46
2011-06-27,47
2011-06-28,41
2011-06-29,37
2011-06-30,37
2011-07-01,39
2011-07-02,34
2011-07-03,36
2011-07-04,32
2011-07-05,34
2011-07-06,33
2011-07-07,52
2011-07-08,30
2011-07-09,30
2011-07-10,35
2011-07-11,30
2011-07-12,25
2011-07-13,30
2011-07-14,40
2011-07-15,26
2011-07-16,24
2011-07-17,26
2011-07-18,29
2011-07-19,34
2011-07-20,35
2011-07-21,25
2011-07-22,22
2011-07-23,23
2011-07-24,22
2011-07-25,25
2011-07-26,26
2011-07-27,26
2011-07-28,25
2011-07-29,21
2011-07-30,22
2011-07-31,30
2011-08-01,29
2011-08-02,27
2011-08-03,32
2011-08-04,28
2011-08-05,33
2011-08-06,32
2011-08-07,38
2011-08-08,29
2011-08-09,27
2011-08-10,22
2011-08-11,20
2011-08-12,17
2011-08-13,21
2011-08-14,22
2011-08-15,22
2011-08-16,20
2011-08-17,28
2011-08-18,28
2011-08-19,24
2011-08-20,23
2011-08-21,30
2011-08-22,25
2011-08-23,24
2011-08-24,32
2011-08-25,21
2011-08-26,23
2011-08-27,24
2011-08-28,20
2011-08-29,21
2011-08-30,21
2011-08-31,21
2011-09-01,22
2011-09-02,19
2011-09-03,19
2011-09-04,20
2011-09-05,18
2011-09-06,25
2011-09-07,23
2011-09-08,23
2011-09-09,25
2011-09-10,23
2011-09-11,21
2011-09-12,18
2011-09-13,18
2011-09-14,20
2011-09-15,17
2011-09-16,17
2011-09-17,17
2011-09-18,19
2011-09-19,15
2011-09-20,17
2011-09-21,15
2011-09-22,14
2011-09-23,14
2011-09-24,15
2011-09-25,19
2011-09-26,17
2011-09-27,14
2011-09-28,15
2011-09-29,14
2011-09-30,14
2011-10-01,12
2011-10-02,14
2011-10-03,12
2011-10-04,19
2011-10-05,14
2011-10-06,13
2011-10-07,13
2011-10-08,18
2011-10-09,16
2011-10-10,15
2011-10-11,14
2011-10-12,13
2011-10-13,15
2011-10-14,14
2011-10-15,10
2011-10-16,12
2011-10-17,17
2011-10-18,20
2011-10-19,17
2011-10-20,15
2011-10-21,14
2011-10-22,14
2011-10-23,12
2011-10-24,15
2011-10-25,12
2011-10-26,10
2011-10-27,8
2011-10-28,8
2011-10-29,10
2011-10-30,8
2011-10-31,10
2011-11-01,17
2011-11-02,13
2011-11-03,12
2011-11-04,10
2011-11-05,10
2011-11-06,9
2011-11-07,10
2011-11-08,9
2011-11-09,9
2011-11-10,11
2011-11-11,9
2011-11-12,10
2011-11-13,8
2011-11-14,9
2011-11-15,10
2011-11-16,8
2011-11-17,8
2011-11-18,8
2011-11-19,8
2011-11-20,7
2011-11-21,8
2011-11-22,9
2011-11-23,9
2011-11-24,8
2011-11-25,10
2011-11-26,10
2011-11-27,12
2011-11-28,10
2011-11-29,11
2011-11-30,9
2011-12-01,10
2011-12-02,8
2011-12-03,10
2011-12-04,8
2011-12-05,8
2011-12-06,6
2011-12-07,8
2011-12-08,7
2011-12-09,7
2011-12-10,7
2011-12-11,9
2011-12-12,9
2011-12-13,5
2011-12-14,7
2011-12-15,7
2011-12-16,7
2011-12-17,6
2011-12-18,8
2011-12-19,7
2011-12-20,9
