Kategorie: Alle Kategorien

Tag,Bitcoin: (Weltweit)
2015-07-12,42
2015-07-13,39
2015-07-14,34
2015-07-15,34
2015-07-16,35
2015-07-17,31
2015-07-18,31
2015-07-19,35
2015-07-20,33
2015-07-21,31
2015-07-22,32
2015-07-23,29
2015-07-24,33
2015-07-25,29
2015-07-26,35
2015-07-27,34
2015-07-28,31
2015-07-29,32
2015-07-30,30
2015-07-31,30
2015-08-01,48
2015-08-02,41
2015-08-03,36
2015-08-04,33
2015-08-05,32
2015-08-06,31
2015-08-07,31
2015-08-08,30
2015-08-09,30
2015-08-10,31
2015-08-11,29
2015-08-12,31
2015-08-13,30
2015-08-14,27
2015-08-15,28
2015-08-16,31
2015-08-17,30
2015-08-18,35
2015-08-19,44
2015-08-20,39
2015-08-21,37
2015-08-22,31
2015-08-23,34
2015-08-24,41
2015-08-25,41
2015-08-26,34
2015-08-27,32
2015-08-28,30
2015-08-29,29
2015-08-30,33
2015-08-31,31
2015-09-01,31
2015-09-02,30
2015-09-03,29
2015-09-04,28
2015-09-05,29
2015-09-06,29
2015-09-07,26
2015-09-08,31
2015-09-09,31
2015-09-10,30
2015-09-11,30
2015-09-12,28
2015-09-13,28
2015-09-14,29
2015-09-15,31
2015-09-16,31
2015-09-17,31
2015-09-18,32
2015-09-19,31
2015-09-20,27
2015-09-21,28
2015-09-22,33
2015-09-23,31
2015-09-24,30
2015-09-25,30
2015-09-26,29
2015-09-27,29
2015-09-28,28
2015-09-29,30
2015-09-30,30
2015-10-01,26
2015-10-02,28
2015-10-03,26
2015-10-04,29
2015-10-05,30
2015-10-06,31
2015-10-07,29
2015-10-08,32
2015-10-09,29
2015-10-10,27
2015-10-11,28
2015-10-12,29
2015-10-13,28
2015-10-14,31
2015-10-15,28
2015-10-16,30
2015-10-17,32
2015-10-18,30
2015-10-19,30
2015-10-20,33
2015-10-21,33
2015-10-22,34
2015-10-23,34
2015-10-24,32
2015-10-25,36
2015-10-26,34
2015-10-27,37
2015-10-28,36
2015-10-29,42
2015-10-30,46
2015-10-31,39
2015-11-01,43
2015-11-02,44
2015-11-03,66
2015-11-04,88
2015-11-05,76
2015-11-06,57
2015-11-07,47
2015-11-08,41
2015-11-09,50
2015-11-10,45
2015-11-11,47
2015-11-12,40
2015-11-13,40
2015-11-14,32
2015-11-15,35
2015-11-16,37
2015-11-17,38
2015-11-18,39
2015-11-19,39
2015-11-20,41
2015-11-21,37
2015-11-22,36
2015-11-23,39
2015-11-24,37
2015-11-25,36
2015-11-26,37
2015-11-27,37
2015-11-28,34
2015-11-29,35
2015-11-30,39
2015-12-01,39
2015-12-02,35
2015-12-03,37
2015-12-04,36
2015-12-05,34
2015-12-06,37
2015-12-07,37
2015-12-08,46
2015-12-09,100
2015-12-10,66
2015-12-11,55
2015-12-12,49
2015-12-13,44
2015-12-14,45
2015-12-15,47
2015-12-16,47
2015-12-17,42
2015-12-18,41
2015-12-19,40
2015-12-20,38
2015-12-21,39
2015-12-22,38
2015-12-23,42
2015-12-24,42
2015-12-25,38
2015-12-26,40
2015-12-27,40
2015-12-28,41
2015-12-29,39
2015-12-30,40
2015-12-31,35
2016-01-01,34
2016-01-02,37
2016-01-03,37
2016-01-04,39
2016-01-05,37
2016-01-06,38
2016-01-07,45
2016-01-08,44
2016-01-09,39
2016-01-10,37
2016-01-11,37
2016-01-12,36
2016-01-13,40
2016-01-14,38
2016-01-15,56
2016-01-16,56
2016-01-17,47
2016-01-18,46
2016-01-19,44
2016-01-20,46
2016-01-21,44
2016-01-22,40
2016-01-23,38
2016-01-24,37
2016-01-25,38
2016-01-26,37
2016-01-27,38
2016-01-28,37
2016-01-29,37
2016-01-30,34
2016-01-31,34
2016-02-01,35
2016-02-02,36
2016-02-03,37
2016-02-04,36
2016-02-05,33
2016-02-06,36
2016-02-07,34
2016-02-08,36
2016-02-09,36
2016-02-10,38
2016-02-11,38
2016-02-12,36
2016-02-13,34
2016-02-14,37
2016-02-15,38
2016-02-16,40
2016-02-17,40
2016-02-18,46
2016-02-19,40
2016-02-20,42
2016-02-21,40
2016-02-22,41
2016-02-23,40
2016-02-24,38
2016-02-25,38
2016-02-26,38
2016-02-27,36
2016-02-28,35
2016-02-29,36
2016-03-01,40
2016-03-02,38
2016-03-03,39
2016-03-04,39
2016-03-05,37
2016-03-06,34
2016-03-07,39
2016-03-08,36
2016-03-09,36
2016-03-10,35
2016-03-11,34
2016-03-12,33
2016-03-13,34
2016-03-14,37
2016-03-15,38
2016-03-16,35
2016-03-17,35
2016-03-18,36
2016-03-19,32
2016-03-20,32
2016-03-21,36
2016-03-22,37
2016-03-23,33
2016-03-24,35
2016-03-25,33
2016-03-26,32
2016-03-27,34
2016-03-28,38
