Kategorie: Alle Kategorien

Tag,Bitcoin: (Weltweit)
2016-08-05,33
2016-08-06,29
2016-08-07,31
2016-08-08,31
2016-08-09,29
2016-08-10,28
2016-08-11,25
2016-08-12,26
2016-08-13,24
2016-08-14,25
2016-08-15,28
2016-08-16,27
2016-08-17,26
2016-08-18,27
2016-08-19,27
2016-08-20,25
2016-08-21,25
2016-08-22,26
2016-08-23,28
2016-08-24,28
2016-08-25,28
2016-08-26,26
2016-08-27,25
2016-08-28,26
2016-08-29,26
2016-08-30,27
2016-08-31,25
2016-09-01,27
2016-09-02,25
2016-09-03,26
2016-09-04,28
2016-09-05,27
2016-09-06,28
2016-09-07,27
2016-09-08,32
2016-09-09,30
2016-09-10,29
2016-09-11,28
2016-09-12,28
2016-09-13,29
2016-09-14,26
2016-09-15,28
2016-09-16,27
2016-09-17,25
2016-09-18,26
2016-09-19,25
2016-09-20,29
2016-09-21,30
2016-09-22,27
2016-09-23,27
2016-09-24,26
2016-09-25,26
2016-09-26,28
2016-09-27,26
2016-09-28,26
2016-09-29,27
2016-09-30,27
2016-10-01,28
2016-10-02,25
2016-10-03,28
2016-10-04,27
2016-10-05,27
2016-10-06,26
2016-10-07,27
2016-10-08,26
2016-10-09,27
2016-10-10,26
2016-10-11,31
2016-10-12,31
2016-10-13,30
2016-10-14,29
2016-10-15,28
2016-10-16,27
2016-10-17,29
2016-10-18,29
2016-10-19,30
2016-10-20,28
2016-10-21,24
2016-10-22,27
2016-10-23,31
2016-10-24,29
2016-10-25,30
2016-10-26,32
2016-10-27,34
2016-10-28,37
2016-10-29,41
2016-10-30,34
2016-10-31,35
2016-11-01,39
2016-11-02,33
2016-11-03,37
2016-11-04,34
2016-11-05,35
2016-11-06,33
2016-11-07,34
2016-11-08,32
2016-11-09,48
2016-11-10,36
2016-11-11,34
2016-11-12,33
2016-11-13,32
2016-11-14,33
2016-11-15,33
2016-11-16,36
2016-11-17,37
2016-11-18,37
2016-11-19,36
2016-11-20,35
2016-11-21,35
2016-11-22,36
2016-11-23,35
2016-11-24,36
2016-11-25,35
2016-11-26,32
2016-11-27,33
2016-11-28,36
2016-11-29,37
2016-11-30,34
2016-12-01,37
2016-12-02,37
2016-12-03,36
2016-12-04,34
2016-12-05,37
2016-12-06,37
2016-12-07,36
2016-12-08,38
2016-12-09,35
2016-12-10,35
2016-12-11,32
2016-12-12,36
2016-12-13,37
2016-12-14,36
2016-12-15,35
2016-12-16,34
2016-12-17,35
2016-12-18,32
2016-12-19,36
2016-12-20,37
2016-12-21,46
2016-12-22,53
2016-12-23,60
2016-12-24,51
2016-12-25,44
2016-12-26,45
2016-12-27,53
2016-12-28,59
2016-12-29,58
2016-12-30,50
2016-12-31,45
2017-01-01,49
2017-01-02,80
2017-01-03,71
2017-01-04,85
2017-01-05,100
2017-01-06,89
2017-01-07,71
2017-01-08,67
2017-01-09,63
2017-01-10,57
2017-01-11,67
2017-01-12,68
2017-01-13,57
2017-01-14,51
2017-01-15,49
2017-01-16,50
2017-01-17,52
2017-01-18,51
2017-01-19,46
2017-01-20,46
2017-01-21,44
2017-01-22,44
2017-01-23,46
2017-01-24,46
2017-01-25,44
2017-01-26,45
2017-01-27,44
2017-01-28,41
2017-01-29,42
2017-01-30,44
2017-01-31,47
2017-02-01,47
2017-02-02,51
2017-02-03,52
2017-02-04,47
2017-02-05,48
2017-02-06,46
2017-02-07,50
2017-02-08,51
2017-02-09,58
2017-02-10,52
2017-02-11,47
2017-02-12,44
2017-02-13,45
2017-02-14,44
2017-02-15,46
2017-02-16,45
2017-02-17,48
2017-02-18,46
2017-02-19,43
2017-02-20,46
2017-02-21,55
2017-02-22,53
2017-02-23,59
2017-02-24,68
2017-02-25,59
2017-02-26,52
2017-02-27,57
2017-02-28,54
2017-03-01,58
2017-03-02,68
2017-03-03,90
2017-03-04,74
2017-03-05,63
2017-03-06,66
2017-03-07,70
2017-03-08,73
2017-03-09,68
2017-03-10,97
2017-03-11,75
2017-03-12,61
2017-03-13,63
2017-03-14,59
2017-03-15,58
2017-03-16,61
2017-03-17,64
2017-03-18,72
2017-03-19,65
2017-03-20,60
2017-03-21,61
2017-03-22,59
2017-03-23,58
2017-03-24,59
2017-03-25,63
2017-03-26,54
2017-03-27,55
2017-03-28,55
2017-03-29,53
2017-03-30,52
2017-03-31,50
2017-04-01,50
2017-04-02,50
2017-04-03,53
2017-04-04,53
2017-04-05,54
2017-04-06,52
2017-04-07,52
2017-04-08,50
2017-04-09,49
2017-04-10,52
2017-04-11,55
2017-04-12,54
2017-04-13,53
2017-04-14,49
2017-04-15,47
2017-04-16,48
2017-04-17,51
2017-04-18,53
2017-04-19,53
2017-04-20,53
2017-04-21,50
2017-04-22,51
