Kategorie: Alle Kategorien

Tag,Bitcoin: (Weltweit)
2016-12-13,12
2016-12-14,12
2016-12-15,12
2016-12-16,12
2016-12-17,12
2016-12-18,11
2016-12-19,12
2016-12-20,12
2016-12-21,15
2016-12-22,18
2016-12-23,20
2016-12-24,17
2016-12-25,15
2016-12-26,16
2016-12-27,17
2016-12-28,20
2016-12-29,20
2016-12-30,18
2016-12-31,15
2017-01-01,16
2017-01-02,27
2017-01-03,24
2017-01-04,29
2017-01-05,35
2017-01-06,30
2017-01-07,24
2017-01-08,22
2017-01-09,21
2017-01-10,19
2017-01-11,23
2017-01-12,23
2017-01-13,19
2017-01-14,18
2017-01-15,16
2017-01-16,17
2017-01-17,17
2017-01-18,17
2017-01-19,16
2017-01-20,15
2017-01-21,15
2017-01-22,15
2017-01-23,15
2017-01-24,16
2017-01-25,15
2017-01-26,15
2017-01-27,15
2017-01-28,13
2017-01-29,14
2017-01-30,14
2017-01-31,15
2017-02-01,16
2017-02-02,17
2017-02-03,18
2017-02-04,15
2017-02-05,16
2017-02-06,16
2017-02-07,17
2017-02-08,17
2017-02-09,20
2017-02-10,18
2017-02-11,16
2017-02-12,15
2017-02-13,15
2017-02-14,15
2017-02-15,15
2017-02-16,15
2017-02-17,17
2017-02-18,16
2017-02-19,14
2017-02-20,15
2017-02-21,18
2017-02-22,19
2017-02-23,20
2017-02-24,24
2017-02-25,19
2017-02-26,18
2017-02-27,19
2017-02-28,19
2017-03-01,20
2017-03-02,23
2017-03-03,30
2017-03-04,25
2017-03-05,21
2017-03-06,23
2017-03-07,23
2017-03-08,25
2017-03-09,23
2017-03-10,32
2017-03-11,26
2017-03-12,20
2017-03-13,22
2017-03-14,19
2017-03-15,19
2017-03-16,20
2017-03-17,21
2017-03-18,24
2017-03-19,22
2017-03-20,20
2017-03-21,20
2017-03-22,20
2017-03-23,20
2017-03-24,21
2017-03-25,21
2017-03-26,18
2017-03-27,19
2017-03-28,19
2017-03-29,18
2017-03-30,18
2017-03-31,17
2017-04-01,17
2017-04-02,17
2017-04-03,18
2017-04-04,18
2017-04-05,18
2017-04-06,18
2017-04-07,17
2017-04-08,17
2017-04-09,16
2017-04-10,18
2017-04-11,19
2017-04-12,18
2017-04-13,18
2017-04-14,17
2017-04-15,16
2017-04-16,16
2017-04-17,17
2017-04-18,19
2017-04-19,17
2017-04-20,18
2017-04-21,17
2017-04-22,17
2017-04-23,17
2017-04-24,16
2017-04-25,18
2017-04-26,20
2017-04-27,21
2017-04-28,20
2017-04-29,19
2017-04-30,18
2017-05-01,24
2017-05-02,26
2017-05-03,26
2017-05-04,33
2017-05-05,31
2017-05-06,25
2017-05-07,24
2017-05-08,29
2017-05-09,37
2017-05-10,34
2017-05-11,38
2017-05-12,44
2017-05-13,45
2017-05-14,38
2017-05-15,53
2017-05-16,48
2017-05-17,40
2017-05-18,36
2017-05-19,40
2017-05-20,39
2017-05-21,41
2017-05-22,65
2017-05-23,69
2017-05-24,76
2017-05-25,100
2017-05-26,76
2017-05-27,66
2017-05-28,52
2017-05-29,50
2017-05-30,48
2017-05-31,47
2017-06-01,47
2017-06-02,42
2017-06-03,38
2017-06-04,36
2017-06-05,41
2017-06-06,56
2017-06-07,53
2017-06-08,44
2017-06-09,45
2017-06-10,43
2017-06-11,43
2017-06-12,56
2017-06-13,49
2017-06-14,48
2017-06-15,56
2017-06-16,48
2017-06-17,40
2017-06-18,38
2017-06-19,39
2017-06-20,42
2017-06-21,43
2017-06-22,41
2017-06-23,40
2017-06-24,39
2017-06-25,37
2017-06-26,45
2017-06-27,51
2017-06-28,49
2017-06-29,40
2017-06-30,34
2017-07-01,33
2017-07-02,33
2017-07-03,35
2017-07-04,34
2017-07-05,34
2017-07-06,35
2017-07-07,34
2017-07-08,31
2017-07-09,32
2017-07-10,36
2017-07-11,41
2017-07-12,40
2017-07-13,38
2017-07-14,36
2017-07-15,42
2017-07-16,48
2017-07-17,45
2017-07-18,44
2017-07-19,41
2017-07-20,45
2017-07-21,46
2017-07-22,39
2017-07-23,41
2017-07-24,40
2017-07-25,42
2017-07-26,41
2017-07-27,39
2017-07-28,44
2017-07-29,37
2017-07-30,36
2017-07-31,46
2017-08-01,80
2017-08-02,72
2017-08-03,49
2017-08-04,45
2017-08-05,58
2017-08-06,49
2017-08-07,56
2017-08-08,58
2017-08-09,52
2017-08-10,48
2017-08-11,53
2017-08-12,61
2017-08-13,76
2017-08-14,85
2017-08-15,85
2017-08-16,71
2017-08-17,70
2017-08-18,71
2017-08-19,64
2017-08-20,60
2017-08-21,59
2017-08-22,67
2017-08-23,61
2017-08-24,57
2017-08-25,61
2017-08-26,53
2017-08-27,49
2017-08-28,52
2017-08-29,62
2017-08-30,64
