Kategorie: Alle Kategorien

Tag,Bitcoin: (Weltweit)
2016-03-28,31
2016-03-29,30
2016-03-30,30
2016-03-31,31
2016-04-01,27
2016-04-02,27
2016-04-03,27
2016-04-04,28
2016-04-05,28
2016-04-06,29
2016-04-07,28
2016-04-08,27
2016-04-09,26
2016-04-10,28
2016-04-11,30
2016-04-12,29
2016-04-13,29
2016-04-14,29
2016-04-15,27
2016-04-16,27
2016-04-17,27
2016-04-18,28
2016-04-19,28
2016-04-20,29
2016-04-21,32
2016-04-22,33
2016-04-23,32
2016-04-24,34
2016-04-25,33
2016-04-26,34
2016-04-27,33
2016-04-28,39
2016-04-29,33
2016-04-30,30
2016-05-01,29
2016-05-02,100
2016-05-03,61
2016-05-04,42
2016-05-05,45
2016-05-06,41
2016-05-07,35
2016-05-08,34
2016-05-09,38
2016-05-10,37
2016-05-11,33
2016-05-12,32
2016-05-13,33
2016-05-14,30
2016-05-15,30
2016-05-16,31
2016-05-17,32
2016-05-18,32
2016-05-19,34
2016-05-20,31
2016-05-21,27
2016-05-22,29
2016-05-23,32
2016-05-24,31
2016-05-25,30
2016-05-26,31
2016-05-27,35
2016-05-28,40
2016-05-29,44
2016-05-30,46
2016-05-31,46
2016-06-01,43
2016-06-02,39
2016-06-03,41
2016-06-04,42
2016-06-05,40
2016-06-06,42
2016-06-07,42
2016-06-08,39
2016-06-09,37
2016-06-10,36
2016-06-11,37
2016-06-12,55
2016-06-13,68
2016-06-14,55
2016-06-15,48
2016-06-16,59
2016-06-17,61
2016-06-18,50
2016-06-19,48
2016-06-20,49
2016-06-21,58
2016-06-22,47
2016-06-23,54
2016-06-24,77
2016-06-25,54
2016-06-26,47
2016-06-27,48
2016-06-28,43
2016-06-29,43
2016-06-30,44
2016-07-01,41
2016-07-02,43
2016-07-03,42
2016-07-04,39
2016-07-05,39
2016-07-06,40
2016-07-07,43
2016-07-08,42
2016-07-09,51
2016-07-10,44
2016-07-11,41
2016-07-12,36
2016-07-13,38
2016-07-14,36
2016-07-15,33
2016-07-16,32
2016-07-17,34
2016-07-18,34
2016-07-19,35
2016-07-20,33
2016-07-21,32
2016-07-22,33
2016-07-23,30
2016-07-24,29
2016-07-25,32
2016-07-26,34
2016-07-27,35
2016-07-28,32
2016-07-29,32
2016-07-30,32
2016-07-31,32
2016-08-01,35
2016-08-02,42
2016-08-03,76
2016-08-04,48
2016-08-05,39
2016-08-06,35
2016-08-07,38
2016-08-08,38
2016-08-09,34
2016-08-10,32
2016-08-11,32
2016-08-12,31
2016-08-13,28
2016-08-14,29
2016-08-15,32
2016-08-16,31
2016-08-17,30
2016-08-18,32
2016-08-19,30
2016-08-20,29
2016-08-21,29
2016-08-22,31
2016-08-23,32
2016-08-24,33
2016-08-25,32
2016-08-26,30
2016-08-27,30
2016-08-28,31
2016-08-29,31
2016-08-30,32
2016-08-31,31
2016-09-01,30
2016-09-02,30
2016-09-03,31
2016-09-04,35
2016-09-05,33
2016-09-06,31
2016-09-07,33
2016-09-08,36
2016-09-09,35
2016-09-10,35
2016-09-11,32
2016-09-12,33
2016-09-13,35
2016-09-14,31
2016-09-15,34
2016-09-16,32
2016-09-17,30
2016-09-18,32
2016-09-19,30
2016-09-20,33
2016-09-21,33
2016-09-22,30
2016-09-23,32
2016-09-24,29
2016-09-25,30
2016-09-26,33
2016-09-27,32
2016-09-28,31
2016-09-29,32
2016-09-30,31
2016-10-01,30
2016-10-02,29
2016-10-03,34
2016-10-04,33
2016-10-05,32
2016-10-06,32
2016-10-07,31
2016-10-08,30
2016-10-09,32
2016-10-10,29
2016-10-11,36
2016-10-12,38
2016-10-13,35
2016-10-14,33
2016-10-15,32
2016-10-16,31
2016-10-17,34
2016-10-18,34
2016-10-19,34
2016-10-20,33
2016-10-21,29
2016-10-22,32
2016-10-23,34
2016-10-24,34
2016-10-25,36
2016-10-26,37
2016-10-27,40
2016-10-28,43
2016-10-29,48
2016-10-30,39
2016-10-31,42
2016-11-01,46
2016-11-02,41
2016-11-03,44
2016-11-04,39
2016-11-05,42
2016-11-06,38
2016-11-07,40
2016-11-08,38
2016-11-09,55
2016-11-10,43
2016-11-11,41
2016-11-12,39
2016-11-13,38
2016-11-14,41
2016-11-15,40
2016-11-16,41
2016-11-17,45
2016-11-18,42
2016-11-19,41
2016-11-20,40
2016-11-21,41
2016-11-22,44
2016-11-23,42
2016-11-24,42
2016-11-25,41
2016-11-26,37
2016-11-27,38
2016-11-28,42
2016-11-29,43
2016-11-30,41
2016-12-01,42
2016-12-02,45
2016-12-03,41
2016-12-04,40
2016-12-05,43
2016-12-06,42
2016-12-07,42
2016-12-08,44
2016-12-09,40
2016-12-10,41
2016-12-11,37
2016-12-12,41
2016-12-13,44
