Kategorie: Alle Kategorien

Tag,Bitcoin: (Weltweit)
2015-11-19,35
2015-11-20,34
2015-11-21,33
2015-11-22,30
2015-11-23,34
2015-11-24,33
2015-11-25,31
2015-11-26,34
2015-11-27,31
2015-11-28,30
2015-11-29,29
2015-11-30,33
2015-12-01,34
2015-12-02,30
2015-12-03,31
2015-12-04,30
2015-12-05,31
2015-12-06,31
2015-12-07,34
2015-12-08,41
2015-12-09,87
2015-12-10,56
2015-12-11,45
2015-12-12,41
2015-12-13,37
2015-12-14,38
2015-12-15,41
2015-12-16,42
2015-12-17,36
2015-12-18,36
2015-12-19,32
2015-12-20,32
2015-12-21,34
2015-12-22,33
2015-12-23,35
2015-12-24,35
2015-12-25,34
2015-12-26,35
2015-12-27,35
2015-12-28,36
2015-12-29,34
2015-12-30,33
2015-12-31,29
2016-01-01,29
2016-01-02,30
2016-01-03,31
2016-01-04,32
2016-01-05,34
2016-01-06,33
2016-01-07,39
2016-01-08,36
2016-01-09,34
2016-01-10,33
2016-01-11,32
2016-01-12,32
2016-01-13,34
2016-01-14,31
2016-01-15,47
2016-01-16,47
2016-01-17,41
2016-01-18,39
2016-01-19,37
2016-01-20,40
2016-01-21,38
2016-01-22,36
2016-01-23,32
2016-01-24,31
2016-01-25,32
2016-01-26,33
2016-01-27,33
2016-01-28,33
2016-01-29,31
2016-01-30,30
2016-01-31,29
2016-02-01,30
2016-02-02,32
2016-02-03,31
2016-02-04,31
2016-02-05,28
2016-02-06,31
2016-02-07,30
2016-02-08,30
2016-02-09,31
2016-02-10,32
2016-02-11,32
2016-02-12,33
2016-02-13,30
2016-02-14,30
2016-02-15,33
2016-02-16,36
2016-02-17,35
2016-02-18,38
2016-02-19,35
2016-02-20,34
2016-02-21,36
2016-02-22,34
2016-02-23,32
2016-02-24,33
2016-02-25,33
2016-02-26,30
2016-02-27,30
2016-02-28,29
2016-02-29,30
2016-03-01,35
2016-03-02,31
2016-03-03,33
2016-03-04,34
2016-03-05,33
2016-03-06,30
2016-03-07,34
2016-03-08,32
2016-03-09,30
2016-03-10,29
2016-03-11,29
2016-03-12,29
2016-03-13,29
2016-03-14,32
2016-03-15,32
2016-03-16,30
2016-03-17,31
2016-03-18,31
2016-03-19,26
2016-03-20,28
2016-03-21,30
2016-03-22,31
2016-03-23,29
2016-03-24,29
2016-03-25,28
2016-03-26,28
2016-03-27,29
2016-03-28,30
2016-03-29,32
2016-03-30,31
2016-03-31,32
2016-04-01,28
2016-04-02,27
2016-04-03,30
2016-04-04,28
2016-04-05,29
2016-04-06,31
2016-04-07,29
2016-04-08,29
2016-04-09,29
2016-04-10,31
2016-04-11,32
2016-04-12,31
2016-04-13,29
2016-04-14,29
2016-04-15,30
2016-04-16,28
2016-04-17,28
2016-04-18,29
2016-04-19,30
2016-04-20,30
2016-04-21,34
2016-04-22,34
2016-04-23,30
2016-04-24,33
2016-04-25,36
2016-04-26,36
2016-04-27,34
2016-04-28,37
2016-04-29,34
2016-04-30,32
2016-05-01,30
2016-05-02,100
2016-05-03,62
2016-05-04,42
2016-05-05,44
2016-05-06,41
2016-05-07,36
2016-05-08,35
2016-05-09,39
2016-05-10,38
2016-05-11,36
2016-05-12,33
2016-05-13,33
2016-05-14,30
2016-05-15,30
2016-05-16,33
2016-05-17,33
2016-05-18,33
2016-05-19,33
2016-05-20,32
2016-05-21,29
2016-05-22,30
2016-05-23,32
2016-05-24,31
2016-05-25,33
2016-05-26,31
2016-05-27,35
2016-05-28,40
2016-05-29,45
2016-05-30,46
2016-05-31,45
2016-06-01,40
2016-06-02,37
2016-06-03,43
2016-06-04,43
2016-06-05,39
2016-06-06,42
2016-06-07,42
2016-06-08,39
2016-06-09,39
2016-06-10,37
2016-06-11,38
2016-06-12,57
2016-06-13,68
2016-06-14,57
2016-06-15,50
2016-06-16,64
2016-06-17,59
2016-06-18,53
2016-06-19,51
2016-06-20,51
2016-06-21,58
2016-06-22,50
2016-06-23,54
2016-06-24,78
2016-06-25,54
2016-06-26,45
2016-06-27,49
2016-06-28,47
2016-06-29,45
2016-06-30,46
2016-07-01,42
2016-07-02,40
2016-07-03,43
2016-07-04,41
2016-07-05,42
2016-07-06,42
2016-07-07,43
2016-07-08,45
2016-07-09,55
2016-07-10,46
2016-07-11,43
2016-07-12,39
2016-07-13,38
2016-07-14,37
2016-07-15,33
2016-07-16,33
2016-07-17,35
2016-07-18,33
2016-07-19,36
2016-07-20,34
2016-07-21,33
2016-07-22,33
2016-07-23,30
2016-07-24,31
2016-07-25,34
2016-07-26,36
2016-07-27,37
2016-07-28,34
2016-07-29,33
2016-07-30,31
2016-07-31,33
2016-08-01,37
2016-08-02,44
2016-08-03,75
2016-08-04,50
2016-08-05,43
